time,xloc
98.22351,1849.5
98.86608139534884,1847.4
99.50865279069768,1848.6
100.15122418604652,1847.4
100.79379558139536,1845.3
101.4363669767442,1845.0
102.07893837209302,1842.6
102.72150976744186,1842.3
103.3640811627907,1840.8
104.00665255813954,1839.9
104.64922395348837,1838.1
105.29179534883721,1838.1
105.93436674418605,1837.2
106.57693813953489,1835.1
107.21950953488373,1833.6
107.86208093023257,1832.7
108.50465232558139,1832.4
109.14722372093023,1831.5
109.78979511627907,1830.0
110.4323665116279,1828.2
111.07493790697674,1828.5
111.71750930232558,1827.3
112.36008069767442,1825.5
113.00265209302326,1823.7
113.6452234883721,1822.8
114.28779488372093,1821.3
114.93036627906977,1821.3
115.5729376744186,1819.5
116.21550906976745,1818.6
116.85808046511627,1817.7
117.50065186046511,1817.1
118.14322325581395,1815.0
118.78579465116279,1814.1
119.42836604651163,1812.6
120.07093744186047,1811.4
120.7135088372093,1810.2
121.35608023255813,1809.3
121.99865162790698,1809.0
122.6412230232558,1807.5
123.28379441860464,1806.6
123.92636581395348,1805.1
124.56893720930232,1803.9
125.21150860465116,1804.2
125.85408,1802.1
