time,xloc
98.22351,1848.9
99.03617382352941,1848.0
99.84883764705883,1846.8
100.66150147058823,1845.6
101.47416529411765,1844.4
102.28682911764706,1843.2
103.09949294117648,1842.3
103.91215676470588,1841.1
104.7248205882353,1839.9
105.53748441176471,1839.3
106.35014823529411,1837.5
107.16281205882353,1836.3
107.97547588235294,1835.7
108.78813970588236,1833.9
109.60080352941176,1833.0
110.41346735294118,1832.1
111.22613117647059,1830.6
112.038795,1829.7
112.85145882352941,1828.5
113.66412264705882,1827.3
114.47678647058824,1826.1
115.28945029411764,1825.2
116.10211411764706,1824.0
116.91477794117647,1822.5
117.72744176470587,1821.6
118.54010558823529,1820.4
119.35276941176471,1819.2
120.16543323529412,1818.0
120.97809705882352,1816.8
121.79076088235294,1815.9
122.60342470588235,1814.7
123.41608852941175,1813.8
124.22875235294117,1813.2
125.04141617647059,1812.3
125.85408,1811.7
