ID,lane,xloc,yloc,maneuver,muX,muY,sigX,sigY,line_integral_values
7009,2,"(200.259588, 200.747502)","(74.620061, 75.272627)",1,"[0.09734245 0.17229638 0.23422503 0.29210028 0.34291714 0.38893667
 0.4291285  0.46547112 0.49822035 0.52169466 0.5413895  0.5616871
 0.5836231  0.6061816  0.6285796  0.65239614 0.67872876 0.70603216
 0.7317407  0.75486434 0.7762929  0.79739606 0.81903076 0.8412215
 0.8633921  0.88496184 0.90602255 0.9272465  0.9496135  0.97371554
 0.9982923  1.02021    1.0372216  1.0485106  1.0528536  1.0500779
 1.0429022  1.0347456  1.030916   1.0370253  1.0334573  1.0324578
 1.0434612  1.0586605  1.0690991  1.0761163  1.0831034  1.0870277
 1.0893619  1.0890988 ]","[  5.8171563  11.525231   17.234299   22.99031    28.59729    34.31644
  40.11127    46.109947   52.16792    58.203533   64.27847    70.34998
  76.44166    82.51325    88.52577    94.47986   100.37937   106.323296
 112.40316   118.45962   124.32096   130.15968   136.17215   142.35559
 148.54109   154.63013   160.77568   167.15538   173.8471    180.84761
 187.84392   194.3431    200.50987   206.75723   213.2108    219.75742
 226.20073   232.48189   239.08284   246.93785   253.35619   259.34888
 266.31686   273.6293    280.2304    286.85135   295.08707   302.15897
 307.78653   312.80914  ]","[22.26104     8.786629    5.31556     3.7531705   2.963675    2.4902716
  2.1394548   1.864302    1.6611655   1.4996498   1.3704389   1.2675111
  1.183067    1.1109414   1.0460769   0.98694384  0.93615395  0.8950702
  0.86136574  0.8324878   0.8066726   0.78345025  0.76437354  0.749795
  0.73767024  0.72552615  0.71295303  0.70071983  0.68783295  0.6713338
  0.65036154  0.6271543   0.6021248   0.5741948   0.543369    0.51347935
  0.49129406  0.47736025  0.4652759   0.4512835   0.43950692  0.42708382
  0.41356882  0.40151322  0.3920575   0.38206786  0.36852327  0.3572648
  0.34859642  0.3416303 ]","[5.618978   2.3012452  1.2892648  0.88445795 0.6828218  0.560549
 0.4677786  0.39193082 0.33719155 0.30216095 0.27520984 0.24997073
 0.22579609 0.204841   0.18842424 0.17536722 0.16389146 0.15301776
 0.14252007 0.13285342 0.12449943 0.11717077 0.1102569  0.10349314
 0.09719094 0.09176695 0.08712569 0.08289253 0.07876144 0.07457179
 0.07043841 0.06665993 0.06329284 0.06019552 0.05724476 0.05444584
 0.05191606 0.04968952 0.04759204 0.04540247 0.04322885 0.04121117
 0.039249   0.03724397 0.03535743 0.03371496 0.03207732 0.03076673
 0.02949159 0.02823606]","[6.062124170708293e-09, 1.8410834312183633e-08, 3.338120704393062e-08, 4.685119134442647e-08, 5.892645562318009e-08, 6.964866460095974e-08, 8.039989540536744e-08, 9.128309273910175e-08, 1.0151453580553046e-07, 1.122370402535475e-07, 1.2271641620513732e-07, 1.320857521244197e-07, 1.404018493982335e-07, 1.4833080107948904e-07, 1.5670982135844986e-07, 1.6560678938437446e-07, 1.7403746204111068e-07, 1.8112277308371226e-07, 1.8697003564807037e-07, 1.921040354616896e-07, 1.970212383828356e-07, 2.0172104761523732e-07, 2.05471913479129e-07, 2.0795638091164265e-07, 2.0984689334783556e-07, 2.120720243821158e-07, 2.1475987736736068e-07, 2.1754072607004273e-07, 2.2066801747298474e-07, 2.252197665383489e-07, 2.3175932248060256e-07, 2.397929472613131e-07, 2.4943324177625586e-07, 2.61484016378736e-07, 2.7647787041971346e-07, 2.927948187162947e-07, 1.040053331470752e-05, 3.1426653741636593e-07, 3.217806738422753e-07, 3.311378930993219e-07, 3.3916232737952206e-07, 3.483081648694521e-07, 3.59058179832343e-07, 3.689649645497964e-07, 3.767944070997159e-07, 3.85823089349575e-07, 3.9947752288724185e-07, 4.1164898790058305e-07, 4.211863201750485e-07, 4.288610891560752e-07]"
7009,2,"(200.259588, 200.747502)","(74.620061, 75.272627)",2,"[  0.0420656    0.03875271   0.01834361  -0.05416694  -0.16407743
  -0.31906626  -0.52737176  -0.803455    -1.1514512   -1.5955063
  -2.0868394   -2.578052    -3.0424488   -3.5176325   -4.017476
  -4.4916787   -4.9039307   -5.271579    -5.6267185   -5.9926558
  -6.383605    -6.8007674   -7.218918    -7.5923014   -7.905854
  -8.175489    -8.410854    -8.61236     -8.781248    -8.930509
  -9.07789     -9.23014     -9.388939    -9.558903    -9.744118
  -9.939684   -10.125839   -10.279859   -10.402462   -10.521366
 -10.655642   -10.785449   -10.885465   -10.942964   -10.957493
 -10.972519   -11.023554   -11.07072    -11.112921   -11.15843   ]","[  6.1722574  11.534331   17.046711   22.859867   28.68747    34.53247
  40.386127   46.36619    52.329945   58.36572    64.47828    70.26289
  76.121544   82.21752    88.376526   94.45168   100.38502   106.18318
 111.970146  117.94048   124.24032   130.78377   137.16327   143.15819
 148.9302    154.64427   160.37935   166.19914   172.23071   178.54909
 184.84203   190.80301   196.5646    202.3134    208.17926   214.2061
 220.34363   226.6097    233.1598    240.10059   247.13396   253.41347
 258.82797   265.27982   272.05075   277.27274   282.64374   288.6517
 295.22525   302.22607  ]","[11.274129    3.620709    1.8761971   1.2203437   0.9173104   0.74981123
  0.63968605  0.5572695   0.48923835  0.43049198  0.38001436  0.34052762
  0.31447515  0.3003447   0.29269934  0.2873833   0.283908    0.28338507
  0.2862003   0.29218262  0.3009734   0.31148833  0.32156676  0.3296316
  0.33652046  0.34371752  0.35164133  0.35993683  0.36799756  0.37529945
  0.38108748  0.3842215   0.38398495  0.38033605  0.3735927   0.36452842
  0.3544582   0.34396246  0.33157194  0.3164553   0.30374414  0.29829028
  0.29582798  0.29168615  0.2877002   0.28472343  0.27960995  0.27370483
  0.2681536   0.26333967]","[4.3413205  1.776222   0.9470401  0.6269317  0.46934536 0.37879762
 0.3145187  0.26322028 0.22508103 0.20324391 0.18669973 0.16896006
 0.15157646 0.13733488 0.12650144 0.11885473 0.11293507 0.10758413
 0.10228679 0.09682105 0.09116462 0.0856399  0.08075392 0.07662705
 0.07289218 0.06926186 0.06577781 0.0626459  0.05997458 0.05762895
 0.05539525 0.05318492 0.05095457 0.04866797 0.04635205 0.04408682
 0.04198953 0.04010441 0.03832068 0.0365034  0.03469643 0.03307428
 0.03171733 0.03048359 0.02928977 0.02818396 0.0271334  0.02617641
 0.02535078 0.02465122]","[1.611114526428874e-08, 7.286719947892534e-08, 1.4465003833497633e-07, 2.264912106645259e-07, 3.000292032283948e-07, 3.622578592203347e-07, 4.1333360503916856e-07, 4.5707515576510603e-07, 5.087975461383891e-07, 5.914355791319949e-07, 6.952531274490718e-07, 7.833800082075335e-07, 8.250686326974876e-07, 8.245061376731657e-07, 8.086901258971388e-07, 7.97506373233023e-07, 7.861044784818901e-07, 7.645157714468834e-07, 7.30792326944266e-07, 6.879683859570933e-07, 6.405957219062308e-07, 5.951008498936202e-07, 5.58120564391294e-07, 5.312259943155137e-07, 5.09818604185031e-07, 4.897060352392914e-07, 4.701635109435661e-07, 4.5209115336924323e-07, 4.3633952253632836e-07, 4.2308806722606223e-07, 4.1266748210139384e-07, 4.060052853065499e-07, 4.035745622918166e-07, 4.052322305450691e-07, 4.107148590170856e-07, 4.1942929836119966e-07, 4.3013141709763485e-07, 4.4232035267128485e-07, 0.004426954904662686, 4.800917457390983e-07, 4.995493176732399e-07, 5.067665612196553e-07, 5.088874527627999e-07, 5.145531679282867e-07, 5.201128475948933e-07, 5.239061202433222e-07, 5.323369722634395e-07, 5.42978445922295e-07, 5.535462533361193e-07, 5.630879627536587e-07]"
7009,2,"(200.259588, 200.747502)","(74.620061, 75.272627)",3,"[ 0.0952788   0.18723497  0.30927595  0.47388145  0.7382323   1.0679815
  1.2945479   1.4029229   1.4329941   1.4142549   1.35903     1.3759595
  1.6205282   2.1429605   2.9008708   3.7821379   4.6570635   5.4925275
  6.302049    7.0639024   7.806586    8.520254    9.043045    9.375326
  9.624917    9.818272    9.962109   10.086873   10.2071     10.310973
 10.386045   10.395756   10.3991165  10.444986   10.515454   10.588509
 10.669084   10.781308   10.940167   11.073719   11.14494    11.208412
 11.288201   11.370045   11.422105   11.4593     11.515514   11.558978
 11.576416   11.571374  ]","[  5.8776803  11.71585    17.537174   23.536053   29.508366   35.903637
  42.4118     49.00906    55.371456   61.76982    68.19767    75.06422
  82.5259     90.43449    98.37813   106.235344  114.181496  122.21856
 130.44649   139.09416   147.69339   155.20753   162.15895   169.23232
 176.72365   184.49274   191.9207    198.90318   206.27405   215.23141
 226.65358   237.24063   246.1414    253.77666   261.3116    269.74948
 280.60245   292.12613   301.97687   310.4859    320.20297   330.70117
 340.97916   352.74368   364.86002   375.78433   387.04587   398.60434
 410.16928   421.39963  ]","[10.300718    4.410116    2.1731744   1.3839363   0.9464151   0.71491253
  0.5689306   0.46893707  0.39991435  0.3585764   0.3353649   0.32053614
  0.3088737   0.29935876  0.29368326  0.2932499   0.29598036  0.29757875
  0.29798147  0.29673806  0.29234236  0.29143375  0.2962152   0.30005708
  0.29848647  0.29173747  0.2844533   0.28032896  0.27691293  0.26822782
  0.25419873  0.24609149  0.24575731  0.24843019  0.25190654  0.254856
  0.2548616   0.25430462  0.2544258   0.25711888  0.26226762  0.2581899
  0.25396934  0.24989493  0.2518902   0.26697177  0.280691    0.29416254
  0.3015414   0.2980124 ]","[3.2591202  1.927256   1.0454961  0.6873658  0.50567836 0.40298793
 0.3261725  0.26897532 0.23711887 0.21759084 0.20056589 0.18221259
 0.16258632 0.14510301 0.1319333  0.12176349 0.11259456 0.10379777
 0.09535416 0.08688326 0.07847608 0.07178894 0.06739187 0.06419782
 0.06096375 0.05737303 0.05388004 0.05102136 0.04858262 0.0460303
 0.04314108 0.04052518 0.03855952 0.03699771 0.03551238 0.03402149
 0.03232962 0.03066517 0.02891954 0.02746316 0.02704008 0.02601846
 0.02457915 0.02349349 0.02191721 0.02001449 0.01856709 0.01748394
 0.0163097  0.01501036]","[1.561716896843598e-08, 5.413216724210533e-08, 1.1918523175659681e-07, 1.9294901911614625e-07, 3.049498167894578e-07, 4.3088167428220765e-07, 5.536481926072058e-07, 6.721415188722865e-07, 8.25591689462814e-07, 9.533076061139098e-07, 9.970591541177827e-07, 9.716537720060075e-07, 9.187571796984604e-07, 8.712971789038523e-07, 8.309281707513043e-07, 7.837507191703737e-07, 7.328953245131235e-07, 6.935798919637379e-07, 6.632995615526767e-07, 6.40455195967419e-07, 6.28442176552613e-07, 6.11908819573255e-07, 5.873640404663872e-07, 5.698423683000593e-07, 5.658515319467787e-07, 5.734769246680005e-07, 5.829062446187222e-07, 5.861236158944708e-07, 5.886322886779727e-07, 6.071171757737369e-07, 6.368051541342874e-07, 6.538163048858267e-07, 6.486681072741554e-07, 6.356761910855424e-07, 6.211008702577727e-07, 6.086122984483083e-07, 6.039698117222977e-07, 6.009789492512547e-07, 5.960038389110113e-07, 5.852351514843858e-07, 5.713727191494989e-07, 5.788937849004864e-07, 5.859125739362331e-07, 5.936472595482676e-07, 5.844277212569833e-07, 5.442342180761717e-07, 5.127444976518764e-07, 4.857715834095837e-07, 4.712050035520617e-07, 4.74917405182817e-07]"
7009,2,"(200.259588, 200.747502)","(74.620061, 75.272627)",4,"[0.09321617 0.17163157 0.2333065  0.28039733 0.32029015 0.35779098
 0.38801974 0.4128694  0.43567672 0.45220825 0.46190122 0.46804956
 0.4721603  0.47554716 0.47884858 0.482517   0.48707983 0.49298453
 0.50005233 0.5075433  0.51458925 0.5204733  0.5247147  0.52709013
 0.5276376  0.5266164  0.5243771  0.5211996  0.51724225 0.51264936
 0.5076628  0.5025757  0.49759597 0.49278626 0.48810396 0.48346874
 0.4788085  0.47407463 0.46923527 0.4642557  0.45908377 0.45364538
 0.44785127 0.4416133  0.4348613  0.42756298 0.41974312 0.41149026
 0.402938   0.3942215 ]","[  5.735684  11.415609  17.161936  22.678959  28.020817  33.38574
  38.686665  44.11261   49.64542   54.91866   60.238346  65.427826
  70.50111   75.461555  80.32717   85.07688   89.69277   94.162865
  98.496864 102.724266 106.88386  111.004555 115.09025  119.114586
 123.0355   126.82056  130.45808  133.94994  137.3023   140.52632
 143.64268  146.67961  149.6652   152.62134  155.56209  158.49428
 161.42078  164.34413  167.27007  170.20824  173.16966  176.15976
 179.17229  182.18614  185.16786  188.07867  190.88358  193.55971
 196.10165  198.52089 ]","[22.55651     8.957386    5.2277894   3.8452053   3.0618682   2.5745385
  2.226909    1.9694173   1.7821195   1.6288311   1.5013834   1.3971626
  1.3102392   1.2357048   1.170566    1.1131313   1.0623274   1.017762
  0.9791101   0.9457011   0.91645044  0.8901407   0.8656411   0.8420231
  0.8186909   0.7955068   0.772759    0.75094324  0.73050445  0.7117264
  0.6947511   0.67958355  0.6660585   0.6538544   0.6425725   0.6318101
  0.62120664  0.6104664   0.59937316  0.58779395  0.5756787   0.56305176
  0.54999864  0.5366463   0.52313924  0.5096165   0.49619466  0.48296
  0.46997514  0.45729816]","[4.9665256  2.0208206  1.086731   0.77298564 0.602137   0.4894894
 0.40709034 0.34186488 0.29078847 0.25643566 0.23217714 0.21217255
 0.19408406 0.17747912 0.16262388 0.14979829 0.13895652 0.12972964
 0.12167126 0.11443215 0.10779873 0.10166904 0.09602243 0.09088691
 0.08629881 0.08226883 0.07877539 0.07578149 0.07324467 0.07110097
 0.06924763 0.06756289 0.06594836 0.0643509  0.06275704 0.06117551
 0.05962302 0.05811435 0.05665753 0.05525279 0.05389569 0.05258254
 0.05131444 0.05009873 0.04894622 0.04786741 0.04686821 0.04594721
 0.04509451 0.04429382]","[1.3635583669838543e-08, 1.60936971613284e-08, 3.245609762134422e-08, 4.374771692889107e-08, 5.4641174150715215e-08, 6.446015923870878e-08, 7.385494254358072e-08, 8.25795759202381e-08, 9.01225746981947e-08, 9.793284452344383e-08, 1.0589499956506502e-07, 1.1342086669770693e-07, 1.2041569576726107e-07, 1.27007506619133e-07, 1.333435726515667e-07, 1.3951831550113852e-07, 1.4555646860075858e-07, 1.5134876768763372e-07, 1.5674889664510002e-07, 1.616836461211898e-07, 1.6620579564346403e-07, 1.704596377553751e-07, 1.7463530751337222e-07, 1.7893239273140585e-07, 1.8351180880691392e-07, 1.8844005580571608e-07, 1.9366825879581344e-07, 1.9906724959421685e-07, 2.0448931507716365e-07, 2.0979901591731615e-07, 2.1487107829663783e-07, 2.1960467072208734e-07, 2.2396322318174124e-07, 2.2799285924142455e-07, 2.3180235013988577e-07, 2.3553180690218523e-07, 2.39327832679009e-07, 2.4332776834541913e-07, 2.476483007762703e-07, 2.5237973324928897e-07, 2.5758331554871775e-07, 2.632922715837599e-07, 2.6951445110632835e-07, 2.76237305351594e-07, 2.834343678530219e-07, 2.9107280282660524e-07, 2.9912014708974817e-07, 3.075484270867125e-07, 3.1633025724759573e-07, 3.2542660301541985e-07]"
7009,2,"(200.259588, 200.747502)","(74.620061, 75.272627)",5,"[  0.03122089   0.04907206   0.01391403  -0.08103427  -0.21805504
  -0.40481785  -0.6454688   -0.9425589   -1.3126147   -1.8001419
  -2.347337    -2.8335292   -3.2376435   -3.6200936   -4.018596
  -4.4425306   -4.8887243   -5.345233    -5.7957277   -6.2265882
  -6.6317606   -7.0117407   -7.369832    -7.7092233   -8.031577
  -8.336806    -8.623488    -8.889132    -9.13089     -9.346489
  -9.53446     -9.694821    -9.830158    -9.945245   -10.044956
 -10.132841   -10.211101   -10.281093   -10.343729   -10.399711
 -10.449642   -10.494053   -10.533419   -10.568148   -10.598588
 -10.625024   -10.647685   -10.66677    -10.682457   -10.694935  ]","[  6.007015  11.253016  16.455494  21.879036  27.191223  32.44947
  37.604324  42.81278   48.189102  53.363033  58.435978  63.148014
  67.74542   72.414764  77.142006  81.8839    86.60521   91.279335
  95.89593  100.46999  105.033424 109.615    114.216255 118.798836
 123.29107  127.62449  131.76643  135.71118  139.46605  143.03664
 146.42876  149.66502  152.78838  155.84364  158.8645   161.87257
 164.88014  167.89287  170.91096  173.92995  176.94171  179.9348
 182.89555  185.81003  188.66667  191.45921  194.18825  196.86128
 199.49092  202.09283 ]","[11.61193     3.6083584   1.7354962   1.1520575   0.85907054  0.69867706
  0.60156184  0.5308151   0.46863234  0.4111124   0.36374778  0.33400714
  0.32096097  0.31768987  0.31909475  0.32325634  0.32965344  0.33801156
  0.34803346  0.35946685  0.37212166  0.3856808   0.3994398   0.41222715
  0.42273733  0.43010336  0.4343242   0.4361368   0.4364179   0.43581143
  0.43469152  0.43333182  0.4320037   0.43090436  0.43007332  0.4294365
  0.428873    0.428247    0.42741212  0.4262136   0.42450276  0.42215988
  0.41911674  0.41537556  0.41100964  0.40614906  0.40095335  0.39558184
  0.39016852  0.38480896]","[3.8572485  1.5311623  0.7781274  0.5396527  0.4133561  0.33978432
 0.2906888  0.25103772 0.21593527 0.19092092 0.17387299 0.15993507
 0.14851916 0.13969448 0.13217273 0.1251842  0.11876536 0.11313845
 0.10829064 0.10394852 0.09977739 0.09555587 0.09123705 0.08692402
 0.08278389 0.0789435  0.07544902 0.07230365 0.06951392 0.06710104
 0.06506416 0.06332424 0.06173896 0.06018993 0.05862999 0.05706306
 0.05551014 0.05399078 0.05251659 0.05109023 0.04970656 0.04835504
 0.04702276 0.04569772 0.04437175 0.04304231 0.04171279 0.04039112
 0.03908776 0.03781357]","[1.2877064277221956e-08, 6.470385675467144e-08, 1.4038748639213995e-07, 2.1946691480145211e-07, 3.0154417625637617e-07, 3.74492382769434e-07, 4.323392022544198e-07, 4.803911743056544e-07, 5.318724503686855e-07, 6.103896329140709e-07, 7.078486008865034e-07, 7.721089013427096e-07, 7.794084085001912e-07, 7.550903458371381e-07, 7.190303165754536e-07, 6.785537211733044e-07, 6.373171569516714e-07, 5.976819304636642e-07, 5.606115744968094e-07, 5.259998572825079e-07, 4.935025938265717e-07, 4.6325767029899363e-07, 4.3608496939524246e-07, 4.131610848597571e-07, 3.953558864322043e-07, 3.827390536915193e-07, 3.745107103866156e-07, 3.69407220363707e-07, 3.663154444578075e-07, 3.6452076156820483e-07, 3.63616478969744e-07, 3.6324281900365296e-07, 3.62990544011055e-07, 3.625502116833404e-07, 3.618387656106887e-07, 3.609349500122744e-07, 3.5997848427027337e-07, 3.5911919682880416e-07, 3.585067928024165e-07, 3.5828904246688687e-07, 3.5860179833994286e-07, 3.595528633004795e-07, 3.612060499597572e-07, 3.635668169683791e-07, 3.6658130336807764e-07, 3.7014622913204015e-07, 3.741297856077376e-07, 3.783955606782611e-07, 3.828252815358818e-07, 3.8733252690475074e-07]"
7009,2,"(200.259588, 200.747502)","(74.620061, 75.272627)",6,"[ 0.11294843  0.21629968  0.3930031   0.597297    0.80177987  1.0580795
  1.2752212   1.4439745   1.576563    1.670594    1.732232    1.8099345
  1.9724315   2.2617707   2.6718287   3.1832016   3.777286    4.427234
  5.0980177   5.7566385   6.3793073   6.9517207   7.4662423   7.91989
  8.314424    8.656394    8.954662    9.217185    9.449924    9.6572695
  9.8427925  10.009682   10.160845   10.298866   10.425878   10.543389
 10.652232   10.752461   10.843527   10.924553   10.9948015  11.054274
 11.104086   11.146114   11.1823225  11.214292   11.24315    11.269586
 11.293972   11.316444  ]","[  5.2908454  11.729152   17.388409   23.432602   29.288467   35.02856
  40.411076   45.825523   51.137535   56.444683   61.79341    67.12404
  72.39912    77.61643    82.75813    87.806885   92.73352    97.50596
 102.111145  106.55947   110.8664    115.035194  119.05353   122.91138
 126.624855  130.23355   133.77582   137.27528   140.7456    144.19897
 147.65099   151.122     154.63715   158.2244    161.9118    165.72255
 169.66719   173.73473   177.8886    182.0684    186.1963    190.19716
 194.02972   197.69978   201.24525   204.71614   208.1638    211.63612
 215.17159   218.78775  ]","[9.462674   4.1777496  1.9176145  1.3470242  1.0109456  0.8228003
 0.70087624 0.61367506 0.5468649  0.4970514  0.46177036 0.4356372
 0.414308   0.39604685 0.3807394  0.36821368 0.35797492 0.34965733
 0.34296975 0.3375017  0.33281207 0.32856706 0.32456297 0.3206995
 0.3169646  0.31340757 0.31010726 0.30713537 0.30452007 0.30223152
 0.3001966  0.29832202 0.29651815 0.2947094  0.29283762 0.2908553
 0.28870514 0.2862951  0.2835136  0.28028223 0.27659062 0.27249768
 0.26813236 0.26368713 0.25937662 0.25537732 0.25180024 0.24871247
 0.24617875 0.24428323]","[2.5883482  1.4299992  0.756397   0.53800017 0.41925323 0.3488461
 0.29866543 0.25661615 0.223711   0.2015022  0.18616346 0.17351788
 0.16139993 0.14937018 0.13780956 0.1272599  0.11814813 0.11066338
 0.10470359 0.09998634 0.09623507 0.09328948 0.09108543 0.08953002
 0.08839602 0.0873764  0.08622987 0.08484899 0.0832281  0.08140408
 0.0794155  0.07728679 0.07502788 0.0726418  0.07013493 0.06752775
 0.06486272 0.0622051  0.05963464 0.05722824 0.05504274 0.05310597
 0.05141556 0.04994572 0.0486604  0.04752451 0.04650882 0.04559151
 0.04475831 0.04400206]","[1.638643868797465e-08, 4.891368632761085e-08, 1.1574283192611344e-07, 1.6612929718974825e-07, 2.2714947011936415e-07, 2.835771975020661e-07, 3.341595874056785e-07, 3.764157392623395e-07, 4.1590893388215984e-07, 4.5475543840713814e-07, 4.876605018904666e-07, 5.127534773504101e-07, 5.31428640673765e-07, 5.448532964328071e-07, 5.532568723481126e-07, 5.577940843032086e-07, 5.604152843323406e-07, 5.623682239798087e-07, 5.640859781956392e-07, 5.658690751171515e-07, 5.681135274339152e-07, 5.712511980145232e-07, 5.756553706664999e-07, 5.814028308186307e-07, 5.880186787919574e-07, 5.946197587468636e-07, 6.003401665823228e-07, 6.046371066155372e-07, 6.07354148220023e-07, 6.086318022742911e-07, 6.087595649846318e-07, 6.080596257497792e-07, 6.068103992556559e-07, 6.052327430116587e-07, 6.035068621551895e-07, 6.018182713086465e-07, 6.004340037355962e-07, 5.997706577019728e-07, 6.003359722744407e-07, 6.0255633137574e-07, 6.066526169116118e-07, 6.126147308005548e-07, 6.201761951404634e-07, 6.288093136935019e-07, 6.378369789548899e-07, 6.466239061374552e-07, 6.546917431426864e-07, 6.616875272611244e-07, 2.375153715282299e-05, 6.710695581376389e-07]"
7009,2,"(200.747502, 201.236588)","(75.272627, 75.920169)",1,"[0.09734245 0.17229638 0.23422503 0.29210028 0.34291714 0.38893667
 0.4291285  0.46547112 0.49822035 0.52169466 0.5413895  0.5616871
 0.5836231  0.6061816  0.6285796  0.65239614 0.67872876 0.70603216
 0.7317407  0.75486434 0.7762929  0.79739606 0.81903076 0.8412215
 0.8633921  0.88496184 0.90602255 0.9272465  0.9496135  0.97371554
 0.9982923  1.02021    1.0372216  1.0485106  1.0528536  1.0500779
 1.0429022  1.0347456  1.030916   1.0370253  1.0334573  1.0324578
 1.0434612  1.0586605  1.0690991  1.0761163  1.0831034  1.0870277
 1.0893619  1.0890988 ]","[  5.8171563  11.525231   17.234299   22.99031    28.59729    34.31644
  40.11127    46.109947   52.16792    58.203533   64.27847    70.34998
  76.44166    82.51325    88.52577    94.47986   100.37937   106.323296
 112.40316   118.45962   124.32096   130.15968   136.17215   142.35559
 148.54109   154.63013   160.77568   167.15538   173.8471    180.84761
 187.84392   194.3431    200.50987   206.75723   213.2108    219.75742
 226.20073   232.48189   239.08284   246.93785   253.35619   259.34888
 266.31686   273.6293    280.2304    286.85135   295.08707   302.15897
 307.78653   312.80914  ]","[22.26104     8.786629    5.31556     3.7531705   2.963675    2.4902716
  2.1394548   1.864302    1.6611655   1.4996498   1.3704389   1.2675111
  1.183067    1.1109414   1.0460769   0.98694384  0.93615395  0.8950702
  0.86136574  0.8324878   0.8066726   0.78345025  0.76437354  0.749795
  0.73767024  0.72552615  0.71295303  0.70071983  0.68783295  0.6713338
  0.65036154  0.6271543   0.6021248   0.5741948   0.543369    0.51347935
  0.49129406  0.47736025  0.4652759   0.4512835   0.43950692  0.42708382
  0.41356882  0.40151322  0.3920575   0.38206786  0.36852327  0.3572648
  0.34859642  0.3416303 ]","[5.618978   2.3012452  1.2892648  0.88445795 0.6828218  0.560549
 0.4677786  0.39193082 0.33719155 0.30216095 0.27520984 0.24997073
 0.22579609 0.204841   0.18842424 0.17536722 0.16389146 0.15301776
 0.14252007 0.13285342 0.12449943 0.11717077 0.1102569  0.10349314
 0.09719094 0.09176695 0.08712569 0.08289253 0.07876144 0.07457179
 0.07043841 0.06665993 0.06329284 0.06019552 0.05724476 0.05444584
 0.05191606 0.04968952 0.04759204 0.04540247 0.04322885 0.04121117
 0.039249   0.03724397 0.03535743 0.03371496 0.03207732 0.03076673
 0.02949159 0.02823606]","[5.87226414096472e-09, 1.833599229235476e-08, 3.338120704393061e-08, 4.685119134442648e-08, 5.892645562318008e-08, 6.964866460095977e-08, 8.039989540536745e-08, 9.128309273910175e-08, 1.0151453580553049e-07, 1.122370402535475e-07, 1.2271641620513732e-07, 1.3208575212441973e-07, 1.404018493982335e-07, 1.483308010794891e-07, 1.5670982135844983e-07, 1.6560678938437446e-07, 1.740374620411107e-07, 1.811227730837123e-07, 1.8697003564807037e-07, 1.9210403546168958e-07, 1.9702123838283554e-07, 2.0172104761523727e-07, 2.05471913479129e-07, 2.0795638091164268e-07, 2.0984689334783558e-07, 2.120720243821158e-07, 2.1475987736736063e-07, 2.1754072607004276e-07, 2.2066801747298474e-07, 2.252197665383488e-07, 2.3175932248060256e-07, 2.397929472613131e-07, 2.494332417762558e-07, 2.61484016378736e-07, 2.764778704197135e-07, 2.927947299894591e-07, 0.003180622835481, 3.14266537416366e-07, 3.2178067384227513e-07, 3.311378930993219e-07, 3.3916232737952216e-07, 3.483081648694521e-07, 3.590581798323431e-07, 3.689649645497964e-07, 3.76794407099716e-07, 3.85823089349575e-07, 3.994775228872418e-07, 4.11648987900583e-07, 4.2118632017504843e-07, 4.2886108915607516e-07]"
