,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC,old_xloc,old_yloc
119230,2698,260.9,30.235625000000027,0.0,-2,9.8505,0.55,3.98,7.17,small-vehicle,No,30.235625000000027,158.06
119231,2698,261.0,31.22067500000003,0.020000000000010232,-2,9.9055,0.5525,3.98,7.15,small-vehicle,No,31.22067500000003,158.08
119232,2698,261.1,32.21122500000001,0.03999999999999204,-2,9.96075,0.5025,3.97,7.13,small-vehicle,No,32.21122500000001,158.1
119233,2698,261.2,33.20730000000003,0.06999999999999318,-2,10.011,0.5,3.97,7.12,small-vehicle,No,33.20730000000003,158.13
119234,2698,261.3,34.20839999999998,0.09000000000000341,-2,10.061,0.55,3.96,7.1,small-vehicle,No,34.20839999999998,158.15
119235,2698,261.4,35.214500000000044,0.12000000000000455,-2,10.116,0.55,3.95,7.08,small-vehicle,No,35.214500000000044,158.18
119236,2698,261.5,36.22610000000009,0.13999999999998636,-2,10.171,0.5,3.95,7.06,small-vehicle,No,36.22610000000009,158.2
119237,2698,261.6,37.24319999999989,0.1699999999999875,-2,10.221,0.5,3.94,7.04,small-vehicle,No,37.24319999999989,158.23
119238,2698,261.7,38.265300000000025,0.19999999999998863,-2,10.271,0.5,3.94,7.02,small-vehicle,No,38.265300000000025,158.26
119239,2698,261.8,39.29240000000004,0.21999999999999886,-2,10.321,0.4975,3.93,7.01,small-vehicle,No,39.29240000000004,158.28
119240,2698,261.9,40.324499999999944,0.25,-2,10.37075,0.4975,3.93,6.99,small-vehicle,No,40.324499999999944,158.31
119241,2698,262.0,41.3615749999999,0.28000000000000114,-2,10.4205,0.5,3.92,6.97,small-vehicle,No,41.3615749999999,158.34
119242,2698,262.1,42.40362499999992,0.3100000000000023,-2,10.4705,0.4975,3.92,6.96,small-vehicle,No,42.40362499999992,158.37
119243,2698,262.2,43.45067500000005,0.3299999999999841,-2,10.52025,0.4475,3.91,6.94,small-vehicle,No,43.45067500000005,158.39
119244,2698,262.3,44.502700000000004,0.3599999999999852,-2,10.565,0.45,3.91,6.93,small-vehicle,No,44.502700000000004,158.42
119245,2698,262.4,45.55919999999992,0.38999999999998636,-2,10.61,0.5,3.91,6.92,small-vehicle,No,45.55919999999992,158.45
119246,2698,262.5,46.62020000000007,0.4199999999999875,-2,10.66,0.5,3.91,6.91,small-vehicle,No,46.62020000000007,158.48
119247,2698,262.6,47.6862000000001,0.44999999999998863,-2,10.71,0.5,3.91,6.91,small-vehicle,No,47.6862000000001,158.51
119248,2698,262.7,48.75720000000001,0.46999999999999886,-2,10.76,0.55,3.91,6.92,small-vehicle,No,48.75720000000001,158.53
119249,2698,262.8,49.83320000000003,0.5,-2,10.815,0.5,3.92,6.93,small-vehicle,No,49.83320000000003,158.56
119250,2698,262.9,50.91470000000004,0.5300000000000011,-2,10.865,0.4475,3.92,6.94,small-vehicle,No,50.91470000000004,158.59
119251,2698,263.0,52.001199999999926,0.5600000000000023,-2,10.90975,0.445,3.93,6.96,small-vehicle,No,52.001199999999926,158.62
119252,2698,263.1,53.092175,0.5900000000000034,-2,10.95425,0.395,3.93,6.97,small-vehicle,No,53.092175,158.65
119253,2698,263.2,54.187599999999975,0.6099999999999852,-2,10.99375,0.3425,3.94,6.99,small-vehicle,No,54.187599999999975,158.67
119254,2698,263.3,55.286974999999984,0.6399999999999864,-2,11.028,0.29,3.94,7.0,small-vehicle,No,55.286974999999984,158.7
119255,2698,263.4,56.3897750000001,0.6699999999999875,-2,11.057,0.24,3.95,7.02,small-vehicle,No,56.3897750000001,158.73
119256,2698,263.5,57.49547499999994,0.6999999999999886,-2,11.081,0.24,3.96,7.03,small-vehicle,No,57.49547499999994,158.76
119257,2698,263.6,58.60357500000009,0.7199999999999989,-2,11.105,0.24,3.96,7.05,small-vehicle,No,58.60357500000009,158.78
119258,2698,263.7,59.71407500000009,0.75,-2,11.129,0.24,3.97,7.06,small-vehicle,No,59.71407500000009,158.81
119259,2698,263.8,60.82697499999995,0.7800000000000011,-2,11.153,0.2425,3.97,7.07,small-vehicle,No,60.82697499999995,158.84
119260,2698,263.9,61.94227500000011,0.8100000000000023,-2,11.17725,0.195,3.97,7.09,small-vehicle,No,61.94227500000011,158.87
119261,2698,264.0,63.059999999999945,0.8299999999999841,-2,11.19675,0.245,3.98,7.1,small-vehicle,No,63.059999999999945,158.89
119262,2698,264.1,64.17967500000009,0.8599999999999852,-2,11.22125,0.245,3.98,7.11,small-vehicle,No,64.17967500000009,158.92
119263,2698,264.2,65.30179999999996,0.8899999999999864,-2,11.24575,0.245,3.99,7.12,small-vehicle,No,65.30179999999996,158.95
119264,2698,264.3,66.42637500000001,0.9199999999999875,-2,11.27025,0.245,3.99,7.14,small-vehicle,No,66.42637500000001,158.98
119265,2698,264.4,67.55340000000001,0.9399999999999977,-2,11.29475,0.2475,4.0,7.15,small-vehicle,No,67.55340000000001,159.0
119266,2698,264.5,68.68287499999997,0.9699999999999989,-2,11.3195,0.3,4.0,7.16,small-vehicle,No,68.68287499999997,159.03
119267,2698,264.6,69.81482499999993,1.0,-2,11.3495,0.25,4.01,7.17,small-vehicle,No,69.81482499999993,159.06
119268,2698,264.7,70.94977500000005,1.0300000000000011,-2,11.3745,0.25,4.01,7.18,small-vehicle,No,70.94977500000005,159.09
119269,2698,264.8,72.08722499999999,1.0500000000000114,-2,11.3995,0.3,4.02,7.2,small-vehicle,No,72.08722499999999,159.11
119270,2698,264.9,73.22717499999999,1.079999999999984,-2,11.4295,0.35,4.02,7.21,small-vehicle,No,73.22717499999999,159.14
119271,2698,265.0,74.37012499999992,1.1099999999999852,-2,11.4645,0.3525,4.03,7.22,small-vehicle,No,74.37012499999992,159.17
119272,2698,265.1,75.5165750000001,1.1399999999999864,-2,11.49975,0.3025,4.03,7.23,small-vehicle,No,75.5165750000001,159.2
119273,2698,265.2,76.66654999999992,1.1599999999999966,-2,11.53,0.3,4.04,7.24,small-vehicle,No,76.66654999999992,159.22
119274,2698,265.3,77.81954999999994,1.1899999999999977,-2,11.56,0.3,4.04,7.25,small-vehicle,No,77.81954999999994,159.25
119275,2698,265.4,78.97555000000011,1.2199999999999989,-2,11.59,0.3025,4.04,7.26,small-vehicle,No,78.97555000000011,159.28
119276,2698,265.5,80.13454999999999,1.240000000000009,-2,11.62025,0.3525,4.04,7.27,small-vehicle,No,80.13454999999999,159.3
119277,2698,265.6,81.29657500000008,1.2700000000000102,-2,11.6555,0.35,4.05,7.28,small-vehicle,No,81.29657500000008,159.33
119278,2698,265.7,82.46212500000001,1.289999999999992,-2,11.6905,0.3,4.05,7.29,small-vehicle,No,82.46212500000001,159.35
119279,2698,265.8,83.63117499999998,1.3199999999999932,-2,11.7205,0.3,4.05,7.29,small-vehicle,No,83.63117499999998,159.38
119280,2698,265.9,84.80322500000011,1.3400000000000034,-2,11.7505,0.2975,4.05,7.3,small-vehicle,No,84.80322500000011,159.4
119281,2698,266.0,85.97827499999994,1.3700000000000045,-2,11.78025,0.2475,4.05,7.3,small-vehicle,No,85.97827499999994,159.43
119282,2698,266.1,87.1563000000001,1.3899999999999864,-2,11.805,0.2475,4.05,7.3,small-vehicle,No,87.1563000000001,159.45
119283,2698,266.2,88.33680000000004,1.4199999999999875,-2,11.82975,0.2475,4.04,7.3,small-vehicle,No,88.33680000000004,159.48
119284,2698,266.3,89.51977499999998,1.4399999999999977,-2,11.8545,0.2475,4.04,7.29,small-vehicle,No,89.51977499999998,159.5
119285,2698,266.4,90.70522499999993,1.460000000000008,-2,11.87925,0.2975,4.04,7.29,small-vehicle,No,90.70522499999993,159.52
119286,2698,266.5,91.8931500000001,1.490000000000009,-2,11.909,0.3,4.04,7.28,small-vehicle,No,91.8931500000001,159.55
119287,2698,266.6,93.08404999999993,1.509999999999991,-2,11.939,0.3025,4.03,7.27,small-vehicle,No,93.08404999999993,159.57
119288,2698,266.7,94.27794999999992,1.539999999999992,-2,11.96925,0.3025,4.03,7.27,small-vehicle,No,94.27794999999992,159.6
119289,2698,266.8,95.47487500000011,1.5600000000000023,-2,11.9995,0.3025,4.03,7.26,small-vehicle,No,95.47487500000011,159.62
119290,2698,266.9,96.67482500000006,1.5900000000000034,-2,12.02975,0.3525,4.02,7.25,small-vehicle,No,96.67482500000006,159.65
119291,2698,267.0,97.87779999999998,1.6099999999999852,-2,12.065,0.3525,4.02,7.25,small-vehicle,No,97.87779999999998,159.67
119292,2698,267.1,99.08429999999998,1.6399999999999864,-2,12.10025,0.3525,4.02,7.24,small-vehicle,No,99.08429999999998,159.7
119293,2698,267.2,100.29432500000007,1.6599999999999966,-2,12.1355,0.3525,4.01,7.24,small-vehicle,No,100.29432500000007,159.72
119294,2698,267.3,101.50787500000001,1.6899999999999977,-2,12.17075,0.3025,4.01,7.23,small-vehicle,No,101.50787500000001,159.75
119295,2698,267.4,102.72495000000004,1.710000000000008,-2,12.201,0.35,4.01,7.23,small-vehicle,No,102.72495000000004,159.77
119296,2698,267.5,103.94505000000004,1.740000000000009,-2,12.236,0.2975,4.01,7.22,small-vehicle,No,103.94505000000004,159.8
119297,2698,267.6,105.16865000000007,1.7700000000000102,-2,12.26575,0.2475,4.01,7.22,small-vehicle,No,105.16865000000007,159.83
119298,2698,267.7,106.39522499999998,1.789999999999992,-2,12.2905,0.2975,4.0,7.22,small-vehicle,No,106.39522499999998,159.85
119299,2698,267.8,107.6242749999999,1.8199999999999932,-2,12.32025,0.2475,4.0,7.21,small-vehicle,No,107.6242749999999,159.88
119300,2698,267.9,108.85629999999992,1.8499999999999943,-2,12.345,0.2475,4.0,7.21,small-vehicle,No,108.85629999999992,159.91
119301,2698,268.0,110.09079999999994,1.8700000000000045,-2,12.36975,0.2475,4.0,7.21,small-vehicle,No,110.09079999999994,159.93
119302,2698,268.1,111.32777499999997,1.9000000000000057,-2,12.3945,0.2475,4.0,7.21,small-vehicle,No,111.32777499999997,159.96
119303,2698,268.2,112.56722500000001,1.9199999999999875,-2,12.41925,0.195,4.0,7.2,small-vehicle,No,112.56722500000001,159.98
119304,2698,268.3,113.80915000000005,1.9499999999999886,-2,12.43875,0.145,4.0,7.2,small-vehicle,No,113.80915000000005,160.01
119305,2698,268.4,115.05302499999993,1.9699999999999989,-2,12.45325,0.195,4.0,7.2,small-vehicle,No,115.05302499999993,160.03
119306,2698,268.5,116.29835000000003,2.0,-2,12.47275,0.1925,4.0,7.2,small-vehicle,No,116.29835000000003,160.06
119307,2698,268.6,117.54562499999997,2.0200000000000102,-2,12.492,0.1425,4.0,7.2,small-vehicle,No,117.54562499999997,160.08
119308,2698,268.7,118.79482499999995,2.0500000000000114,-2,12.50625,0.095,4.0,7.2,small-vehicle,No,118.79482499999995,160.11
119309,2698,268.8,120.04545000000007,2.069999999999993,-2,12.51575,0.095,4.0,7.2,small-vehicle,No,120.04545000000007,160.13
119310,2698,268.9,121.29702500000008,2.0999999999999943,-2,12.52525,0.0925,4.0,7.21,small-vehicle,No,121.29702500000008,160.16
119311,2698,269.0,122.54954999999995,2.1200000000000045,-2,12.5345,0.0925,4.0,7.21,small-vehicle,No,122.54954999999995,160.18
119312,2698,269.1,123.80300000000011,2.1500000000000057,-2,12.54375,0.0425,4.01,7.21,small-vehicle,No,123.80300000000011,160.21
119313,2698,269.2,125.05737500000009,2.1699999999999875,-2,12.548,-0.0075,4.01,7.21,small-vehicle,No,125.05737500000009,160.23
119314,2698,269.3,126.31217500000002,2.1999999999999886,-2,12.54725,-0.0075,4.02,7.22,small-vehicle,No,126.31217500000002,160.26
119315,2698,269.4,127.56690000000003,2.219999999999999,-2,12.5465,-0.01,4.02,7.22,small-vehicle,No,127.56690000000003,160.28
119316,2698,269.5,128.8215499999999,2.25,-2,12.5455,-0.0075,4.03,7.23,small-vehicle,No,128.8215499999999,160.31
119317,2698,269.6,130.0761,2.280000000000001,-2,12.54475,-0.0575,4.03,7.24,small-vehicle,No,130.0761,160.34
119318,2698,269.7,131.33057499999995,2.3000000000000114,-2,12.539,-0.11,4.04,7.24,small-vehicle,No,131.33057499999995,160.36
