,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC,old_xloc,old_yloc
144218,7056,421.6,2911.3500000000004,0.0,-2,0.25825,0.315,3.75,5.53,small-vehicle,No,2911.3500000000004,332.21
144219,7056,421.7,2911.375825,0.020000000000038654,-2,0.28975,0.3675,3.75,5.52,small-vehicle,No,2911.375825,332.23
144220,7056,421.8,2911.4048000000003,0.040000000000020464,-2,0.3265,0.3675,3.75,5.52,small-vehicle,No,2911.4048000000003,332.25
144221,7056,421.9,2911.4374500000004,0.06999999999999318,-2,0.36325,0.365,3.75,5.52,small-vehicle,No,2911.4374500000004,332.28
144222,7056,422.0,2911.4737750000004,0.10000000000002274,-2,0.39975,0.415,3.75,5.52,small-vehicle,No,2911.4737750000004,332.31
144223,7056,422.1,2911.51375,0.12999999999999545,-2,0.44125,0.4675,3.75,5.52,small-vehicle,No,2911.51375,332.34
144224,7056,422.2,2911.5578750000004,0.160000000000025,-2,0.488,0.57,3.75,5.52,small-vehicle,No,2911.5578750000004,332.37
144225,7056,422.3,2911.606675,0.18999999999999773,-2,0.545,0.62,3.75,5.53,small-vehicle,No,2911.606675,332.4
144226,7056,422.4,2911.661175,0.2300000000000182,-2,0.607,0.6725,3.75,5.53,small-vehicle,No,2911.661175,332.44
144227,7056,422.5,2911.721875,0.27000000000003865,-2,0.67425,0.725,3.75,5.53,small-vehicle,No,2911.721875,332.48
144228,7056,422.6,2911.7893000000004,0.3199999999999932,-2,0.74675,0.7725,3.76,5.53,small-vehicle,No,2911.7893000000004,332.53
144229,7056,422.7,2911.863975,0.37000000000000455,-2,0.824,0.77,3.76,5.53,small-vehicle,No,2911.863975,332.58
144230,7056,422.8,2911.9463750000004,0.4200000000000159,-2,0.901,0.7675,3.76,5.54,small-vehicle,No,2911.9463750000004,332.63
144231,7056,422.9,2912.036475,0.4800000000000182,-2,0.97775,0.815,3.76,5.54,small-vehicle,No,2912.036475,332.69
144232,7056,423.0,2912.13425,0.5400000000000205,-2,1.05925,0.815,3.77,5.54,small-vehicle,No,2912.13425,332.75
144233,7056,423.1,2912.240175,0.6000000000000227,-2,1.14075,0.7625,3.77,5.55,small-vehicle,No,2912.240175,332.81
144234,7056,423.2,2912.3542500000003,0.6700000000000159,-2,1.217,0.76,3.78,5.55,small-vehicle,No,2912.3542500000003,332.88
144235,7056,423.3,2912.47595,0.75,-2,1.293,0.7575,3.78,5.56,small-vehicle,No,2912.47595,332.96
144236,7056,423.4,2912.6052499999996,0.8300000000000409,-2,1.36875,0.7575,3.79,5.56,small-vehicle,No,2912.6052499999996,333.04
144237,7056,423.5,2912.7421249999998,0.910000000000025,-2,1.4445,0.81,3.79,5.57,small-vehicle,No,2912.7421249999998,333.12
144238,7056,423.6,2912.8865750000004,1.0,-2,1.5255,0.81,3.8,5.57,small-vehicle,No,2912.8865750000004,333.21
144239,7056,423.7,2913.0391250000002,1.0900000000000318,-2,1.6065,0.9125,3.81,5.58,small-vehicle,No,2913.0391250000002,333.3
144240,7056,423.8,2913.199775,1.1899999999999977,-2,1.69775,1.065,3.82,5.59,small-vehicle,No,2913.199775,333.4
144241,7056,423.9,2913.3695500000003,1.2900000000000205,-2,1.80425,1.12,3.83,5.6,small-vehicle,No,2913.3695500000003,333.5
144242,7056,424.0,2913.549975,1.400000000000034,-2,1.91625,1.225,3.84,5.61,small-vehicle,No,2913.549975,333.61
144243,7056,424.1,2913.7416000000003,1.5100000000000477,-2,2.03875,1.325,3.85,5.62,small-vehicle,No,2913.7416000000003,333.72
144244,7056,424.2,2913.9454750000004,1.6299999999999955,-2,2.17125,1.325,3.86,5.63,small-vehicle,No,2913.9454750000004,333.84
144245,7056,424.3,2914.1625999999997,1.75,-2,2.30375,1.32,3.87,5.64,small-vehicle,No,2914.1625999999997,333.96
144246,7056,424.4,2914.3929749999998,1.8799999999999955,-2,2.43575,1.2625,3.88,5.66,small-vehicle,No,2914.3929749999998,334.09
144247,7056,424.5,2914.63655,2.0100000000000477,-2,2.562,1.1575,3.9,5.67,small-vehicle,No,2914.63655,334.22
144248,7056,424.6,2914.89275,2.150000000000034,-2,2.67775,1.0,3.91,5.68,small-vehicle,No,2914.89275,334.36
144249,7056,424.7,2915.1605250000002,2.2900000000000205,-2,2.77775,0.8925,3.92,5.69,small-vehicle,No,2915.1605250000002,334.5
144250,7056,424.8,2915.4383,2.430000000000007,-2,2.867,0.835,3.94,5.71,small-vehicle,No,2915.4383,334.64
144251,7056,424.9,2915.7250000000004,2.569999999999993,-2,2.9505,0.73,3.95,5.72,small-vehicle,No,2915.7250000000004,334.78
144252,7056,425.0,2916.02005,2.7200000000000273,-2,3.0235,0.63,3.96,5.73,small-vehicle,No,2916.02005,334.93
144253,7056,425.1,2916.3224,2.8700000000000045,-2,3.0865,0.58,3.98,5.74,small-vehicle,No,2916.3224,335.08
144254,7056,425.2,2916.63105,3.0200000000000387,-2,3.1445,0.5825,3.99,5.76,small-vehicle,No,2916.63105,335.23
144255,7056,425.3,2916.9455,3.180000000000007,-2,3.20275,0.5325,4.0,5.77,small-vehicle,No,2916.9455,335.39
144256,7056,425.4,2917.265775,3.340000000000032,-2,3.256,0.535,4.01,5.78,small-vehicle,No,2917.265775,335.55
144257,7056,425.5,2917.591375,3.5,-2,3.3095,0.5875,4.02,5.79,small-vehicle,No,2917.591375,335.71
144258,7056,425.6,2917.9223249999995,3.670000000000016,-2,3.36825,0.5875,4.04,5.8,small-vehicle,No,2917.9223249999995,335.88
144259,7056,425.7,2918.25915,3.840000000000032,-2,3.427,0.59,4.05,5.81,small-vehicle,No,2918.25915,336.05
144260,7056,425.8,2918.60185,4.020000000000039,-2,3.486,0.54,4.06,5.82,small-vehicle,No,2918.60185,336.23
144261,7056,425.9,2918.9504500000003,4.2000000000000455,-2,3.54,0.54,4.07,5.83,small-vehicle,No,2918.9504500000003,336.41
144262,7056,426.0,2919.3044499999996,4.3799999999999955,-2,3.594,0.5425,4.09,5.84,small-vehicle,No,2919.3044499999996,336.59
144263,7056,426.1,2919.66385,4.560000000000002,-2,3.64825,0.545,4.1,5.85,small-vehicle,No,2919.66385,336.77
144264,7056,426.2,2920.0286749999996,4.75,-2,3.70275,0.545,4.11,5.86,small-vehicle,No,2920.0286749999996,336.96
144265,7056,426.3,2920.39895,4.939999999999998,-2,3.75725,0.545,4.12,5.87,small-vehicle,No,2920.39895,337.15
144266,7056,426.4,2920.7746749999997,5.140000000000043,-2,3.81175,0.5975,4.14,5.88,small-vehicle,No,2920.7746749999997,337.35
144267,7056,426.5,2921.15585,5.330000000000041,-2,3.8715,0.5975,4.15,5.89,small-vehicle,No,2921.15585,337.54
144268,7056,426.6,2921.5429999999997,5.53000000000003,-2,3.93125,0.5975,4.16,5.89,small-vehicle,No,2921.5429999999997,337.74
144269,7056,426.7,2921.936125,5.730000000000018,-2,3.991,0.6,4.17,5.9,small-vehicle,No,2921.936125,337.94
144270,7056,426.8,2922.335225,5.930000000000007,-2,4.051,0.5975,4.18,5.91,small-vehicle,No,2922.335225,338.14
144271,7056,426.9,2922.7403249999998,6.1299999999999955,-2,4.11075,0.5975,4.19,5.92,small-vehicle,No,2922.7403249999998,338.34
144272,7056,427.0,2923.1513999999997,6.330000000000041,-2,4.1705,0.5475,4.2,5.92,small-vehicle,No,2923.1513999999997,338.54
144273,7056,427.1,2923.5684499999998,6.5400000000000205,-2,4.22525,0.4925,4.21,5.93,small-vehicle,No,2923.5684499999998,338.75
144274,7056,427.2,2923.9909749999997,6.740000000000009,-2,4.2745,0.44,4.22,5.93,small-vehicle,No,2923.9909749999997,338.95
144275,7056,427.3,2924.418425,6.9500000000000455,-2,4.3185,0.3375,4.22,5.94,small-vehicle,No,2924.418425,339.16
