time,xloc
98.22351,1785.6
99.28622423076924,1784.4
100.34893846153847,1783.2
101.4116526923077,1782.6
102.47436692307693,1781.4
103.53708115384616,1779.6
104.59979538461539,1777.8
105.66250961538462,1776.9
106.72522384615385,1775.4
107.78793807692308,1774.2
108.85065230769231,1773.0
109.91336653846155,1771.8
110.97608076923078,1769.7
112.03879500000001,1768.8
113.10150923076924,1767.3
114.16422346153846,1766.1
115.2269376923077,1764.3
116.28965192307692,1762.2
117.35236615384616,1761.6
118.41508038461538,1759.8
119.47779461538462,1760.1
120.54050884615384,1757.7
121.60322307692307,1757.1
122.6659373076923,1755.0
123.72865153846153,1753.8
124.79136576923077,1752.9
125.85408,1750.8
