,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC,old_xloc,old_yloc
130919,5222,415.9,2445.95785,0.0,-2,19.29075,-2.415,2.58,5.16,small-vehicle,No,2445.95785,208.72
130920,5222,416.0,2447.886925,0.12000000000000455,-2,19.04925,-2.4125,2.58,5.15,small-vehicle,No,2447.886925,208.84
130921,5222,416.1,2449.79185,0.2400000000000091,-2,18.808,-2.41,2.57,5.15,small-vehicle,No,2449.79185,208.96
130922,5222,416.2,2451.67265,0.36000000000001364,-2,18.567,-2.41,2.57,5.15,small-vehicle,No,2451.67265,209.08
130923,5222,416.3,2453.52935,0.47999999999998977,-2,18.326,-2.4075,2.57,5.15,small-vehicle,No,2453.52935,209.2
130924,5222,416.4,2455.36195,0.5999999999999943,-2,18.08525,-2.3525,2.57,5.15,small-vehicle,No,2455.36195,209.32
130925,5222,416.5,2457.170475,0.710000000000008,-2,17.85,-2.3,2.57,5.15,small-vehicle,No,2457.170475,209.43
130926,5222,416.6,2458.955475,0.8300000000000125,-2,17.62,-2.3,2.57,5.15,small-vehicle,No,2458.955475,209.55
130927,5222,416.7,2460.717475,0.9399999999999977,-2,17.39,-2.2475,2.57,5.14,small-vehicle,No,2460.717475,209.66
130928,5222,416.8,2462.456475,1.0500000000000114,-2,17.16525,-2.1925,2.57,5.14,small-vehicle,No,2462.456475,209.77
130929,5222,416.9,2464.173,1.1599999999999966,-2,16.946,-2.1425,2.57,5.14,small-vehicle,No,2464.173,209.88
130930,5222,417.0,2465.8676,1.259999999999991,-2,16.73175,-2.09,2.57,5.14,small-vehicle,No,2465.8676,209.98
130931,5222,417.1,2467.540775,1.3700000000000045,-2,16.52275,-2.0375,2.57,5.14,small-vehicle,No,2467.540775,210.09
130932,5222,417.2,2469.19305,1.4799999999999898,-2,16.319,-1.9875,2.57,5.14,small-vehicle,No,2469.19305,210.2
130933,5222,417.3,2470.82495,1.5800000000000125,-2,16.12025,-1.935,2.57,5.14,small-vehicle,No,2470.82495,210.3
130934,5222,417.4,2472.436975,1.6800000000000068,-2,15.92675,-1.8825,2.57,5.14,small-vehicle,No,2472.436975,210.4
130935,5222,417.5,2474.02965,1.7800000000000011,-2,15.7385,-1.8325,2.57,5.14,small-vehicle,No,2474.02965,210.5
130936,5222,417.6,2475.6035,1.8799999999999955,-2,15.55525,-1.7825,2.57,5.14,small-vehicle,No,2475.6035,210.6
130937,5222,417.7,2477.159025,1.9799999999999898,-2,15.377,-1.73,2.57,5.14,small-vehicle,No,2477.159025,210.7
130938,5222,417.8,2478.696725,2.0800000000000125,-2,15.204,-1.68,2.57,5.14,small-vehicle,No,2478.696725,210.8
130939,5222,417.9,2480.217125,2.180000000000007,-2,15.036,-1.63,2.58,5.14,small-vehicle,No,2480.217125,210.9
130940,5222,418.0,2481.720725,2.280000000000001,-2,14.873,-1.5775,2.58,5.14,small-vehicle,No,2481.720725,211.0
130941,5222,418.1,2483.208025,2.3700000000000045,-2,14.71525,-1.5275,2.58,5.14,small-vehicle,No,2483.208025,211.09
130942,5222,418.2,2484.67955,2.469999999999999,-2,14.5625,-1.48,2.58,5.15,small-vehicle,No,2484.67955,211.19
130943,5222,418.3,2486.1358,2.569999999999993,-2,14.4145,-1.4825,2.58,5.15,small-vehicle,No,2486.1358,211.29
130944,5222,418.4,2487.57725,2.6599999999999966,-2,14.26625,-1.4825,2.59,5.15,small-vehicle,No,2487.57725,211.38
130945,5222,418.5,2489.003875,2.759999999999991,-2,14.118,-1.4325,2.59,5.15,small-vehicle,No,2489.003875,211.48
130946,5222,418.6,2490.415675,2.8600000000000136,-2,13.97475,-1.4325,2.59,5.15,small-vehicle,No,2490.415675,211.58
130947,5222,418.7,2491.81315,2.9499999999999886,-2,13.8315,-1.4325,2.6,5.15,small-vehicle,No,2491.81315,211.67
130948,5222,418.8,2493.1963,3.0500000000000114,-2,13.68825,-1.335,2.6,5.16,small-vehicle,No,2493.1963,211.77
130949,5222,418.9,2494.565125,3.140000000000015,-2,13.55475,-1.285,2.6,5.16,small-vehicle,No,2494.565125,211.86
130950,5222,419.0,2495.9206,3.240000000000009,-2,13.42625,-1.2825,2.61,5.16,small-vehicle,No,2495.9206,211.96
130951,5222,419.1,2497.263225,3.3400000000000034,-2,13.298,-1.2825,2.61,5.17,small-vehicle,No,2497.263225,212.06
130952,5222,419.2,2498.593025,3.430000000000007,-2,13.16975,-1.235,2.62,5.17,small-vehicle,No,2498.593025,212.15
130953,5222,419.3,2499.91,3.530000000000001,-2,13.04625,-1.1825,2.62,5.17,small-vehicle,No,2499.91,212.25
130954,5222,419.4,2501.214625,3.6299999999999955,-2,12.928,-1.1325,2.63,5.17,small-vehicle,No,2501.214625,212.35
