Vehicle_ID,xloc
1983,1813.1687
1983,1814.289975
1983,1815.408225
1983,1816.52345
1983,1817.63565
1983,1818.744825
1983,1819.850975
1983,1820.9541
2017,1810.82295
2017,1811.89755
2017,1812.962075
2017,1814.01705
2017,1815.062475
2017,1816.097875
2017,1817.123775
2017,1818.140675
2017,1819.148575
2017,1820.1475
2040,1810.4045
2040,1811.407925
2040,1812.4002
2040,1813.381325
2040,1814.3513
2040,1815.31015
2040,1816.2579
2040,1817.19455
2040,1818.120625
2040,1819.03615
2090,1810.630325
2090,1811.66065
2090,1812.68695
2090,1813.70975
2090,1814.72905
2090,1815.74485
2090,1816.75765
2090,1817.767475
2090,1818.774325
2090,1819.778175
2104,1810.450825
2104,1811.507075
2104,1812.5583
2104,1813.604475
2104,1814.6456
2104,1815.6812
2104,1816.711275
2104,1817.7358
2104,1818.754775
2104,1819.7682
2150,1810.97685
2150,1812.125225
2150,1813.271075
2150,1814.4144
2150,1815.5547
2150,1816.6925
2150,1817.8278
2150,1818.9606
2150,1820.0909
2150,1821.2187
2170,1810.712725
2170,1811.63065
2170,1812.5411
2170,1813.444075
2170,1814.339075
2170,1815.2266
2170,1816.107175
2170,1816.980275
2170,1817.8459
2170,1818.705075
2247,1810.000875
2247,1811.105775
2247,1812.20715
2247,1813.3045
2247,1814.39835
2247,1815.488675
2247,1816.575475
2247,1817.658775
2247,1818.738575
2247,1819.815375
2290,1810.5926
2290,1811.61035
2290,1812.625125
2290,1813.636925
2290,1814.64575
2290,1815.6516
2290,1816.654475
2290,1817.6544
2290,1818.65185
2290,1819.647325
2390,1810.000875
2390,1811.105775
2390,1812.20715
2390,1813.3045
2390,1814.39835
2390,1815.488675
2390,1816.575475
2390,1817.658775
2390,1818.738575
2390,1819.815375
2449,1810.97685
2449,1812.125225
2449,1813.271075
2449,1814.4144
2449,1815.5547
2449,1816.6925
2449,1817.8278
2449,1818.9606
2449,1820.0909
2449,1821.2187
2484,1810.4045
2484,1811.407925
2484,1812.4002
2484,1813.381325
2484,1814.3513
2484,1815.31015
2484,1816.2579
2484,1817.19455
2484,1818.120625
2484,1819.03615
2509,1810.911
2509,1812.000375
2509,1813.085725
2509,1814.16705
2509,1815.244325
2509,1816.317575
2509,1817.386825
2509,1818.45255
2509,1819.51475
2509,1820.572925
2592,1810.512825
2592,1811.404725
2592,1812.294825
2592,1813.183625
2592,1814.071125
2592,1814.958325
2592,1815.845225
2592,1816.7318
2592,1817.618025
2592,1818.503875
2636,1810.000875
2636,1811.105775
2636,1812.20715
2636,1813.3045
2636,1814.39835
2636,1815.488675
2636,1816.575475
2636,1817.658775
2636,1818.738575
2636,1819.815375
2698,1810.383525
2698,1811.378575
2698,1812.3686
2698,1813.3536
2698,1814.3331
2698,1815.307075
2698,1816.275525
2698,1817.23845
2698,1818.195825
2698,1819.14715
2735,1810.5926
2735,1811.61035
2735,1812.625125
2735,1813.636925
2735,1814.64575
2735,1815.6516
2735,1816.654475
2735,1817.6544
2735,1818.65185
2735,1819.647325
2841,1810.712725
2841,1811.63065
2841,1812.5411
2841,1813.444075
2841,1814.339075
2841,1815.2266
2841,1816.107175
2841,1816.980275
2841,1817.8459
2841,1818.705075
2972,1810.18265
2972,1811.018575
2972,1811.851625
2972,1812.6818
2972,1813.5091
2972,1814.333475
2972,1815.154925
2972,1815.97345
2972,1816.7885
2972,1817.60005
3050,1810.235725
3050,1811.0323
3050,1811.826425
3050,1812.618075
3050,1813.407225
3050,1814.19335
3050,1814.975925
3050,1815.75445
3050,1816.528925
3050,1817.29935
3926,1810.911
3926,1812.000375
3926,1813.085725
3926,1814.16705
3926,1815.244325
3926,1816.317575
3926,1817.386825
3926,1818.45255
3926,1819.51475
3926,1820.572925
