time,xloc
98.22351,1849.2
98.93198615384615,1848.3
99.64046230769232,1847.4
100.34893846153847,1845.9
101.05741461538462,1845.0
101.76589076923078,1844.1
102.47436692307693,1843.5
103.18284307692308,1841.7
103.89131923076923,1840.8
104.59979538461539,1839.6
105.30827153846154,1838.7
106.01674769230769,1837.8
106.72522384615385,1836.6
107.4337,1835.4
108.14217615384615,1834.5
108.85065230769231,1833.3
109.55912846153846,1832.4
110.26760461538461,1831.2
110.97608076923078,1830.0
111.68455692307693,1829.7
112.39303307692307,1828.2
113.10150923076922,1827.0
113.80998538461539,1826.1
114.51846153846154,1825.8
115.22693769230769,1824.3
115.93541384615384,1823.1
116.64389,1822.5
117.35236615384615,1821.0
118.0608423076923,1820.1
118.76931846153846,1818.9
119.47779461538461,1818.0
120.18627076923076,1816.8
120.89474692307692,1815.9
121.60322307692307,1814.7
122.31169923076922,1813.5
123.02017538461538,1812.6
123.72865153846153,1811.4
124.43712769230768,1811.1
125.14560384615385,1810.5
125.85408,1809.9
