time,xloc
98.22351,1783.5
99.17628827586208,1782.6
100.12906655172414,1782.3
101.08184482758621,1781.1
102.03462310344828,1779.9
102.98740137931034,1778.7
103.94017965517241,1777.8
104.89295793103449,1776.3
105.84573620689656,1775.4
106.79851448275862,1774.2
107.75129275862069,1773.0
108.70407103448275,1771.8
109.65684931034482,1770.6
110.6096275862069,1769.7
111.56240586206897,1768.5
112.51518413793103,1767.3
113.4679624137931,1765.8
114.42074068965518,1764.9
115.37351896551723,1763.7
116.32629724137931,1762.8
117.27907551724138,1761.6
118.23185379310345,1760.4
119.18463206896551,1759.2
120.13741034482759,1758.0
121.09018862068964,1756.8
122.04296689655172,1755.9
122.99574517241379,1754.4
123.94852344827586,1753.2
124.90130172413792,1752.0
125.85408,1751.1
