,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC,old_xloc,old_yloc
124349,2972,265.9,30.0462,0.0,-2,6.45875,0.0025,3.0,2.7,small-vehicle,No,30.0462,157.23
124350,2972,266.0,30.69207499999993,0.010000000000019327,-2,6.459,3.67e-11,3.0,2.7,small-vehicle,No,30.69207499999993,157.24
124351,2972,266.1,31.337974999999915,0.030000000000001137,-2,6.459,-5.95e-11,3.0,2.7,small-vehicle,No,31.337974999999915,157.26
124352,2972,266.2,31.983874999999898,0.040000000000020464,-2,6.459,-0.05,3.0,2.7,small-vehicle,No,31.983874999999898,157.27
124353,2972,266.3,32.62977500000011,0.060000000000002274,-2,6.454,-0.05,3.0,2.7,small-vehicle,No,32.62977500000011,157.29
124354,2972,266.4,33.27517499999999,0.0700000000000216,-2,6.449,0.0,3.0,2.7,small-vehicle,No,33.27517499999999,157.3
124355,2972,266.5,33.920075,0.0800000000000125,-2,6.449,0.0025,3.0,2.7,small-vehicle,No,33.920075,157.31
124356,2972,266.6,34.564975000000004,0.10000000000002274,-2,6.44925,0.0025,3.0,2.7,small-vehicle,No,34.564975000000004,157.33
124357,2972,266.7,35.20990000000006,0.11000000000001364,-2,6.4495,5.94e-11,3.0,2.7,small-vehicle,No,35.20990000000006,157.34
124358,2972,266.8,35.85484999999994,0.13000000000002387,-2,6.4495,-5.94e-11,3.0,2.7,small-vehicle,No,35.85484999999994,157.36
124359,2972,266.9,36.49980000000005,0.14000000000001478,-2,6.4495,0.0,3.0,2.7,small-vehicle,No,36.49980000000005,157.37
124360,2972,267.0,37.14474999999993,0.1599999999999966,-2,6.4495,5.94e-11,3.0,2.7,small-vehicle,No,37.14474999999993,157.39
124361,2972,267.1,37.78970000000004,0.17000000000001592,-2,6.4495,-3.67e-11,3.0,2.7,small-vehicle,No,37.78970000000004,157.4
124362,2972,267.2,38.43464999999992,0.18999999999999773,-2,6.4495,3.67e-11,3.0,2.7,small-vehicle,No,38.43464999999992,157.42
124363,2972,267.3,39.07960000000003,0.20000000000001705,-2,6.4495,-8.21e-11,3.0,2.7,small-vehicle,No,39.07960000000003,157.43
124364,2972,267.4,39.72454999999991,0.21999999999999886,-2,6.4495,2.27e-11,3.0,2.7,small-vehicle,No,39.72454999999991,157.45
124365,2972,267.5,40.369500000000016,0.2300000000000182,-2,6.4495,8.21e-11,3.0,2.7,small-vehicle,No,40.369500000000016,157.46
