lane,time,xloc,yloc,muX,muY,sigX,sigY,line_integral
2,210.826582278481,164.652798,29.355712,-14.73611068725586,147.6260986328125,0.44690608978271484,0.03121090866625309,0.006637611466334216
2,211.26582278481013,164.912093,29.684589,-14.796732902526855,152.03684997558594,0.4470078647136688,0.029737764969468117,0.0066374433804658895
2,211.70506329113923,165.158652,30.002455,-14.84505844116211,156.3946533203125,0.4462568163871765,0.028389764949679375,0.006633058124443078
2,212.14430379746835,165.40014,30.314348,-14.88245677947998,160.70468139648438,0.4441996216773987,0.027146702632308006,0.006567137920766525
2,212.58354430379745,165.629748,30.613595,-14.910480499267578,165.0431671142578,0.4400780498981476,0.025976890698075294,0.006147168569713753
2,213.02278481012658,165.860205,30.905015,-14.929630279541016,169.92225646972656,0.43169161677360535,0.02483861707150936,0.00475112466350173
2,191.5,146.41715,5.948182,-0.0011555776000022888,1.940051555633545,6.798579692840576,2.6613082885742188,0.14888954907830196
2,191.93924050632913,146.797138,6.448894,-0.07902919501066208,4.369105815887451,4.858291149139404,2.1209394931793213,0.14888476437217069
2,192.37848101265823,147.198514,6.959044,-0.019952349364757538,6.501860618591309,2.585123062133789,1.2565864324569702,0.14807591211420157
2,192.81772151898736,147.607212,7.48813,0.0943504124879837,9.079450607299805,1.9527314901351929,0.9457381963729858,0.1413822662747648
2,193.25696202531645,148.026187,8.037412,0.2026277333498001,11.162260055541992,1.4791882038116455,0.7301182150840759,0.13955178725903195
2,193.69620253164558,148.457789,8.599205,0.33660373091697693,13.411027908325195,1.2000441551208496,0.5848698616027832,0.13954421317341134
2,194.13544303797468,148.906711,9.177296,0.5015959143638611,15.691638946533203,1.0067439079284668,0.4789040684700012,0.13786958717560632
2,194.5746835443038,149.367339,9.767884,0.7123776078224182,18.109668731689453,0.8659167885780334,0.398327112197876,0.13051196738166124
2,195.0139240506329,149.838446,10.379919,0.9814854860305786,20.664073944091797,0.7603893280029297,0.33570733666419983,0.13001158421379377
2,195.45316455696204,150.31573,11.006912,1.3189159631729126,23.373722076416016,0.685936450958252,0.28760701417922974,0.12978273868302606
2,195.89240506329114,150.815164,11.644975,1.7284818887710571,26.197799682617188,0.639323353767395,0.25227442383766174,0.12226897748502358
2,196.33164556962026,151.316612,12.294448,2.2010178565979004,29.0540771484375,0.6119937896728516,0.22722651064395905,0.12028589847781347
2,196.77088607594936,151.832907,12.956553,2.716236114501953,31.97768783569336,0.5940513610839844,0.20851734280586243,0.12026120301910165
2,197.2101265822785,152.349437,13.622159,3.2505760192871094,34.9777946472168,0.5796738862991333,0.19357867538928986,0.11432652662920047
2,197.6493670886076,152.874533,14.295816,3.781787395477295,38.031490325927734,0.5662144422531128,0.1808629333972931,0.11037654110986517
2,198.08860759493672,153.398463,14.968029,4.292351245880127,41.120967864990234,0.5529655814170837,0.16954877972602844,0.11036256937642329
2,198.52784810126582,153.922497,15.640374,4.770859241485596,44.24367141723633,0.5400279760360718,0.15922433137893677,0.10557742978250854
2,198.96708860759495,154.443783,16.309193,5.211325168609619,47.40826416015625,0.5276980996131897,0.14966285228729248,0.10028585503633063
2,199.40632911392404,154.945375,16.977186,5.611681938171387,50.62851333618164,0.5162297487258911,0.14072185754776,0.10027413053376448
2,199.84556962025317,155.446061,17.635401,5.972370624542236,53.918304443359375,0.5057647824287415,0.13231053948402405,0.09572294374605643
2,200.28481012658227,155.930016,18.276977,6.295217514038086,57.28821563720703,0.4963212013244629,0.12438194453716278,0.09001662682046926
2,200.7240506329114,156.404006,18.908686,6.5826416015625,60.74284362792969,0.4877890944480896,0.11692970991134644,0.09000669820726946
2,201.1632911392405,156.872019,19.508625,6.837158203125,64.27869415283203,0.4799291491508484,0.10997650772333145,0.0878984112299038
2,201.60253164556963,157.323171,20.098665,7.061153888702393,67.88399505615234,0.4723750054836273,0.10355197638273239,0.07970151419755929
2,202.04177215189873,157.763589,20.660855,7.256892204284668,71.54181671142578,0.46466758847236633,0.09766468405723572,0.07956152071183945
2,202.48101265822785,158.201205,21.202111,7.426749229431152,75.23789978027344,0.4563382863998413,0.09228186309337616,0.07954332895450157
2,202.92025316455695,158.617039,21.728244,7.573445796966553,78.9666976928711,0.4470255374908447,0.08732858300209045,0.07584478037029659
2,203.35949367088608,159.027983,22.240153,7.700106620788574,82.72733306884766,0.4365793764591217,0.082710400223732,0.0691576372620637
2,203.79873417721518,159.423253,22.736409,7.810072898864746,86.51152801513672,0.42512157559394836,0.07834727317094803,0.06893920509723532
2,204.2379746835443,159.816624,23.221214,7.906589031219482,90.29146575927734,0.4130539000034332,0.0741993859410286,0.06893875838402783
2,204.6772151898734,160.187068,23.700293,7.992496967315674,94.0209732055664,0.4009523093700409,0.07027154415845871,0.06812568462959516
2,205.11645569620254,160.555653,24.169059,8.070024490356445,97.66073608398438,0.3893032371997833,0.06659441441297531,0.059890572269803724
2,205.55569620253164,160.918826,24.623519,8.140811920166016,101.20446014404297,0.3782911002635956,0.06319735944271088,0.058143220461402814
2,205.99493670886076,161.268752,25.072701,8.206183433532715,104.67070770263672,0.36789461970329285,0.06009388342499733,0.05813729598728272
2,206.43417721518986,161.617293,25.511441,8.267391204833984,108.07763671875,0.3580837547779083,0.05728055164217949,0.05813713508259071
2,206.873417721519,161.948268,25.94172,8.325610160827637,111.43537139892578,0.3488672375679016,0.05473944544792175,0.05781380163466564
2,207.3126582278481,162.286492,26.360925,8.381787300109863,114.7508773803711,0.3402586579322815,0.052442654967308044,0.05318357718035681
2,207.75189873417722,162.610011,26.765028,8.436599731445312,118.03218841552734,0.3322499692440033,0.05035800859332085,0.04755813404409156
2,208.19113924050632,162.92686,27.170366,8.490532875061035,121.2889633178711,0.32480838894844055,0.04845438152551651,0.0471450114785924
2,208.63037974683544,163.233791,27.557005,8.54391098022461,124.53217315673828,0.31788086891174316,0.04670432209968567,0.04714414741331296
2,209.06962025316454,163.536155,27.939804,8.596925735473633,127.77338409423828,0.3114009499549866,0.04508466273546219,0.047144147330959174
2,209.50886075949367,163.825751,28.309071,8.649678230285645,131.02456665039062,0.3052942156791687,0.043576546013355255,0.047144147328713554
2,209.94810126582277,164.11365,28.667262,8.70219612121582,134.29808044433594,0.29948416352272034,0.042164742946624756,0.04714407215774047
2,210.3873417721519,164.385522,29.018328,8.754446029663086,137.60899353027344,0.29389339685440063,0.04083695635199547,0.04711317231878176
2,210.826582278481,164.652798,29.355712,8.80650520324707,140.99192810058594,0.2884324789047241,0.03958212211728096,0.045494096079865716
2,211.26582278481013,164.912093,29.684589,8.859312057495117,144.6090545654297,0.2829033434391022,0.03838267922401428,0.03881736542100671
2,211.70506329113923,165.158652,30.002455,8.918540954589844,149.25941467285156,0.276532381772995,0.03718170151114464,0.03602011062218994
2,212.14430379746835,165.40014,30.314348,8.996248245239258,156.1293487548828,0.2679758071899414,0.03591861203312874,0.035914097920616866
2,212.58354430379745,165.629748,30.613595,9.082741737365723,162.6386260986328,0.25879937410354614,0.03471173346042633,0.03591354689251543
2,213.02278481012658,165.860205,30.905015,9.14858341217041,168.00059509277344,0.251818984746933,0.03337136656045914,0.035913546447398116
2,191.5,146.41715,5.948182,-0.06749986857175827,1.9964337348937988,18.669876098632812,5.116488933563232,1.602766339936105e-05
2,191.93924050632913,146.797138,6.448894,-0.15201729536056519,3.854890823364258,9.363423347473145,2.6595137119293213,1.6027663399143864e-05
2,192.37848101265823,147.198514,6.959044,-0.23892933130264282,5.822515487670898,6.512089252471924,1.740491509437561,1.6027663398986767e-05
2,192.81772151898736,147.607212,7.48813,-0.33119839429855347,7.743899822235107,5.308492183685303,1.3060109615325928,1.6027663398870462e-05
2,193.25696202531645,148.026187,8.037412,-0.42974600195884705,9.865869522094727,4.472497463226318,1.0173283815383911,1.6027663398781737e-05
2,193.69620253164558,148.457789,8.599205,-0.5228924751281738,11.861785888671875,3.8905792236328125,0.8228486180305481,1.6027663398718928e-05
2,194.13544303797468,148.906711,9.177296,-0.6089661717414856,13.859489440917969,3.474170446395874,0.6855014562606812,1.6027663398675868e-05
2,194.5746835443038,149.367339,9.767884,-0.6894457340240479,15.840210914611816,3.1439249515533447,0.5822793245315552,1.6027663398645602e-05
2,195.0139240506329,149.838446,10.379919,-0.7657608985900879,17.80492401123047,2.8649981021881104,0.5026021003723145,1.602766339862388e-05
2,195.45316455696204,150.31573,11.006912,-0.8380864858627319,19.73824691772461,2.612891435623169,0.43937385082244873,1.6027663398609237e-05
2,195.89240506329114,150.815164,11.644975,-0.9062191843986511,21.642101287841797,2.374289035797119,0.3880074620246887,1.6027663398599913e-05
2,196.33164556962026,151.316612,12.294448,-0.9702529907226562,23.516315460205078,2.1537156105041504,0.346520334482193,1.602766339859378e-05
2,196.77088607594936,151.832907,12.956553,-1.0303369760513306,25.35940170288086,1.969812035560608,0.3139543831348419,1.6027663398589708e-05
2,197.2101265822785,152.349437,13.622159,-1.0858219861984253,27.161731719970703,1.830263614654541,0.2882789671421051,1.602766339858711e-05
2,197.6493670886076,152.874533,14.295816,-1.136217474937439,28.912479400634766,1.7255654335021973,0.26718977093696594,1.602766339858547e-05
