,before_time,time,xloc,yloc,ID
23664,190.7,0.0,215.0754750000001,-6.3700000000000045,77
23665,190.8,0.1,215.57494999999994,-6.410000000000025,77
23666,190.9,0.2,216.06365000000005,-6.460000000000008,77
23667,191.0,0.3,216.54154999999992,-6.5,77
23668,191.1,0.4,217.00867500000004,-6.5400000000000205,77
23669,191.2,0.5,217.46502499999997,-6.5800000000000125,77
23670,191.3,0.6,217.9105750000001,-6.610000000000014,77
23671,191.4,0.7,218.34535000000005,-6.650000000000006,77
23672,191.5,0.8,218.76935000000003,-6.680000000000007,77
23673,191.6,0.9,219.18257500000004,-6.710000000000008,77
23674,191.7,1.0,219.5850250000001,-6.740000000000009,77
23675,191.8,1.1,219.9766749999999,-6.77000000000001,77
23676,191.9,1.2,220.35754999999995,-6.800000000000011,77
23677,192.0,1.3,220.7328,-6.820000000000022,77
