,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC
19749,69,190.7,160.6947500000001,-2.230000000000018,-2,6.62575,-0.095,2.81,5.38,small-vehicle,No
19750,69,190.8,161.35732499999995,-2.280000000000001,-2,6.61625,-0.045,2.82,5.39,small-vehicle,No
19751,69,190.9,162.0189499999999,-2.3300000000000125,-2,6.61175,-0.045,2.82,5.39,small-vehicle,No
19752,69,191.0,162.6801250000001,-2.380000000000024,-2,6.60725,-0.095,2.82,5.39,small-vehicle,No
19753,69,191.1,163.34085000000005,-2.430000000000007,-2,6.59775,-0.095,2.82,5.4,small-vehicle,No
19754,69,191.2,164.0006249999999,-2.480000000000018,-2,6.58825,-0.0975,2.82,5.4,small-vehicle,No
19755,69,191.3,164.6594500000001,-2.530000000000001,-2,6.5785,-0.0975,2.82,5.4,small-vehicle,No
19756,69,191.4,165.31729999999993,-2.5800000000000125,-2,6.56875,-0.045,2.82,5.41,small-vehicle,No
19757,69,191.5,165.97417500000006,-2.640000000000015,-2,6.56425,-0.045,2.82,5.41,small-vehicle,No
19758,69,191.6,166.63059999999996,-2.6899999999999977,-2,6.55975,-0.0475,2.82,5.41,small-vehicle,No
19759,69,191.7,167.28657500000008,-2.75,-2,6.555,0.0025,2.82,5.41,small-vehicle,No
19760,69,191.8,167.94207499999993,-2.8000000000000114,-2,6.55525,0.0075,2.83,5.41,small-vehicle,No
19761,69,191.9,168.59760000000006,-2.8600000000000136,-2,6.556,0.0075,2.83,5.41,small-vehicle,No
19762,69,192.0,169.2532000000001,-2.910000000000025,-2,6.55675,0.055,2.83,5.41,small-vehicle,No
19763,69,192.1,169.90887500000008,-2.969999999999999,-2,6.56225,0.1075,2.83,5.41,small-vehicle,No
19764,69,192.2,170.56510000000003,-3.0200000000000102,-2,6.573,0.0575,2.83,5.41,small-vehicle,No
19765,69,192.3,171.2224000000001,-3.0800000000000125,-2,6.57875,0.1075,2.83,5.41,small-vehicle,No
19766,69,192.4,171.88027499999998,-3.140000000000015,-2,6.5895,0.16,2.83,5.41,small-vehicle,No
19767,69,192.5,172.539225,-3.200000000000017,-2,6.6055,0.16,2.84,5.41,small-vehicle,No
