,time,xloc,ID
147936,294.0,2790.2799999999997,7217
147937,294.1,2790.3666249999997,7217
147938,294.20000000000005,2790.4543000000003,7217
147939,294.29999999999995,2790.5435500000003,7217
147940,294.4,2790.6343749999996,7217
147941,294.5,2790.726775,7217
147942,294.6,2790.82125,7217
147943,294.70000000000005,2790.9178,7217
147944,294.79999999999995,2791.016425,7217
147945,294.9,2791.1171249999998,7217
147946,295.0,2791.2204,7217
147947,295.1,2791.32675,7217
147948,295.20000000000005,2791.4362,7217
147949,295.29999999999995,2791.5492750000003,7217
147950,295.4,2791.6665000000003,7217
147951,295.5,2791.788375,7217
147952,295.6,2791.9159250000002,7217
147953,295.70000000000005,2792.049675,7217
147954,295.79999999999995,2792.190125,7217
147955,295.9,2792.337275,7217
147956,296.0,2792.4911,7217
147957,296.1,2792.652075,7217
147958,296.20000000000005,2792.820175,7217
147959,296.29999999999995,2792.9953750000004,7217
147960,296.4,2793.1771500000004,7217
147961,296.5,2793.3654749999996,7217
147962,296.6,2793.5603499999997,7217
147963,296.70000000000005,2793.761275,7217
147964,296.79999999999995,2793.9687249999997,7217
147965,296.9,2794.182675,7217
147966,297.0,2794.40265,7217
147967,297.1,2794.6286499999997,7217
147968,297.20000000000005,2794.861175,7217
147969,297.29999999999995,2795.100225,7217
147970,297.4,2795.3458,7217
147971,297.5,2795.598425,7217
147972,297.6,2795.858075,7217
147973,297.70000000000005,2796.12475,7217
147974,297.79999999999995,2796.3985000000002,7217
147975,297.9,2796.679825,7217
147976,298.0,2796.9691999999995,7217
147977,298.1,2797.2666499999996,7217
147978,298.20000000000005,2797.5721750000002,7217
147979,298.29999999999995,2797.8857749999997,7217
147980,298.4,2798.2079750000003,7217
147981,298.5,2798.5387499999997,7217
147982,298.6,2798.8781,7217
147983,298.70000000000005,2799.226525,7217
147984,298.79999999999995,2799.584,7217
147985,298.9,2799.95,7217
147986,299.0,2800.3239999999996,7217
147987,299.1,2800.706,7217
147988,299.20000000000005,2801.095475,7217
147989,299.29999999999995,2801.4919,7217
147990,299.4,2801.895275,7217
147991,299.5,2802.306125,7217
147992,299.6,2802.724475,7217
147993,299.70000000000005,2803.1503249999996,7217
147994,299.79999999999995,2803.584175,7217
147995,299.9,2804.0260500000004,7217
147996,300.0,2804.4764750000004,7217
147997,300.1,2804.93595,7217
147998,300.20000000000005,2805.4044750000003,7217
147999,300.29999999999995,2805.88205,7217
148000,300.4,2806.3686749999997,7217
148001,300.5,2806.86435,7217
148002,300.6,2807.3690749999996,7217
148003,300.70000000000005,2807.8828249999997,7217
148004,300.79999999999995,2808.4051,7217
148005,300.9,2808.9359000000004,7217
148006,301.0,2809.4752,7217
148007,301.1,2810.022975,7217
148008,301.20000000000005,2810.5792250000004,7217
148009,301.29999999999995,2811.1434499999996,7217
148010,301.4,2811.715625,7217
148011,301.5,2812.29525,7217
148012,301.6,2812.8818250000004,7217
148013,301.70000000000005,2813.4753250000003,7217
148014,301.79999999999995,2814.07575,7217
148015,301.9,2814.6826,7217
148016,302.0,2815.295875,7217
148017,302.1,2815.915575,7217
148018,302.20000000000005,2816.540675,7217
148019,302.29999999999995,2817.17065,7217
148020,302.4,2817.8055000000004,7217
148021,302.5,2818.4452250000004,7217
148022,302.6,2819.0892999999996,7217
148023,302.70000000000005,2819.73725,7217
148024,302.79999999999995,2820.388575,7217
148025,302.9,2821.0427499999996,7217
148026,303.0,2821.7003000000004,7217
148027,303.1,2822.3612249999996,7217
148028,303.20000000000005,2823.025025,7217
148029,303.29999999999995,2823.69175,7217
148030,303.4,2824.3614,7217
148031,303.5,2825.0344750000004,7217
148032,303.6,2825.7110000000002,7217
148033,303.70000000000005,2826.3909750000003,7217
148034,303.79999999999995,2827.074425,7217
148035,303.9,2827.7608499999997,7217
148036,304.0,2828.4502249999996,7217
148037,304.1,2829.1425499999996,7217
148038,304.20000000000005,2829.8378249999996,7217
148039,304.29999999999995,2830.5355250000002,7217
148040,304.4,2831.2351500000004,7217
148041,304.5,2831.9367,7217
148042,304.6,2832.6401750000005,7217
148043,304.70000000000005,2833.345075,7217
148044,304.79999999999995,2834.050875,7217
148045,304.9,2834.7575749999996,7217
148046,305.0,2835.4651750000003,7217
148047,305.1,2836.173175,7217
148048,305.20000000000005,2836.8810750000002,7217
148049,305.29999999999995,2837.58885,7217
148050,305.4,2838.2965000000004,7217
148051,305.5,2839.003525,7217
148052,305.6,2839.709425,7217
148053,305.70000000000005,2840.4137,7217
148054,305.79999999999995,2841.1163500000002,7217
148055,305.9,2841.8173749999996,7217
148056,306.0,2842.5157499999996,7217
148057,306.1,2843.211475,7217
148058,306.20000000000005,2843.9045749999996,7217
148059,306.29999999999995,2844.59455,7217
148060,306.4,2845.2814,7217
148061,306.5,2845.9646249999996,7217
148062,306.6,2846.6436999999996,7217
148063,306.70000000000005,2847.318625,7217
148064,306.79999999999995,2847.9889000000003,7217
148065,306.9,2848.6540000000005,7217
148066,307.0,2849.3134250000003,7217
148067,307.1,2849.9661749999996,7217
148068,307.20000000000005,2850.6117249999998,7217
148069,307.29999999999995,2851.250075,7217
148070,307.4,2851.8806999999997,7217
148071,307.5,2852.5031,7217
148072,307.6,2853.1168,7217
148073,307.70000000000005,2853.720775,7217
148074,307.79999999999995,2854.3145000000004,7217
148075,307.9,2854.898,7217
148076,308.0,2855.4702749999997,7217
148077,308.1,2856.0308000000005,7217
148078,308.20000000000005,2856.5795749999997,7217
148079,308.29999999999995,2857.1156,7217
148080,308.4,2857.6378750000003,7217
148081,308.5,2858.145875,7217
148082,308.6,2858.6396000000004,7217
148083,308.70000000000005,2859.1185750000004,7217
148084,308.79999999999995,2859.5823250000003,7217
148085,308.9,2860.03085,7217
148086,309.0,2860.4636499999997,7217
148087,309.1,2860.8807500000003,7217
