,before_time,time,xloc,yloc,ID
9709,190.7,0.0,77.36182499999995,1.049999999999983,57
9710,190.8,0.1,78.19344999999998,1.0600000000000023,57
9711,190.9,0.2,79.02812500000005,1.0600000000000023,57
9712,191.0,0.3,79.86584999999991,1.0600000000000023,57
9713,191.1,0.4,80.70662500000003,1.0600000000000023,57
9714,191.2,0.5,81.55095000000006,1.0600000000000023,57
9715,191.3,0.6,82.39882499999999,1.0600000000000023,57
9716,191.4,0.7,83.24974999999995,1.0600000000000023,57
9717,191.5,0.8,84.10419999999999,1.049999999999983,57
9718,191.6,0.9,84.96217499999989,1.049999999999983,57
9719,191.7,1.0,85.82369999999992,1.049999999999983,57
9720,191.8,1.1,86.68927499999995,1.039999999999992,57
9721,191.9,1.2,87.55837500000007,1.039999999999992,57
9722,192.0,1.3,88.43100000000004,1.0300000000000011,57
9723,192.1,1.4,89.30764999999997,1.0199999999999818,57
9724,192.2,1.5,90.18782499999998,1.0199999999999818,57
9725,192.3,1.6,91.07152500000007,1.009999999999991,57
9726,192.4,1.7,91.95925000000011,1.0,57
9727,192.5,1.8,92.85100000000011,0.9899999999999807,57
9728,192.6,1.9,93.74677500000007,0.9799999999999898,57
9729,192.7,2.0,94.64657499999998,0.9699999999999989,57
9730,192.8,2.1,95.55040000000008,0.9599999999999795,57
9731,192.9,2.2,96.45824999999991,0.9499999999999886,57
9732,193.0,2.3,97.37012499999992,0.9299999999999784,57
9733,193.1,2.4,98.28602500000011,0.9199999999999875,57
9734,193.2,2.5,99.20592499999998,0.8999999999999773,57
9735,193.3,2.6,100.12985000000003,0.8899999999999864,57
9736,193.4,2.7,101.05780000000004,0.8699999999999761,57
9737,193.5,2.8,101.98974999999996,0.8499999999999943,57
9738,193.6,2.9,102.92567499999996,0.8299999999999841,57
9739,193.7,3.0,103.86507499999993,0.8100000000000023,57
9740,193.8,3.1,104.80745000000002,0.789999999999992,57
9741,193.9,3.2,105.75330000000008,0.7699999999999818,57
9742,194.0,3.3,106.7026249999999,0.75,57
9743,194.1,3.4,107.6543999999999,0.7199999999999989,57
9744,194.2,3.5,108.60860000000002,0.6999999999999886,57
9745,194.3,3.6,109.56522500000005,0.6699999999999875,57
9746,194.4,3.7,110.52379999999994,0.6499999999999773,57
9747,194.5,3.8,111.48430000000008,0.6199999999999761,57
9748,194.6,3.9,112.44672500000001,0.589999999999975,57
9749,194.7,4.0,113.41057500000011,0.5600000000000023,57
9750,194.8,4.1,114.3758499999999,0.5300000000000011,57
9751,194.9,4.2,115.34255000000007,0.5,57
9752,195.0,4.3,116.31017500000007,0.46999999999999886,57
9753,195.1,4.4,117.27925000000005,0.4399999999999977,57
9754,195.2,4.5,118.249775,0.4099999999999966,57
9755,195.3,4.6,119.22125000000005,0.37999999999999545,57
9756,195.4,4.7,120.19367499999998,0.339999999999975,57
9757,195.5,4.8,121.16705000000002,0.3100000000000023,57
9758,195.6,4.9,122.14137499999993,0.2699999999999818,57
9759,195.7,5.0,123.11664999999994,0.23999999999998067,57
