,before_time,time,xloc,yloc,ID
15726,190.7,0.0,171.89705000000004,-2.6100000000000136,66
15727,190.8,0.1,172.57819999999992,-2.670000000000016,66
15728,190.9,0.2,173.25987499999997,-2.719999999999999,66
15729,191.0,0.3,173.94260000000008,-2.7700000000000102,66
15730,191.1,0.4,174.62635,-2.8300000000000125,66
15731,191.2,0.5,175.31112499999995,-2.880000000000024,66
15732,191.3,0.6,175.99692499999992,-2.9399999999999977,66
15733,191.4,0.7,176.68374999999992,-2.990000000000009,66
15734,191.5,0.8,177.37159999999994,-3.0500000000000114,66
15735,191.6,0.9,178.06044999999995,-3.1000000000000227,66
15736,191.7,1.0,178.75029999999992,-3.160000000000025,66
15737,191.8,1.1,179.44117499999993,-3.210000000000008,66
15738,191.9,1.2,180.1325750000001,-3.2700000000000102,66
15739,192.0,1.3,180.8244749999999,-3.3200000000000216,66
15740,192.1,1.4,181.5173749999999,-3.380000000000024,66
15741,192.2,1.5,182.2112749999999,-3.4399999999999977,66
15742,192.3,1.6,182.9061999999999,-3.5,66
15743,192.4,1.7,183.60214999999994,-3.5500000000000114,66
15744,192.5,1.8,184.29960000000005,-3.6100000000000136,66
15745,192.6,1.9,184.99857500000007,-3.670000000000016,66
15746,192.7,2.0,185.6985749999999,-3.730000000000018,66
15747,192.8,2.1,186.3995749999999,-3.7900000000000205,66
15748,192.9,2.2,187.1015749999999,-3.8500000000000227,66
15749,193.0,2.3,187.8045750000001,-3.910000000000025,66
15750,193.1,2.4,188.50857500000006,-3.969999999999999,66
15751,193.2,2.5,189.213575,-4.030000000000001,66
15752,193.3,2.6,189.91955000000007,-4.090000000000003,66
15753,193.4,2.7,190.62599999999998,-4.150000000000006,66
15754,193.5,2.8,191.33294999999998,-4.210000000000008,66
15755,193.6,2.9,192.04089999999997,-4.27000000000001,66
15756,193.7,3.0,192.749325,-4.3300000000000125,66
15757,193.8,3.1,193.45822500000008,-4.390000000000015,66
15758,193.9,3.2,194.16812499999992,-4.450000000000017,66
15759,194.0,3.3,194.87852500000008,-4.510000000000019,66
15760,194.1,3.4,195.5894249999999,-4.570000000000022,66
15761,194.2,3.5,196.3013249999999,-4.630000000000024,66
15762,194.3,3.6,197.0142249999999,-4.689999999999998,66
15763,194.4,3.7,197.72759999999994,-4.75,66
15764,194.5,3.8,198.44145000000003,-4.810000000000002,66
15765,194.6,3.9,199.1558,-4.880000000000024,66
15766,194.7,4.0,199.87065000000007,-4.939999999999998,66
15767,194.8,4.1,200.586,-5.0,66
15768,194.9,4.2,201.30185000000006,-5.060000000000002,66
15769,195.0,4.3,202.01817499999993,-5.130000000000024,66
15770,195.1,4.4,202.73497500000008,-5.189999999999998,66
15771,195.2,4.5,203.45277499999997,-5.25,66
15772,195.3,4.6,204.17107499999997,-5.320000000000022,66
15773,195.4,4.7,204.88937499999997,-5.380000000000024,66
15774,195.5,4.8,205.60817500000007,-5.450000000000017,66
15775,195.6,4.9,206.32745,-5.510000000000019,66
15776,195.7,5.0,207.04719999999998,-5.570000000000022,66
