,before_time,time,xloc,yloc,ID
17796,190.7,0.0,198.55517499999996,-5.3300000000000125,68
17797,190.8,0.1,199.24839999999995,-5.390000000000015,68
17798,190.9,0.2,199.94209999999998,-5.460000000000008,68
17799,191.0,0.3,200.6362999999999,-5.52000000000001,68
17800,191.1,0.4,201.33050000000003,-5.5800000000000125,68
17801,191.2,0.5,202.02520000000004,-5.650000000000006,68
17802,191.3,0.6,202.72039999999993,-5.710000000000008,68
17803,191.4,0.7,203.41560000000004,-5.780000000000001,68
17804,191.5,0.8,204.1107750000001,-5.840000000000003,68
17805,191.6,0.9,204.8059249999999,-5.900000000000006,68
17806,191.7,1.0,205.50105000000008,-5.969999999999999,68
17807,191.8,1.1,206.19562500000006,-6.030000000000001,68
17808,191.9,1.2,206.88965000000007,-6.100000000000023,68
17809,192.0,1.3,207.5831250000001,-6.160000000000025,68
17810,192.1,1.4,208.27504999999996,-6.230000000000018,68
17811,192.2,1.5,208.96540000000005,-6.2900000000000205,68
17812,192.3,1.6,209.65362499999992,-6.360000000000014,68
17813,192.4,1.7,210.33922499999994,-6.420000000000016,68
17814,192.5,1.8,211.0217,-6.480000000000018,68
17815,192.6,1.9,211.70052499999997,-6.5400000000000205,68
17816,192.7,2.0,212.3751749999999,-6.600000000000023,68
17817,192.8,2.1,213.04459999999995,-6.660000000000025,68
17818,192.9,2.2,213.7077999999999,-6.719999999999999,68
17819,193.0,2.3,214.36377500000003,-6.780000000000001,68
17820,193.1,2.4,215.012475,-6.840000000000003,68
17821,193.2,2.5,215.652875,-6.890000000000015,68
17822,193.3,2.6,216.28397500000005,-6.950000000000017,68
17823,193.4,2.7,216.90527500000007,-7.0,68
17824,193.5,2.8,217.51575000000003,-7.050000000000011,68
17825,193.6,2.9,218.11490000000003,-7.100000000000023,68
17826,193.7,3.0,218.70274999999992,-7.150000000000006,68
17827,193.8,3.1,219.2792750000001,-7.200000000000017,68
17828,193.9,3.2,219.8444750000001,-7.240000000000009,68
17829,194.0,3.3,220.39834999999994,-7.2900000000000205,68
17830,194.1,3.4,220.940875,-7.3300000000000125,68
17831,194.2,3.5,221.47157500000003,-7.3700000000000045,68
17832,194.3,3.6,221.99047500000006,-7.410000000000025,68
17833,194.4,3.7,222.49804999999992,-7.439999999999998,68
17834,194.5,3.8,222.99430000000007,-7.480000000000018,68
17835,194.6,3.9,223.47922500000004,-7.510000000000019,68
17836,194.7,4.0,223.95282500000008,-7.5400000000000205,68
17837,194.8,4.1,224.415125,-7.570000000000022,68
17838,194.9,4.2,224.866125,-7.600000000000023,68
17839,195.0,4.3,225.3058249999999,-7.630000000000024,68
17840,195.1,4.4,225.73422499999992,-7.650000000000006,68
17841,195.2,4.5,226.1569750000001,-7.670000000000016,68
