,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC
120489,2735,248.9,1830.22075,160.99,-2,10.76775,0.565,2.97,5.02,small-vehicle,No
120490,2735,249.0,1831.297525,160.92,-2,10.82425,0.5625,2.98,5.02,small-vehicle,No
120491,2735,249.1,1832.37995,160.85,-2,10.8805,0.61,2.98,5.03,small-vehicle,No
120492,2735,249.2,1833.468,160.78,-2,10.9415,0.61,2.99,5.03,small-vehicle,No
120493,2735,249.3,1834.56215,160.71,-2,11.0025,0.61,2.99,5.04,small-vehicle,No
120494,2735,249.4,1835.6624,160.64,-2,11.0635,0.61,3.0,5.05,small-vehicle,No
120495,2735,249.5,1836.76875,160.57,-2,11.1245,0.6075,3.0,5.05,small-vehicle,No
120496,2735,249.6,1837.8812,160.49,-2,11.18525,0.605,3.01,5.06,small-vehicle,No
120497,2735,249.7,1838.999725,160.42,-2,11.24575,0.6025,3.01,5.06,small-vehicle,No
120498,2735,249.8,1840.1243,160.35,-2,11.306,0.6025,3.02,5.06,small-vehicle,No
