,time,xloc,ID
132578,227.20000000000002,930.6999999999998,6131
132579,227.29999999999998,931.8427750000001,6131
132580,227.4,932.9941250000002,6131
132581,227.50000000000003,934.1555750000002,6131
132582,227.6,935.3286750000002,6131
132583,227.70000000000002,936.5149500000002,6131
132584,227.79999999999998,937.71535,6131
132585,227.9,938.9308500000002,6131
132586,228.00000000000003,940.162425,6131
132587,228.1,941.41005,6131
132588,228.20000000000002,942.6736500000002,6131
132589,228.29999999999998,943.9536499999999,6131
132590,228.4,945.2494999999999,6131
132591,228.50000000000003,946.560125,6131
132592,228.6,947.8854500000002,6131
132593,228.70000000000002,949.224925,6131
132594,228.79999999999998,950.5774999999999,6131
132595,228.9,951.9425999999999,6131
132596,229.00000000000003,953.3197,6131
132597,229.1,954.708275,6131
132598,229.20000000000002,956.108275,6131
132599,229.29999999999998,957.5196999999998,6131
132600,229.4,958.9431,6131
132601,229.50000000000003,960.3795249999998,6131
132602,229.6,961.8305249999999,6131
132603,229.70000000000002,963.29765,6131
132604,229.79999999999998,964.7819749999999,6131
132605,229.9,966.28505,6131
132606,230.00000000000003,967.80735,6131
132607,230.1,969.3488499999999,6131
132608,230.20000000000002,970.9085,6131
132609,230.29999999999998,972.4852000000001,6131
132610,230.4,974.0778500000001,6131
132611,230.50000000000003,975.6838499999999,6131
132612,230.6,977.3011000000001,6131
132613,230.70000000000002,978.9279999999999,6131
132614,230.79999999999998,980.5624750000002,6131
132615,230.9,982.2029750000002,6131
132616,231.00000000000003,983.8474249999999,6131
132617,231.1,985.4938000000002,6131
132618,231.20000000000002,987.1410999999998,6131
132619,231.29999999999998,988.788325,6131
132620,231.4,990.434475,6131
132621,231.50000000000003,992.0785500000002,6131
132622,231.6,993.7195999999999,6131
132623,231.70000000000002,995.3576750000002,6131
132624,231.79999999999998,996.9928500000001,6131
132625,231.9,998.6252,6131
132626,232.00000000000003,1000.2557750000001,6131
132627,232.1,1001.8851249999998,6131
132628,232.20000000000002,1003.513825,6131
132629,232.29999999999998,1005.1424499999998,6131
132630,232.4,1006.7715499999999,6131
132631,232.50000000000003,1008.4026749999998,6131
132632,232.6,1010.0363750000001,6131
132633,232.70000000000002,1011.6732000000002,6131
132634,232.79999999999998,1013.3141500000002,6131
132635,232.9,1014.9592250000001,6131
132636,233.00000000000003,1016.6084249999999,6131
132637,233.1,1018.2617249999998,6131
132638,233.20000000000002,1019.9191249999999,6131
132639,233.29999999999998,1021.5805999999998,6131
132640,233.4,1023.2456000000002,6131
132641,233.50000000000003,1024.9135999999999,6131
132642,233.6,1026.5840750000002,6131
132643,233.70000000000002,1028.2565,6131
132644,233.79999999999998,1029.9308500000002,6131
