,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC
36651,145,201.1,1830.629825,162.36,-2,11.4625,0.3525,3.07,6.73,small-vehicle,No
36652,145,201.2,1831.776075,162.37,-2,11.49775,0.4025,3.07,6.75,small-vehicle,No
36653,145,201.3,1832.92585,162.37,-2,11.538,0.35,3.08,6.76,small-vehicle,No
36654,145,201.4,1834.07965,162.37,-2,11.573,0.35,3.08,6.78,small-vehicle,No
36655,145,201.5,1835.23695,162.38,-2,11.608,0.35,3.09,6.8,small-vehicle,No
36656,145,201.6,1836.39775,162.38,-2,11.643,0.35,3.09,6.81,small-vehicle,No
36657,145,201.7,1837.56205,162.38,-2,11.678,0.35,3.1,6.82,small-vehicle,No
36658,145,201.8,1838.72985,162.38,-2,11.713,0.3475,3.1,6.83,small-vehicle,No
36659,145,201.9,1839.90115,162.38,-2,11.74775,0.3475,3.11,6.83,small-vehicle,No
36660,145,202.0,1841.075925,162.38,-2,11.7825,0.3,3.11,6.84,small-vehicle,No
36661,145,202.1,1842.254175,162.38,-2,11.8125,0.35,3.11,6.84,small-vehicle,No
36662,145,202.2,1843.435425,162.38,-2,11.8475,0.3475,3.12,6.84,small-vehicle,No
36663,145,202.3,1844.620175,162.38,-2,11.88225,0.245,3.12,6.84,small-vehicle,No
36664,145,202.4,1845.8084,162.38,-2,11.90675,0.245,3.12,6.84,small-vehicle,No
36665,145,202.5,1846.999075,162.38,-2,11.93125,0.245,3.12,6.85,small-vehicle,No
36666,145,202.6,1848.1922,162.38,-2,11.95575,0.195,3.12,6.85,small-vehicle,No
36667,145,202.7,1849.387775,162.37,-2,11.97525,0.1925,3.13,6.85,small-vehicle,No
36668,145,202.8,1850.5853,162.37,-2,11.9945,0.1925,3.13,6.85,small-vehicle,No
36669,145,202.9,1851.78475,162.36,-2,12.01375,0.1425,3.13,6.84,small-vehicle,No
36670,145,203.0,1852.986125,162.36,-2,12.028,0.0925,3.13,6.84,small-vehicle,No
36671,145,203.1,1854.188925,162.35,-2,12.03725,0.1425,3.13,6.84,small-vehicle,No
36672,145,203.2,1855.39265,162.35,-2,12.0515,0.1425,3.13,6.84,small-vehicle,No
36673,145,203.3,1856.5978,162.34,-2,12.06575,0.095,3.13,6.84,small-vehicle,No
36674,145,203.4,1857.804375,162.33,-2,12.07525,0.095,3.13,6.84,small-vehicle,No
36675,145,203.5,1859.0119,162.33,-2,12.08475,0.095,3.13,6.84,small-vehicle,No
36676,145,203.6,1860.220375,162.32,-2,12.09425,0.095,3.13,6.85,small-vehicle,No
36677,145,203.7,1861.4298,162.31,-2,12.10375,0.095,3.13,6.85,small-vehicle,No
36678,145,203.8,1862.640175,162.3,-2,12.11325,0.1475,3.13,6.85,small-vehicle,No
36679,145,203.9,1863.8515,162.29,-2,12.128,0.1475,3.13,6.85,small-vehicle,No
36680,145,204.0,1865.0643,162.28,-2,12.14275,0.095,3.13,6.85,small-vehicle,No
36681,145,204.1,1866.278575,162.26,-2,12.15225,0.0975,3.13,6.86,small-vehicle,No
36682,145,204.2,1867.4938,162.25,-2,12.162,0.0475,3.13,6.86,small-vehicle,No
36683,145,204.3,1868.71,162.23,-2,12.16675,0.045,3.14,6.86,small-vehicle,No
36684,145,204.4,1869.926675,162.22,-2,12.17125,0.045,3.14,6.86,small-vehicle,No
36685,145,204.5,1871.1438,162.2,-2,12.17575,0.045,3.14,6.86,small-vehicle,No
36686,145,204.6,1872.361375,162.19,-2,12.18025,0.045,3.14,6.86,small-vehicle,No
36687,145,204.7,1873.5794,162.17,-2,12.18475,-0.0575,3.14,6.86,small-vehicle,No
36688,145,204.8,1874.797875,162.15,-2,12.179,-0.0575,3.14,6.86,small-vehicle,No
36689,145,204.9,1876.015775,162.13,-2,12.17325,-0.0575,3.15,6.87,small-vehicle,No
36690,145,205.0,1877.2331,162.11,-2,12.1675,-0.0575,3.15,6.87,small-vehicle,No
36691,145,205.1,1878.44985,162.08,-2,12.16175,-0.0575,3.15,6.87,small-vehicle,No
36692,145,205.2,1879.666025,162.06,-2,12.156,-0.1575,3.15,6.87,small-vehicle,No
36693,145,205.3,1880.881625,162.04,-2,12.14025,-0.1575,3.16,6.88,small-vehicle,No
36694,145,205.4,1882.09565,162.01,-2,12.1245,-0.16,3.16,6.88,small-vehicle,No
36695,145,205.5,1883.3081,161.98,-2,12.1085,-0.1575,3.16,6.88,small-vehicle,No
36696,145,205.6,1884.51895,161.96,-2,12.09275,-0.1575,3.17,6.88,small-vehicle,No
36697,145,205.7,1885.728225,161.93,-2,12.077,-0.2075,3.17,6.88,small-vehicle,No
36698,145,205.8,1886.935925,161.9,-2,12.05625,-0.205,3.17,6.88,small-vehicle,No
36699,145,205.9,1888.14155,161.87,-2,12.03575,-0.2075,3.18,6.88,small-vehicle,No
36700,145,206.0,1889.345125,161.84,-2,12.015,-0.2075,3.18,6.89,small-vehicle,No
36701,145,206.1,1890.546625,161.81,-2,11.99425,-0.2575,3.18,6.89,small-vehicle,No
36702,145,206.2,1891.74605,161.77,-2,11.9685,-0.31,3.19,6.89,small-vehicle,No
36703,145,206.3,1892.9429,161.74,-2,11.9375,-0.31,3.19,6.89,small-vehicle,No
36704,145,206.4,1894.13665,161.7,-2,11.9065,-0.3625,3.2,6.89,small-vehicle,No
36705,145,206.5,1895.3273,161.67,-2,11.87025,-0.415,3.2,6.89,small-vehicle,No
36706,145,206.6,1896.514325,161.63,-2,11.82875,-0.4625,3.21,6.9,small-vehicle,No
36707,145,206.7,1897.6972,161.59,-2,11.7825,-0.5125,3.22,6.9,small-vehicle,No
36708,145,206.8,1898.87545,161.55,-2,11.73125,-0.515,3.23,6.91,small-vehicle,No
36709,145,206.9,1900.048575,161.51,-2,11.67975,-0.5675,3.23,6.91,small-vehicle,No
36710,145,207.0,1901.21655,161.47,-2,11.623,-0.6175,3.24,6.91,small-vehicle,No
36711,145,207.1,1902.37885,161.43,-2,11.56125,-0.615,3.25,6.91,small-vehicle,No
36712,145,207.2,1903.534975,161.38,-2,11.49975,-0.665,3.26,6.92,small-vehicle,No
36713,145,207.3,1904.68495,161.34,-2,11.43325,-0.7175,3.26,6.92,small-vehicle,No
36714,145,207.4,1905.828275,161.3,-2,11.3615,-0.7675,3.27,6.92,small-vehicle,No
36715,145,207.5,1906.964425,161.25,-2,11.28475,-0.815,3.28,6.93,small-vehicle,No
36716,145,207.6,1908.0929,161.21,-2,11.20325,-0.765,3.29,6.93,small-vehicle,No
36717,145,207.7,1909.213225,161.17,-2,11.12675,-0.815,3.29,6.93,small-vehicle,No
36718,145,207.8,1910.3259,161.12,-2,11.04525,-0.8625,3.3,6.94,small-vehicle,No
36719,145,207.9,1911.430425,161.08,-2,10.959,-0.8125,3.31,6.94,small-vehicle,No
36720,145,208.0,1912.526325,161.03,-2,10.87775,-0.8625,3.32,6.94,small-vehicle,No
36721,145,208.1,1913.6141,160.98,-2,10.7915,-0.86,3.32,6.95,small-vehicle,No
36722,145,208.2,1914.69325,160.94,-2,10.7055,-0.86,3.33,6.95,small-vehicle,No
36723,145,208.3,1915.7638,160.89,-2,10.6195,-0.86,3.34,6.95,small-vehicle,No
36724,145,208.4,1916.82575,160.84,-2,10.5335,-0.86,3.34,6.95,small-vehicle,No
36725,145,208.5,1917.8791,160.79,-2,10.4475,-0.9075,3.35,6.95,small-vehicle,No
36726,145,208.6,1918.92385,160.74,-2,10.35675,-0.9075,3.36,6.95,small-vehicle,No
36727,145,208.7,1919.959525,160.7,-2,10.266,-0.8575,3.36,6.95,small-vehicle,No
36728,145,208.8,1920.986125,160.65,-2,10.18025,-0.855,3.37,6.96,small-vehicle,No
36729,145,208.9,1922.00415,160.59,-2,10.09475,-0.955,3.37,6.96,small-vehicle,No
36730,145,209.0,1923.013625,160.54,-2,9.99925,-0.9575,3.38,6.96,small-vehicle,No
36731,145,209.1,1924.01355,160.49,-2,9.9035,-0.9575,3.39,6.96,small-vehicle,No
36732,145,209.2,1925.0039,160.44,-2,9.80775,-0.9575,3.39,6.97,small-vehicle,No
36733,145,209.3,1925.984675,160.39,-2,9.712,-1.01,3.4,6.97,small-vehicle,No
36734,145,209.4,1926.955875,160.34,-2,9.611,-1.06,3.41,6.98,small-vehicle,No
36735,145,209.5,1927.916975,160.29,-2,9.505,-1.0075,3.41,6.98,small-vehicle,No
36736,145,209.6,1928.867475,160.24,-2,9.40425,-1.0575,3.42,6.99,small-vehicle,No
36737,145,209.7,1929.8079,160.18,-2,9.2985,-1.0575,3.43,6.99,small-vehicle,No
36738,145,209.8,1930.73775,160.13,-2,9.19275,-1.005,3.43,6.99,small-vehicle,No
36739,145,209.9,1931.657025,160.08,-2,9.09225,-1.055,3.44,6.99,small-vehicle,No
36740,145,210.0,1932.56625,160.03,-2,8.98675,-1.0025,3.44,6.99,small-vehicle,No
36741,145,210.1,1933.464925,159.98,-2,8.8865,-0.95,3.45,6.99,small-vehicle,No
36742,145,210.2,1934.353575,159.93,-2,8.7915,-0.9475,3.45,6.99,small-vehicle,No
36743,145,210.3,1935.232725,159.88,-2,8.69675,-0.895,3.46,7.0,small-vehicle,No
36744,145,210.4,1936.1024,159.82,-2,8.60725,-0.895,3.46,7.0,small-vehicle,No
36745,145,210.5,1936.963125,159.77,-2,8.51775,-0.845,3.46,7.0,small-vehicle,No
36746,145,210.6,1937.8149,159.72,-2,8.43325,-0.7925,3.47,7.0,small-vehicle,No
36747,145,210.7,1938.658225,159.67,-2,8.354,-0.74,3.47,7.0,small-vehicle,No
36748,145,210.8,1939.493625,159.62,-2,8.28,-0.69,3.47,7.0,small-vehicle,No
36749,145,210.9,1940.321625,159.57,-2,8.211,-0.6875,3.48,7.0,small-vehicle,No
36750,145,211.0,1941.142725,159.52,-2,8.14225,-0.6375,3.48,7.0,small-vehicle,No
36751,145,211.1,1941.95695,159.46,-2,8.0785,-0.5875,3.48,7.0,small-vehicle,No
36752,145,211.2,1942.7648,159.41,-2,8.01975,-0.585,3.49,7.0,small-vehicle,No
