,time,xloc,yloc,ID
27382,0.0,171.44170000000008,-2.039999999999992,83
27383,0.09999999999999432,172.07895000000008,-2.079999999999984,83
27384,0.19999999999998863,172.70837499999993,-2.1299999999999955,83
27385,0.30000000000001137,173.32895000000008,-2.180000000000007,83
27386,0.4000000000000057,173.93967500000008,-2.2299999999999898,83
27387,0.5,174.5400749999999,-2.280000000000001,83
27388,0.5999999999999943,175.1296749999999,-2.319999999999993,83
27389,0.6999999999999886,175.7084749999999,-2.3700000000000045,83
27390,0.8000000000000114,176.276975,-2.4099999999999966,83
27391,0.9000000000000057,176.83517499999994,-2.4499999999999886,83
27392,1.0,177.3825750000001,-2.490000000000009,83
27393,1.0999999999999943,177.91920000000005,-2.530000000000001,83
27394,1.1999999999999886,178.4455499999999,-2.569999999999993,83
27395,1.3000000000000114,178.9616000000001,-2.609999999999985,83
27396,1.4000000000000057,179.4673499999999,-2.6399999999999864,83
27397,1.5,179.9622999999999,-2.6699999999999875,83
27398,1.5999999999999943,180.44647499999996,-2.6999999999999886,83
27399,1.6999999999999886,180.92037499999992,-2.740000000000009,83
27400,1.8000000000000114,181.3834750000001,-2.759999999999991,83
27401,1.9000000000000057,181.835775,-2.789999999999992,83
27402,2.0,182.27727499999992,-2.819999999999993,83
27403,2.0999999999999943,182.70797500000003,-2.8400000000000034,83
27404,2.1999999999999886,183.1278749999999,-2.8700000000000045,83
27405,2.3000000000000114,183.54212499999994,-2.8899999999999864,83
