,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC
65338,972,228.4,1830.332925,162.35,-2,11.09425,-0.3525,2.62,4.65,small-vehicle,No
65339,972,228.5,1831.44235,162.35,-2,11.059,-0.3525,2.62,4.66,small-vehicle,No
65340,972,228.6,1832.54825,162.35,-2,11.02375,-0.405,2.62,4.66,small-vehicle,No
65341,972,228.7,1833.650625,162.35,-2,10.98325,-0.4025,2.62,4.66,small-vehicle,No
65342,972,228.8,1834.74895,162.34,-2,10.943,-0.4025,2.63,4.66,small-vehicle,No
65343,972,228.9,1835.84325,162.34,-2,10.90275,-0.3525,2.63,4.66,small-vehicle,No
65344,972,229.0,1836.933525,162.33,-2,10.8675,-0.35,2.63,4.67,small-vehicle,No
65345,972,229.1,1838.020275,162.32,-2,10.8325,-0.4025,2.64,4.67,small-vehicle,No
65346,972,229.2,1839.103525,162.31,-2,10.79225,-0.4025,2.64,4.67,small-vehicle,No
65347,972,229.3,1840.18275,162.31,-2,10.752,-0.4,2.64,4.67,small-vehicle,No
65348,972,229.4,1841.25795,162.3,-2,10.712,-0.35,2.65,4.68,small-vehicle,No
65349,972,229.5,1842.32915,162.29,-2,10.677,-0.35,2.65,4.68,small-vehicle,No
65350,972,229.6,1843.39685,162.28,-2,10.642,-0.4025,2.65,4.68,small-vehicle,No
65351,972,229.7,1844.46105,162.27,-2,10.60175,-0.4025,2.65,4.68,small-vehicle,No
65352,972,229.8,1845.521225,162.26,-2,10.5615,-0.35,2.66,4.68,small-vehicle,No
65353,972,229.9,1846.577375,162.25,-2,10.5265,-0.35,2.66,4.68,small-vehicle,No
65354,972,230.0,1847.630025,162.24,-2,10.4915,-0.4,2.66,4.68,small-vehicle,No
65355,972,230.1,1848.679175,162.23,-2,10.4515,-0.4,2.66,4.68,small-vehicle,No
65356,972,230.2,1849.724325,162.21,-2,10.4115,-0.35,2.67,4.68,small-vehicle,No
65357,972,230.3,1850.765475,162.2,-2,10.3765,-0.35,2.67,4.68,small-vehicle,No
65358,972,230.4,1851.803125,162.19,-2,10.3415,-0.4,2.67,4.68,small-vehicle,No
65359,972,230.5,1852.837275,162.18,-2,10.3015,-0.3475,2.67,4.68,small-vehicle,No
65360,972,230.6,1853.867425,162.17,-2,10.26675,-0.2975,2.68,4.68,small-vehicle,No
65361,972,230.7,1854.8941,162.16,-2,10.237,-0.2975,2.68,4.68,small-vehicle,No
65362,972,230.8,1855.9178,162.15,-2,10.20725,-0.295,2.68,4.68,small-vehicle,No
65363,972,230.9,1856.938525,162.13,-2,10.17775,-0.245,2.69,4.68,small-vehicle,No
65364,972,231.0,1857.9563,162.12,-2,10.15325,-0.245,2.69,4.68,small-vehicle,No
65365,972,231.1,1858.971625,162.1,-2,10.12875,-0.245,2.69,4.68,small-vehicle,No
65366,972,231.2,1859.9845,162.09,-2,10.10425,-0.195,2.7,4.67,small-vehicle,No
65367,972,231.3,1860.994925,162.07,-2,10.08475,-0.1925,2.7,4.67,small-vehicle,No
65368,972,231.4,1862.0034,162.06,-2,10.0655,-0.1925,2.7,4.67,small-vehicle,No
65369,972,231.5,1863.00995,162.04,-2,10.04625,-0.195,2.71,4.67,small-vehicle,No
65370,972,231.6,1864.014575,162.02,-2,10.02675,-0.1975,2.71,4.66,small-vehicle,No
65371,972,231.7,1865.01725,162.0,-2,10.007,-0.1975,2.71,4.66,small-vehicle,No
65372,972,231.8,1866.01795,161.98,-2,9.98725,-0.195,2.71,4.66,small-vehicle,No
65373,972,231.9,1867.016675,161.96,-2,9.96775,-0.195,2.72,4.65,small-vehicle,No
65374,972,232.0,1868.01345,161.94,-2,9.94825,-0.1475,2.72,4.65,small-vehicle,No
65375,972,232.1,1869.008275,161.92,-2,9.9335,-0.1475,2.72,4.64,small-vehicle,No
65376,972,232.2,1870.001625,161.9,-2,9.91875,-0.195,2.73,4.64,small-vehicle,No
65377,972,232.3,1870.9935,161.88,-2,9.89925,-0.145,2.73,4.63,small-vehicle,No
65378,972,232.4,1871.983425,161.86,-2,9.88475,-0.145,2.73,4.63,small-vehicle,No
65379,972,232.5,1872.9719,161.84,-2,9.87025,-0.1475,2.73,4.63,small-vehicle,No
65380,972,232.6,1873.958925,161.82,-2,9.8555,-0.0975,2.74,4.62,small-vehicle,No
65381,972,232.7,1874.944475,161.79,-2,9.84575,-0.095,2.74,4.62,small-vehicle,No
65382,972,232.8,1875.92905,161.77,-2,9.83625,-0.095,2.74,4.61,small-vehicle,No
65383,972,232.9,1876.912675,161.75,-2,9.82675,-0.095,2.75,4.61,small-vehicle,No
65384,972,233.0,1877.89535,161.72,-2,9.81725,-0.045,2.75,4.61,small-vehicle,No
65385,972,233.1,1878.877075,161.69,-2,9.81275,-0.045,2.76,4.61,small-vehicle,No
65386,972,233.2,1879.85835,161.67,-2,9.80825,-0.0425,2.76,4.6,small-vehicle,No
65387,972,233.3,1880.839175,161.64,-2,9.804,0.0075,2.76,4.6,small-vehicle,No
65388,972,233.4,1881.819575,161.61,-2,9.80475,0.005,2.77,4.6,small-vehicle,No
65389,972,233.5,1882.80005,161.58,-2,9.80525,0.0075,2.77,4.6,small-vehicle,No
65390,972,233.6,1883.780575,161.55,-2,9.806,0.0075,2.78,4.6,small-vehicle,No
65391,972,233.7,1884.761175,161.52,-2,9.80675,0.055,2.78,4.6,small-vehicle,No
65392,972,233.8,1885.74185,161.49,-2,9.81225,0.055,2.79,4.6,small-vehicle,No
65393,972,233.9,1886.723075,161.45,-2,9.81775,0.005,2.79,4.6,small-vehicle,No
65394,972,234.0,1887.70485,161.42,-2,9.81825,0.055,2.8,4.6,small-vehicle,No
65395,972,234.1,1888.686675,161.38,-2,9.82375,0.0525,2.8,4.6,small-vehicle,No
65396,972,234.2,1889.66905,161.34,-2,9.829,0.0025,2.81,4.6,small-vehicle,No
65397,972,234.3,1890.65195,161.31,-2,9.82925,0.0025,2.81,4.6,small-vehicle,No
65398,972,234.4,1891.634875,161.27,-2,9.8295,0.0525,2.82,4.6,small-vehicle,No
65399,972,234.5,1892.617825,161.23,-2,9.83475,0.0525,2.82,4.61,small-vehicle,No
65400,972,234.6,1893.6013,161.18,-2,9.84,-7.35e-11,2.83,4.61,small-vehicle,No
65401,972,234.7,1894.5853,161.14,-2,9.84,7.35e-11,2.83,4.61,small-vehicle,No
65402,972,234.8,1895.5693,161.1,-2,9.84,0.0025,2.84,4.62,small-vehicle,No
65403,972,234.9,1896.5533,161.05,-2,9.84025,0.0525,2.84,4.63,small-vehicle,No
65404,972,235.0,1897.537325,161.01,-2,9.8455,0.05,2.85,4.63,small-vehicle,No
65405,972,235.1,1898.521875,160.96,-2,9.8505,-5.26e-12,2.85,4.64,small-vehicle,No
65406,972,235.2,1899.506925,160.91,-2,9.8505,0.0025,2.86,4.65,small-vehicle,No
65407,972,235.3,1900.491975,160.87,-2,9.85075,0.0525,2.86,4.66,small-vehicle,No
65408,972,235.4,1901.47705,160.82,-2,9.856,0.1,2.87,4.67,small-vehicle,No
65409,972,235.5,1902.46265,160.77,-2,9.866,0.0525,2.88,4.68,small-vehicle,No
65410,972,235.6,1903.44925,160.72,-2,9.87125,0.0525,2.88,4.69,small-vehicle,No
65411,972,235.7,1904.436375,160.67,-2,9.8765,0.1025,2.89,4.7,small-vehicle,No
65412,972,235.8,1905.424025,160.62,-2,9.88675,0.105,2.89,4.71,small-vehicle,No
65413,972,235.9,1906.4127,160.57,-2,9.89725,0.0525,2.9,4.73,small-vehicle,No
65414,972,236.0,1907.402425,160.52,-2,9.9025,0.0525,2.9,4.74,small-vehicle,No
65415,972,236.1,1908.392675,160.46,-2,9.90775,0.1025,2.9,4.75,small-vehicle,No
65416,972,236.2,1909.38345,160.41,-2,9.918,0.1525,2.91,4.76,small-vehicle,No
65417,972,236.3,1910.37525,160.36,-2,9.93325,0.1025,2.91,4.77,small-vehicle,No
65418,972,236.4,1911.368575,160.3,-2,9.9435,0.05,2.91,4.78,small-vehicle,No
65419,972,236.5,1912.362925,160.24,-2,9.9485,0.1025,2.92,4.79,small-vehicle,No
65420,972,236.6,1913.357775,160.19,-2,9.95875,0.1025,2.92,4.8,small-vehicle,No
65421,972,236.7,1914.35365,160.13,-2,9.969,0.0975,2.92,4.81,small-vehicle,No
65422,972,236.8,1915.35055,160.07,-2,9.97875,0.0475,2.92,4.82,small-vehicle,No
65423,972,236.9,1916.348425,160.01,-2,9.9835,0.05,2.92,4.83,small-vehicle,No
