,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC,run-index
721400,393,60.4,915.80275,229.22,2,19.0305,-0.5,6.0,2.67,small-vehicle,No,11
721401,393,60.5,917.7058,229.13,2,18.9805,-0.5,6.0,2.67,small-vehicle,No,11
721402,393,60.6,919.60385,229.05,2,18.931,-0.45,6.0,2.67,small-vehicle,No,11
721403,393,60.7,921.49695,228.97,2,18.886,-0.4,6.0,2.67,small-vehicle,No,11
721404,393,60.8,923.38555,228.9,2,18.8465,-0.4,6.0,2.67,small-vehicle,No,11
721405,393,60.9,925.2702,228.82,2,18.8065,-0.39,6.0,2.67,small-vehicle,No,11
721406,393,61.0,927.15085,228.75,2,18.7675,-0.34,6.0,2.67,small-vehicle,No,11
721407,393,61.1,929.0276,228.68,2,18.733,-0.29,6.0,2.67,small-vehicle,No,11
721408,393,61.2,930.9009,228.61,2,18.7035,-0.24,6.0,2.67,small-vehicle,No,11
721409,393,61.3,932.77125,228.55,2,18.6795,-0.24,6.0,2.67,small-vehicle,No,11
721410,393,61.4,934.6392,228.48,2,18.6555,-0.24,6.0,2.67,small-vehicle,No,11
721411,393,61.5,936.50475,228.42,2,18.6315,-0.19,6.0,2.67,small-vehicle,No,11
721412,393,61.6,938.3679,228.36,2,18.6125,-0.19,6.0,2.67,small-vehicle,No,11
721413,393,61.7,940.22915,228.3,2,18.5935,-0.19,6.0,2.67,small-vehicle,No,11
721414,393,61.8,942.0885,228.24,2,18.5745,-0.19,6.0,2.67,small-vehicle,No,11
721415,393,61.9,943.94595,228.18,2,18.555,-0.19,6.0,2.67,small-vehicle,No,11
721416,393,62.0,945.80145,228.12,2,18.536,-0.14,6.0,2.67,small-vehicle,No,11
721417,393,62.1,947.65505,228.07,2,18.5215,-0.14,6.0,2.67,small-vehicle,No,11
721418,393,62.2,949.5072,228.01,2,18.5075,-0.15,6.0,2.67,small-vehicle,No,11
721419,393,62.3,951.35795,227.96,2,18.493,-0.09,6.0,2.67,small-vehicle,No,11
721420,393,62.4,953.20725,227.91,2,18.484,-0.09,6.0,2.67,small-vehicle,No,11
721421,393,62.5,955.05565,227.85,2,18.4745,-0.09,6.0,2.67,small-vehicle,No,11
721422,393,62.6,956.9031,227.8,2,18.4655,-0.04,6.0,2.67,small-vehicle,No,11
721423,393,62.7,958.74965,227.75,2,18.4615,0.06,6.0,2.67,small-vehicle,No,11
721424,393,62.8,960.5958,227.7,2,18.4675,0.06,6.0,2.67,small-vehicle,No,11
721425,393,62.9,962.44255,227.65,2,18.4735,0.07,6.0,2.67,small-vehicle,No,11
721426,393,63.0,964.2899,227.6,2,18.4805,0.16,6.0,2.67,small-vehicle,No,11
721427,393,63.1,966.13795,227.55,2,18.497,0.21,6.0,2.67,small-vehicle,No,11
721428,393,63.2,967.98765,227.51,2,18.518,0.21,6.0,2.67,small-vehicle,No,11
721429,393,63.3,969.83945,227.46,2,18.5395,0.22,6.0,2.67,small-vehicle,No,11
721430,393,63.4,971.6934,227.41,2,18.561,0.26,6.0,2.67,small-vehicle,No,11
721431,393,63.5,973.5495,227.36,2,18.587,0.32,6.0,2.67,small-vehicle,No,11
721432,393,63.6,975.4082,227.32,2,18.619,0.26,6.0,2.67,small-vehicle,No,11
721433,393,63.7,977.2701,227.27,2,18.645,0.31,6.0,2.67,small-vehicle,No,11
721434,393,63.8,979.1346,227.22,2,18.676,0.37,6.0,2.67,small-vehicle,No,11
721435,393,63.9,981.0022,227.17,2,18.7125,0.31,6.0,2.67,small-vehicle,No,11
721436,393,64.0,982.87345,227.13,2,18.7435,0.36,6.0,2.67,small-vehicle,No,11
721437,393,64.1,984.7478,227.08,2,18.7795,0.41,6.0,2.67,small-vehicle,No,11
721438,393,64.2,986.62575,227.03,2,18.8205,0.41,6.0,2.67,small-vehicle,No,11
721439,393,64.3,988.5078,226.98,2,18.862,0.41,6.0,2.67,small-vehicle,No,11
721440,393,64.4,990.394,226.93,2,18.903,0.46,6.0,2.67,small-vehicle,No,11
