,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC,run-index
130608,1093,105.3,2875.71905,189.18,3,32.1495,0.11,5.58,2.67,small-vehicle,No,3
130609,1093,105.4,2878.934,189.51,3,32.1605,0.17,5.58,2.67,small-vehicle,No,3
130610,1093,105.5,2882.15005,189.84,3,32.177,0.32,5.58,2.67,small-vehicle,No,3
130611,1093,105.6,2885.36775,190.17,3,32.2095,0.48,5.58,2.67,small-vehicle,No,3
130612,1093,105.7,2888.5887,190.5,3,32.257,0.64,5.58,2.67,small-vehicle,No,3
130613,1093,105.8,2891.8144,190.83,3,32.321,0.79,5.58,2.67,small-vehicle,No,3
130614,1093,105.9,2895.0465,191.16,3,32.3995,0.94,5.58,2.67,small-vehicle,No,3
130615,1093,106.0,2898.28645,191.49,3,32.4935,1.1,5.58,2.67,small-vehicle,No,3
130616,1093,106.1,2901.5358,191.83,3,32.6035,1.2,5.58,2.67,small-vehicle,No,3
130617,1093,106.2,2904.79615,192.16,3,32.7235,1.35,5.58,2.67,small-vehicle,No,3
130618,1093,106.3,2908.0685,192.49,3,32.859,1.51,5.58,2.67,small-vehicle,No,3
130619,1093,106.4,2911.3544,192.83,3,33.0095,1.49,5.58,2.67,small-vehicle,No,3
130620,1093,106.5,2914.65535,193.16,3,33.159,1.44,5.58,2.67,small-vehicle,No,3
130621,1093,106.6,2917.97125,193.49,3,33.303,1.27,5.58,2.67,small-vehicle,No,3
130622,1093,106.7,2921.30155,193.82,3,33.43,1.01,5.58,2.67,small-vehicle,No,3
130623,1093,106.8,2924.64455,194.15,3,33.531,0.74,5.58,2.67,small-vehicle,No,3
130624,1093,106.9,2927.99765,194.47,3,33.6045,0.42,5.58,2.67,small-vehicle,No,3
130625,1093,107.0,2931.3581,194.79,3,33.6465,0.11,5.58,2.67,small-vehicle,No,3
130626,1093,107.1,2934.72275,195.11,3,33.6575,-0.15,5.58,2.67,small-vehicle,No,3
130627,1093,107.2,2938.0885,195.43,3,33.642,-0.35,5.58,2.67,small-vehicle,No,3
130628,1093,107.3,2941.4527,195.74,3,33.6065,-0.56,5.58,2.67,small-vehicle,No,3
130629,1093,107.4,2944.81335,196.05,3,33.55,-0.66,5.58,2.67,small-vehicle,No,3
130630,1093,107.5,2948.16835,196.36,3,33.484,-0.66,5.58,2.67,small-vehicle,No,3
130631,1093,107.6,2951.51675,196.67,3,33.418,-0.65,5.58,2.67,small-vehicle,No,3
130632,1093,107.7,2954.85855,196.98,3,33.353,-0.64,5.58,2.67,small-vehicle,No,3
130633,1093,107.8,2958.19385,197.28,3,33.2895,-0.53,5.58,2.67,small-vehicle,No,3
130634,1093,107.9,2961.5228,197.58,3,33.2365,-0.43,5.58,2.67,small-vehicle,No,3
130635,1093,108.0,2964.84645,197.88,3,33.194,-0.31,5.58,2.67,small-vehicle,No,3
130636,1093,108.1,2968.16585,198.17,3,33.163,-0.15,5.58,2.67,small-vehicle,No,3
130637,1093,108.2,2971.48215,198.47,3,33.148,0.01,5.58,2.67,small-vehicle,No,3
130638,1093,108.3,2974.79695,198.76,3,33.149,0.12,5.58,2.67,small-vehicle,No,3
130639,1093,108.4,2978.11185,199.04,3,33.1605,0.21,5.58,2.67,small-vehicle,No,3
130640,1093,108.5,2981.4279,199.33,3,33.182,0.32,5.58,2.67,small-vehicle,No,3
130641,1093,108.6,2984.7461,199.61,3,33.214,0.32,5.58,2.67,small-vehicle,No,3
130642,1093,108.7,2988.0675,199.89,3,33.246,0.37,5.58,2.67,small-vehicle,No,3
130643,1093,108.8,2991.3921,200.16,3,33.2835,0.42,5.58,2.67,small-vehicle,No,3
130644,1093,108.9,2994.72045,200.43,3,33.3255,0.42,5.58,2.67,small-vehicle,No,3
130645,1093,109.0,2998.053,200.7,3,33.3675,0.47,5.58,2.67,small-vehicle,No,3
130646,1093,109.1,3001.38975,200.96,3,33.4145,0.46,5.58,2.67,small-vehicle,No,3
130647,1093,109.2,3004.7312,201.22,3,33.4605,0.36,5.58,2.67,small-vehicle,No,3
130648,1093,109.3,3008.07725,201.47,3,33.4965,0.36,5.58,2.67,small-vehicle,No,3
130649,1093,109.4,3011.4269,201.72,3,33.5325,0.35,5.58,2.67,small-vehicle,No,3
130650,1093,109.5,3014.78015,201.97,3,33.568,0.3,5.58,2.67,small-vehicle,No,3
130651,1093,109.6,3018.13695,202.21,3,33.5985,0.3,5.58,2.67,small-vehicle,No,3
130652,1093,109.7,3021.4968,202.45,3,33.6285,0.25,5.58,2.67,small-vehicle,No,3
130653,1093,109.8,3024.85965,202.68,3,33.6535,0.2,5.58,2.67,small-vehicle,No,3
130654,1093,109.9,3028.225,202.91,3,33.673,0.19,5.58,2.67,small-vehicle,No,3
130655,1093,110.0,3031.5923,203.14,3,33.6925,0.2,5.58,2.67,small-vehicle,No,3
130656,1093,110.1,3034.96155,203.36,3,33.7125,0.14,5.58,2.67,small-vehicle,No,3
130657,1093,110.2,3038.3328,203.57,3,33.7265,0.15,5.58,2.67,small-vehicle,No,3
130658,1093,110.3,3041.70545,203.78,3,33.7415,0.14,5.58,2.67,small-vehicle,No,3
130659,1093,110.4,3045.0796,203.98,3,33.7555,0.09,5.58,2.67,small-vehicle,No,3
130660,1093,110.5,3048.45515,204.18,3,33.765,0.15,5.58,2.67,small-vehicle,No,3
130661,1093,110.6,3051.83165,204.37,3,33.78,0.14,5.58,2.67,small-vehicle,No,3
130662,1093,110.7,3055.20965,204.56,3,33.794,0.1,5.58,2.67,small-vehicle,No,3
130663,1093,110.8,3058.58905,204.74,3,33.804,0.1,5.58,2.67,small-vehicle,No,3
130664,1093,110.9,3061.96945,204.92,3,33.8135,0.14,5.58,2.67,small-vehicle,No,3
130665,1093,111.0,3065.3508,205.09,3,33.828,0.15,5.58,2.67,small-vehicle,No,3
130666,1093,111.1,3068.7336,205.26,3,33.843,0.1,5.58,2.67,small-vehicle,No,3
130667,1093,111.2,3072.1179,205.42,3,33.853,0.15,5.58,2.67,small-vehicle,No,3
130668,1093,111.3,3075.5032,205.58,3,33.868,0.2,5.58,2.67,small-vehicle,No,3
130669,1093,111.4,3078.89,205.73,3,33.888,0.2,5.58,2.67,small-vehicle,No,3
130670,1093,111.5,3082.2788,205.88,3,33.908,0.21,5.58,2.67,small-vehicle,No,3
130671,1093,111.6,3085.6696,206.02,3,33.929,0.25,5.58,2.67,small-vehicle,No,3
130672,1093,111.7,3089.0625,206.16,3,33.954,0.31,5.58,2.67,small-vehicle,No,3
130673,1093,111.8,3092.4579,206.29,3,33.985,0.26,5.58,2.67,small-vehicle,No,3
130674,1093,111.9,3095.8564,206.43,3,34.0105,0.25,5.58,2.67,small-vehicle,No,3
130675,1093,112.0,3099.25745,206.55,3,34.0355,0.31,5.58,2.67,small-vehicle,No,3
130676,1093,112.1,3102.661,206.67,3,34.0665,0.3,5.58,2.67,small-vehicle,No,3
130677,1093,112.2,3106.06765,206.79,3,34.0965,0.31,5.58,2.67,small-vehicle,No,3
130678,1093,112.3,3109.4773,206.9,3,34.1275,0.3,5.58,2.67,small-vehicle,No,3
130679,1093,112.4,3112.89005,207.01,3,34.1575,0.3,5.58,2.67,small-vehicle,No,3
