time,adjusted_time,xloc
115.0,0.0,1165.0
115.1,0.1,1166.0149
115.19999999999999,0.2,1167.0298
115.29999999999998,0.30000000000000004,1168.0447
115.39999999999998,0.4,1169.0596
115.49999999999997,0.5,1170.0745
115.59999999999997,0.6000000000000001,1171.0894
115.69999999999996,0.7000000000000001,1172.1043
115.79999999999995,0.8,1173.1192
115.89999999999995,0.9,1174.1341
115.99999999999994,1.0,1175.149
116.09999999999994,1.1,1176.1639
116.19999999999993,1.2000000000000002,1177.1788
116.29999999999993,1.3,1178.1937
116.39999999999992,1.4000000000000001,1179.2086
116.49999999999991,1.5,1180.2235
116.59999999999991,1.6,1181.2384
116.6999999999999,1.7000000000000002,1182.2533
116.7999999999999,1.8,1183.2682
116.89999999999989,1.9000000000000001,1184.2831
116.99999999999989,2.0,1185.298
117.09999999999988,2.1,1186.3129
117.19999999999987,2.2,1187.3278
117.29999999999987,2.3000000000000003,1188.3427
117.39999999999986,2.4000000000000004,1189.3576
117.49999999999986,2.5,1190.3725
117.59999999999985,2.6,1191.3874
117.69999999999985,2.7,1192.4023
117.79999999999984,2.8000000000000003,1193.4172
117.89999999999984,2.9000000000000004,1194.4321
117.99999999999983,3.0,1195.447
118.09999999999982,3.1,1196.4619
118.19999999999982,3.2,1197.4768
118.29999999999981,3.3000000000000003,1198.4917
118.3999999999998,3.4000000000000004,1199.5066
118.4999999999998,3.5,1200.5215
118.5999999999998,3.6,1201.5364
118.69999999999979,3.7,1202.5513
118.79999999999978,3.8000000000000003,1203.5662
118.89999999999978,3.9000000000000004,1204.5811
118.99999999999977,4.0,1205.596
119.09999999999977,4.1000000000000005,1206.6109
119.19999999999976,4.2,1207.6258
119.29999999999976,4.3,1208.6407
119.39999999999975,4.4,1209.6556
119.49999999999974,4.5,1210.6705
119.59999999999974,4.6000000000000005,1211.6854
119.69999999999973,4.7,1212.7003
119.79999999999973,4.800000000000001,1213.7152
119.89999999999972,4.9,1214.7301
