time,adjusted_time,xloc
111.3,0.0,1165.0
111.39999999999999,0.1,1166.2737375
111.49999999999999,0.2,1167.547475
111.59999999999998,0.30000000000000004,1168.8212125
111.69999999999997,0.4,1170.09495
111.79999999999997,0.5,1171.3686875
111.89999999999996,0.6000000000000001,1172.642425
111.99999999999996,0.7000000000000001,1173.9161625
112.09999999999995,0.8,1175.1899
112.19999999999995,0.9,1176.4636375
112.29999999999994,1.0,1177.737375
112.39999999999993,1.1,1179.0111125
112.49999999999993,1.2000000000000002,1180.28485
112.59999999999992,1.3,1181.5585875
112.69999999999992,1.4000000000000001,1182.832325
112.79999999999991,1.5,1184.1060625
112.8999999999999,1.6,1185.3798
112.9999999999999,1.7000000000000002,1186.6535375
113.0999999999999,1.8,1187.927275
113.19999999999989,1.9000000000000001,1189.2010125
113.29999999999988,2.0,1190.47475
113.39999999999988,2.1,1191.7484875
113.49999999999987,2.2,1193.022225
113.59999999999987,2.3000000000000003,1194.2959625
113.69999999999986,2.4000000000000004,1195.5697
113.79999999999986,2.5,1196.8434375
113.89999999999985,2.6,1198.117175
113.99999999999984,2.7,1199.3909125
114.09999999999984,2.8000000000000003,1200.66465
114.19999999999983,2.9000000000000004,1201.9383875
114.29999999999983,3.0,1203.212125
114.39999999999982,3.1,1204.4858625
114.49999999999982,3.2,1205.7596
114.59999999999981,3.3000000000000003,1207.0333375
114.6999999999998,3.4000000000000004,1208.307075
114.7999999999998,3.5,1209.5808125
114.89999999999979,3.6,1210.85455
114.99999999999979,3.7,1212.1282875
115.09999999999978,3.8000000000000003,1213.402025
115.19999999999978,3.9000000000000004,1214.6757625
115.29999999999977,4.0,1215.9495
115.39999999999976,4.1000000000000005,1217.2232375
115.49999999999976,4.2,1218.496975
115.59999999999975,4.3,1219.7707125
115.69999999999975,4.4,1221.04445
115.79999999999974,4.5,1222.3181875
115.89999999999974,4.6000000000000005,1223.591925
115.99999999999973,4.7,1224.8656625
116.09999999999972,4.800000000000001,1226.1394
116.19999999999972,4.9,1227.4131375
