time,adjusted_time,xloc
205.2,0.0,2111.0
205.29999999999998,0.1,2111.2044
205.39999999999998,0.2,2111.4088
205.49999999999997,0.30000000000000004,2111.6132
205.59999999999997,0.4,2111.8176
205.69999999999996,0.5,2112.022
205.79999999999995,0.6000000000000001,2112.2264
205.89999999999995,0.7000000000000001,2112.4308
205.99999999999994,0.8,2112.6352
206.09999999999994,0.9,2112.8396
206.19999999999993,1.0,2113.044
206.29999999999993,1.1,2113.2484
206.39999999999992,1.2000000000000002,2113.4528
206.49999999999991,1.3,2113.6572
206.5999999999999,1.4000000000000001,2113.8616
206.6999999999999,1.5,2114.066
206.7999999999999,1.6,2114.2704
206.8999999999999,1.7000000000000002,2114.4748
206.9999999999999,1.8,2114.6792
207.09999999999988,1.9000000000000001,2114.8836
207.19999999999987,2.0,2115.088
207.29999999999987,2.1,2115.2924
207.39999999999986,2.2,2115.4968
207.49999999999986,2.3000000000000003,2115.7012
207.59999999999985,2.4000000000000004,2115.9056
207.69999999999985,2.5,2116.11
207.79999999999984,2.6,2116.3144
207.89999999999984,2.7,2116.5188
207.99999999999983,2.8000000000000003,2116.7232
208.09999999999982,2.9000000000000004,2116.9276
208.19999999999982,3.0,2117.132
208.2999999999998,3.1,2117.3364
208.3999999999998,3.2,2117.5408
208.4999999999998,3.3000000000000003,2117.7452
208.5999999999998,3.4000000000000004,2117.9496
208.6999999999998,3.5,2118.154
208.79999999999978,3.6,2118.3584
208.89999999999978,3.7,2118.5628
208.99999999999977,3.8000000000000003,2118.7672
209.09999999999977,3.9000000000000004,2118.9716
209.19999999999976,4.0,2119.176
209.29999999999976,4.1000000000000005,2119.3804
209.39999999999975,4.2,2119.5848
209.49999999999974,4.3,2119.7892
209.59999999999974,4.4,2119.9936
209.69999999999973,4.5,2120.198
209.79999999999973,4.6000000000000005,2120.4024
209.89999999999972,4.7,2120.6068
209.99999999999972,4.800000000000001,2120.8112
210.0999999999997,4.9,2121.0156
