time,adjusted_time,xloc
112.9,0.0,1165.0
113.0,0.1,1166.1827
113.1,0.2,1167.3654
113.19999999999999,0.30000000000000004,1168.5481
113.29999999999998,0.4,1169.7308
113.39999999999998,0.5,1170.9135
113.49999999999997,0.6000000000000001,1172.0962
113.59999999999997,0.7000000000000001,1173.2789
113.69999999999996,0.8,1174.4616
113.79999999999995,0.9,1175.6443
113.89999999999995,1.0,1176.827
113.99999999999994,1.1,1178.0097
114.09999999999994,1.2000000000000002,1179.1924
114.19999999999993,1.3,1180.3751
114.29999999999993,1.4000000000000001,1181.5578
114.39999999999992,1.5,1182.7405
114.49999999999991,1.6,1183.9232
114.59999999999991,1.7000000000000002,1185.1059
114.6999999999999,1.8,1186.2886
114.7999999999999,1.9000000000000001,1187.4713
114.89999999999989,2.0,1188.654
114.99999999999989,2.1,1189.8367
115.09999999999988,2.2,1191.0194
115.19999999999987,2.3000000000000003,1192.2021
115.29999999999987,2.4000000000000004,1193.3848
115.39999999999986,2.5,1194.5675
115.49999999999986,2.6,1195.7502
115.59999999999985,2.7,1196.9329
115.69999999999985,2.8000000000000003,1198.1156
115.79999999999984,2.9000000000000004,1199.2983
115.89999999999984,3.0,1200.481
115.99999999999983,3.1,1201.6637
116.09999999999982,3.2,1202.8464
116.19999999999982,3.3000000000000003,1204.0291
116.29999999999981,3.4000000000000004,1205.2118
116.3999999999998,3.5,1206.3945
116.4999999999998,3.6,1207.5772
116.5999999999998,3.7,1208.7599
116.69999999999979,3.8000000000000003,1209.9426
116.79999999999978,3.9000000000000004,1211.1253
116.89999999999978,4.0,1212.308
116.99999999999977,4.1000000000000005,1213.4907
117.09999999999977,4.2,1214.6734
117.19999999999976,4.3,1215.8561
117.29999999999976,4.4,1217.0388
117.39999999999975,4.5,1218.2215
117.49999999999974,4.6000000000000005,1219.4042
117.59999999999974,4.7,1220.5869
117.69999999999973,4.800000000000001,1221.7696
117.79999999999973,4.9,1222.9523
