time,adjusted_time,xloc
71.0,0.0,1165.0
71.1,0.1,1165.91265
71.19999999999999,0.2,1166.8253
71.29999999999998,0.30000000000000004,1167.73795
71.39999999999998,0.4,1168.6506
71.49999999999997,0.5,1169.56325
71.59999999999997,0.6000000000000001,1170.4759
71.69999999999996,0.7000000000000001,1171.38855
71.79999999999995,0.8,1172.3012
71.89999999999995,0.9,1173.21385
71.99999999999994,1.0,1174.1265
72.09999999999994,1.1,1175.03915
72.19999999999993,1.2000000000000002,1175.9518
72.29999999999993,1.3,1176.86445
72.39999999999992,1.4000000000000001,1177.7771
72.49999999999991,1.5,1178.68975
72.59999999999991,1.6,1179.6024
72.6999999999999,1.7000000000000002,1180.51505
72.7999999999999,1.8,1181.4277
72.89999999999989,1.9000000000000001,1182.34035
72.99999999999989,2.0,1183.253
73.09999999999988,2.1,1184.16565
73.19999999999987,2.2,1185.0783
73.29999999999987,2.3000000000000003,1185.99095
73.39999999999986,2.4000000000000004,1186.9036
73.49999999999986,2.5,1187.81625
73.59999999999985,2.6,1188.7289
73.69999999999985,2.7,1189.64155
73.79999999999984,2.8000000000000003,1190.5542
73.89999999999984,2.9000000000000004,1191.46685
73.99999999999983,3.0,1192.3795
74.09999999999982,3.1,1193.29215
74.19999999999982,3.2,1194.2048
74.29999999999981,3.3000000000000003,1195.11745
74.3999999999998,3.4000000000000004,1196.0301
74.4999999999998,3.5,1196.94275
74.5999999999998,3.6,1197.8554
74.69999999999979,3.7,1198.76805
74.79999999999978,3.8000000000000003,1199.6807
74.89999999999978,3.9000000000000004,1200.59335
74.99999999999977,4.0,1201.506
75.09999999999977,4.1000000000000005,1202.41865
75.19999999999976,4.2,1203.3313
75.29999999999976,4.3,1204.24395
75.39999999999975,4.4,1205.1566
75.49999999999974,4.5,1206.06925
75.59999999999974,4.6000000000000005,1206.9819
75.69999999999973,4.7,1207.89455
75.79999999999973,4.800000000000001,1208.8072
75.89999999999972,4.9,1209.71985
