time,adjusted_time,xloc
220.6,0.0,2111.0
220.7,0.1,2111.13685
220.79999999999998,0.2,2111.2737
220.89999999999998,0.30000000000000004,2111.41055
220.99999999999997,0.4,2111.5474
221.09999999999997,0.5,2111.68425
221.19999999999996,0.6000000000000001,2111.8211
221.29999999999995,0.7000000000000001,2111.95795
221.39999999999995,0.8,2112.0948
221.49999999999994,0.9,2112.23165
221.59999999999994,1.0,2112.3685
221.69999999999993,1.1,2112.50535
221.79999999999993,1.2000000000000002,2112.6422
221.89999999999992,1.3,2112.77905
221.99999999999991,1.4000000000000001,2112.9159
222.0999999999999,1.5,2113.05275
222.1999999999999,1.6,2113.1896
222.2999999999999,1.7000000000000002,2113.32645
222.3999999999999,1.8,2113.4633
222.4999999999999,1.9000000000000001,2113.60015
222.59999999999988,2.0,2113.737
222.69999999999987,2.1,2113.87385
222.79999999999987,2.2,2114.0107
222.89999999999986,2.3000000000000003,2114.14755
222.99999999999986,2.4000000000000004,2114.2844
223.09999999999985,2.5,2114.42125
223.19999999999985,2.6,2114.5581
223.29999999999984,2.7,2114.69495
223.39999999999984,2.8000000000000003,2114.8318
223.49999999999983,2.9000000000000004,2114.96865
223.59999999999982,3.0,2115.1055
223.69999999999982,3.1,2115.24235
223.7999999999998,3.2,2115.3792
223.8999999999998,3.3000000000000003,2115.51605
223.9999999999998,3.4000000000000004,2115.6529
224.0999999999998,3.5,2115.78975
224.1999999999998,3.6,2115.9266
224.29999999999978,3.7,2116.06345
224.39999999999978,3.8000000000000003,2116.2003
224.49999999999977,3.9000000000000004,2116.33715
224.59999999999977,4.0,2116.474
224.69999999999976,4.1000000000000005,2116.61085
224.79999999999976,4.2,2116.7477
224.89999999999975,4.3,2116.88455
224.99999999999974,4.4,2117.0214
225.09999999999974,4.5,2117.15825
225.19999999999973,4.6000000000000005,2117.2951
225.29999999999973,4.7,2117.43195
225.39999999999972,4.800000000000001,2117.5688
225.49999999999972,4.9,2117.70565
