time,adjusted_time,xloc
44.9,0.0,1165.0
45.0,0.1,1165.8939625
45.1,0.2,1166.787925
45.2,0.30000000000000004,1167.6818875
45.300000000000004,0.4,1168.57585
45.400000000000006,0.5,1169.4698125
45.50000000000001,0.6000000000000001,1170.363775
45.60000000000001,0.7000000000000001,1171.2577375
45.70000000000001,0.8,1172.1517
45.80000000000001,0.9,1173.0456625
45.90000000000001,1.0,1173.939625
46.000000000000014,1.1,1174.8335875
46.100000000000016,1.2000000000000002,1175.72755
46.20000000000002,1.3,1176.6215125
46.30000000000002,1.4000000000000001,1177.515475
46.40000000000002,1.5,1178.4094375
46.50000000000002,1.6,1179.3034
46.60000000000002,1.7000000000000002,1180.1973625
46.700000000000024,1.8,1181.091325
46.800000000000026,1.9000000000000001,1181.9852875
46.90000000000003,2.0,1182.87925
47.00000000000003,2.1,1183.7732125
47.10000000000003,2.2,1184.667175
47.20000000000003,2.3000000000000003,1185.5611375
47.30000000000003,2.4000000000000004,1186.4551
47.400000000000034,2.5,1187.3490625
47.500000000000036,2.6,1188.243025
47.60000000000004,2.7,1189.1369875
47.70000000000004,2.8000000000000003,1190.03095
47.80000000000004,2.9000000000000004,1190.9249125
47.90000000000004,3.0,1191.818875
48.00000000000004,3.1,1192.7128375
48.100000000000044,3.2,1193.6068
48.200000000000045,3.3000000000000003,1194.5007625
48.30000000000005,3.4000000000000004,1195.394725
48.40000000000005,3.5,1196.2886875
48.50000000000005,3.6,1197.18265
48.60000000000005,3.7,1198.0766125
48.70000000000005,3.8000000000000003,1198.970575
48.800000000000054,3.9000000000000004,1199.8645375
48.900000000000055,4.0,1200.7585
49.00000000000006,4.1000000000000005,1201.6524625
49.10000000000006,4.2,1202.546425
49.20000000000006,4.3,1203.4403875
49.30000000000006,4.4,1204.33435
49.40000000000006,4.5,1205.2283125
49.500000000000064,4.6000000000000005,1206.122275
49.600000000000065,4.7,1207.0162375
49.70000000000007,4.800000000000001,1207.9102
49.80000000000007,4.9,1208.8041625
