,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC,adjusted_time
56373,788,280.8,2512.804925,109.45,-2,13.429,-1.87,2.77,5.01,small-vehicle,No,0.0
56374,788,280.9,2514.147825,109.39,-2,13.242,-2.1225,2.77,4.98,small-vehicle,No,0.1
56375,788,281.0,2515.472025,109.33,-2,13.02975,-2.3275,2.77,4.95,small-vehicle,No,0.2
56376,788,281.1,2516.775,109.27,-2,12.797,-2.3775,2.77,4.91,small-vehicle,No,0.3
56377,788,281.2,2518.0547,109.22,-2,12.55925,-2.4275,2.77,4.87,small-vehicle,No,0.4
56378,788,281.3,2519.310625,109.17,-2,12.3165,-2.48,2.77,4.83,small-vehicle,No,0.5
56379,788,281.4,2520.542275,109.13,-2,12.0685,-2.425,2.77,4.79,small-vehicle,No,0.6
56380,788,281.5,2521.749125,109.09,-2,11.826,-2.3725,2.77,4.75,small-vehicle,No,0.7
56381,788,281.6,2522.931725,109.05,-2,11.58875,-2.3725,2.77,4.71,small-vehicle,No,0.8
56382,788,281.7,2524.0906,109.01,-2,11.3515,-2.3675,2.78,4.67,small-vehicle,No,0.9
56383,788,281.8,2525.22575,108.98,-2,11.11475,-2.315,2.78,4.63,small-vehicle,No,1.0
56384,788,281.9,2526.337225,108.95,-2,10.88325,-2.265,2.78,4.59,small-vehicle,No,1.1
56385,788,282.0,2527.42555,108.92,-2,10.65675,-2.215,2.78,4.55,small-vehicle,No,1.2
56386,788,282.1,2528.491225,108.89,-2,10.43525,-2.215,2.78,4.51,small-vehicle,No,1.3
56387,788,282.2,2529.53475,108.86,-2,10.21375,-2.265,2.78,4.46,small-vehicle,No,1.4
56388,788,282.3,2530.556125,108.84,-2,9.98725,-2.215,2.78,4.42,small-vehicle,No,1.5
56389,788,282.4,2531.55485,108.82,-2,9.76575,-2.215,2.78,4.38,small-vehicle,No,1.6
56390,788,282.5,2532.531425,108.8,-2,9.54425,-2.2675,2.78,4.34,small-vehicle,No,1.7
56391,788,282.6,2533.48585,108.78,-2,9.3175,-2.27,2.78,4.3,small-vehicle,No,1.8
56392,788,282.7,2534.4176,108.76,-2,9.0905,-1.135,2.78,4.26,small-vehicle,No,1.9
56393,788,282.8,2535.32665,108.74,-2,8.977,0.0,2.78,4.22,small-vehicle,No,2.0
56394,788,282.9,2536.22435,108.73,-2,8.977,0.0,2.78,4.18,small-vehicle,No,2.1
58582,856,280.8,2493.08745,110.89,-2,14.02675,0.3525,2.85,5.14,small-vehicle,No,0.0
58583,856,280.9,2494.490125,110.8,-2,14.062,0.2975,2.85,5.14,small-vehicle,No,0.1
58584,856,281.0,2495.896325,110.71,-2,14.09175,0.2425,2.85,5.14,small-vehicle,No,0.2
58585,856,281.1,2497.3055,110.62,-2,14.116,0.1925,2.85,5.15,small-vehicle,No,0.3
58586,856,281.2,2498.7171,110.54,-2,14.13525,0.1425,2.86,5.15,small-vehicle,No,0.4
58587,856,281.3,2500.130625,110.46,-2,14.1495,0.09,2.86,5.15,small-vehicle,No,0.5
58588,856,281.4,2501.545575,110.38,-2,14.1585,0.1425,2.86,5.15,small-vehicle,No,0.6
58589,856,281.5,2502.961425,110.3,-2,14.17275,0.2475,2.86,5.16,small-vehicle,No,0.7
58590,856,281.6,2504.3787,110.23,-2,14.1975,0.3025,2.87,5.16,small-vehicle,No,0.8
58591,856,281.7,2505.79845,110.15,-2,14.22775,0.3575,2.87,5.16,small-vehicle,No,0.9
58592,856,281.8,2507.221225,110.08,-2,14.2635,0.4625,2.87,5.16,small-vehicle,No,1.0
58593,856,281.9,2508.647575,110.01,-2,14.30975,0.5125,2.87,5.17,small-vehicle,No,1.1
58594,856,282.0,2510.07855,109.94,-2,14.361,0.5625,2.87,5.17,small-vehicle,No,1.2
58595,856,282.1,2511.51465,109.87,-2,14.41725,0.615,2.88,5.17,small-vehicle,No,1.3
58596,856,282.2,2512.956375,109.81,-2,14.47875,0.615,2.88,5.18,small-vehicle,No,1.4
58597,856,282.3,2514.40425,109.74,-2,14.54025,0.6125,2.88,5.18,small-vehicle,No,1.5
