,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC,adjusted_time
24356,82,67.8,1180.886525,160.84,-2,9.0955,0.25,2.72,5.47,small-vehicle,No,4.2
24357,82,67.9,1181.796075,160.84,-2,9.1205,0.2,2.72,5.47,small-vehicle,No,4.3
24358,82,68.0,1182.708125,160.85,-2,9.1405,0.2,2.72,5.48,small-vehicle,No,4.4
24359,82,68.1,1183.622175,160.86,-2,9.1605,0.2,2.72,5.48,small-vehicle,No,4.5
24360,82,68.2,1184.538225,160.87,-2,9.1805,0.2,2.72,5.48,small-vehicle,No,4.6
24361,82,68.3,1185.456275,160.88,-2,9.2005,0.2,2.72,5.48,small-vehicle,No,4.7
24362,82,68.4,1186.376325,160.88,-2,9.2205,0.2,2.73,5.48,small-vehicle,No,4.8
24363,82,68.5,1187.298375,160.89,-2,9.2405,0.1975,2.73,5.48,small-vehicle,No,4.9
24364,82,68.6,1188.222425,160.9,-2,9.26025,0.1975,2.73,5.49,small-vehicle,No,5.0
28293,85,63.6,1204.6575,160.82,-2,7.9525,0.31,3.04,5.62,small-vehicle,No,0.0
28294,85,63.7,1205.45275,160.82,-2,7.9835,0.3075,3.05,5.62,small-vehicle,No,0.1
28295,85,63.8,1206.2511,160.82,-2,8.01425,0.3075,3.05,5.62,small-vehicle,No,0.2
28296,85,63.9,1207.052525,160.82,-2,8.045,0.36,3.05,5.62,small-vehicle,No,0.3
28297,85,64.0,1207.857025,160.82,-2,8.081,0.3575,3.05,5.63,small-vehicle,No,0.4
28298,85,64.1,1208.665125,160.82,-2,8.11675,0.3575,3.05,5.63,small-vehicle,No,0.5
28299,85,64.2,1209.4768,160.82,-2,8.1525,0.4075,3.05,5.63,small-vehicle,No,0.6
28300,85,64.3,1210.29205,160.82,-2,8.19325,0.3575,3.05,5.63,small-vehicle,No,0.7
28301,85,64.4,1211.111375,160.82,-2,8.229,0.3575,3.05,5.63,small-vehicle,No,0.8
28302,85,64.5,1211.934275,160.82,-2,8.26475,0.405,3.04,5.63,small-vehicle,No,0.9
28303,85,64.6,1212.76075,160.82,-2,8.30525,0.4575,3.04,5.63,small-vehicle,No,1.0
28304,85,64.7,1213.591275,160.82,-2,8.351,0.4575,3.04,5.63,small-vehicle,No,1.1
28305,85,64.8,1214.426375,160.82,-2,8.39675,0.455,3.03,5.63,small-vehicle,No,1.2
28306,85,64.9,1215.26605,160.82,-2,8.44225,0.4575,3.03,5.63,small-vehicle,No,1.3
28307,85,65.0,1216.110275,160.82,-2,8.488,0.4575,3.03,5.63,small-vehicle,No,1.4
28308,85,65.1,1216.959075,160.82,-2,8.53375,0.505,3.02,5.63,small-vehicle,No,1.5
28309,85,65.2,1217.81245,160.82,-2,8.58425,0.5075,3.02,5.63,small-vehicle,No,1.6
28310,85,65.3,1218.670875,160.82,-2,8.635,0.5075,3.01,5.63,small-vehicle,No,1.7
28311,85,65.4,1219.534375,160.82,-2,8.68575,0.505,3.01,5.63,small-vehicle,No,1.8
28312,85,65.5,1220.40295,160.82,-2,8.73625,0.505,3.0,5.62,small-vehicle,No,1.9
28313,85,65.6,1221.276575,160.81,-2,8.78675,0.5575,3.0,5.62,small-vehicle,No,2.0
28314,85,65.7,1222.15525,160.81,-2,8.8425,0.5575,3.0,5.62,small-vehicle,No,2.1
28315,85,65.8,1223.0395,160.81,-2,8.89825,0.555,2.99,5.62,small-vehicle,No,2.2
28316,85,65.9,1223.929325,160.8,-2,8.95375,0.605,2.99,5.62,small-vehicle,No,2.3
28317,85,66.0,1224.8247,160.8,-2,9.01425,0.6075,2.98,5.62,small-vehicle,No,2.4
28318,85,66.1,1225.726125,160.79,-2,9.075,0.6075,2.98,5.62,small-vehicle,No,2.5
28319,85,66.2,1226.633625,160.79,-2,9.13575,0.605,2.97,5.62,small-vehicle,No,2.6
28320,85,66.3,1227.5472,160.78,-2,9.19625,0.605,2.96,5.62,small-vehicle,No,2.7
28321,85,66.4,1228.466825,160.78,-2,9.25675,0.605,2.96,5.62,small-vehicle,No,2.8
28322,85,66.5,1229.3925,160.77,-2,9.31725,0.655,2.95,5.62,small-vehicle,No,2.9
28323,85,66.6,1230.324225,160.76,-2,9.38275,0.655,2.95,5.62,small-vehicle,No,3.0
28324,85,66.7,1231.2625,160.76,-2,9.44825,0.605,2.94,5.62,small-vehicle,No,3.1
28325,85,66.8,1232.207325,160.75,-2,9.50875,0.655,2.94,5.62,small-vehicle,No,3.2
28326,85,66.9,1233.1582,160.74,-2,9.57425,0.705,2.93,5.62,small-vehicle,No,3.3
28327,85,67.0,1234.115625,160.73,-2,9.64475,0.655,2.93,5.62,small-vehicle,No,3.4
28328,85,67.1,1235.0801,160.72,-2,9.71025,0.6525,2.93,5.62,small-vehicle,No,3.5
28329,85,67.2,1236.051125,160.71,-2,9.7755,0.7025,2.92,5.62,small-vehicle,No,3.6
28330,85,67.3,1237.028675,160.7,-2,9.84575,0.705,2.92,5.61,small-vehicle,No,3.7
28331,85,67.4,1238.01325,160.69,-2,9.91625,0.705,2.91,5.61,small-vehicle,No,3.8
28332,85,67.5,1239.004875,160.68,-2,9.98675,0.705,2.91,5.61,small-vehicle,No,3.9
28333,85,67.6,1240.00355,160.67,-2,10.05725,0.7025,2.91,5.61,small-vehicle,No,4.0
28334,85,67.7,1241.009275,160.65,-2,10.1275,0.7025,2.9,5.61,small-vehicle,No,4.1
28335,85,67.8,1242.022025,160.64,-2,10.19775,0.705,2.9,5.61,small-vehicle,No,4.2
28336,85,67.9,1243.0418,160.63,-2,10.26825,0.705,2.9,5.61,small-vehicle,No,4.3
28337,85,68.0,1244.068625,160.62,-2,10.33875,0.7525,2.9,5.61,small-vehicle,No,4.4
28338,85,68.1,1245.1025,160.6,-2,10.414,0.7525,2.9,5.61,small-vehicle,No,4.5
28339,85,68.2,1246.1439,160.59,-2,10.48925,0.705,2.9,5.61,small-vehicle,No,4.6
28340,85,68.3,1247.192825,160.57,-2,10.55975,0.7525,2.9,5.61,small-vehicle,No,4.7
28341,85,68.4,1248.2488,160.56,-2,10.635,0.7525,2.9,5.61,small-vehicle,No,4.8
28342,85,68.5,1249.3123,160.55,-2,10.71025,0.755,2.9,5.61,small-vehicle,No,4.9
28343,85,68.6,1250.383325,160.53,-2,10.78575,0.8025,2.9,5.61,small-vehicle,No,5.0
30142,91,63.6,1182.454075,161.26,-2,8.1295,-1.7e-11,2.7,5.21,small-vehicle,No,0.0
30143,91,63.7,1183.267025,161.26,-2,8.1295,0.0025,2.7,5.21,small-vehicle,No,0.1
30144,91,63.8,1184.079975,161.26,-2,8.12975,0.0525,2.69,5.21,small-vehicle,No,0.2
30145,91,63.9,1184.89295,161.26,-2,8.135,0.0525,2.69,5.21,small-vehicle,No,0.3
30146,91,64.0,1185.70645,161.25,-2,8.14025,0.0025,2.69,5.21,small-vehicle,No,0.4
30147,91,64.1,1186.520475,161.25,-2,8.1405,0.0525,2.69,5.21,small-vehicle,No,0.5
30148,91,64.2,1187.334525,161.25,-2,8.14575,0.1025,2.69,5.21,small-vehicle,No,0.6
30149,91,64.3,1188.1491,161.25,-2,8.156,0.0525,2.69,5.21,small-vehicle,No,0.7
30150,91,64.4,1188.9647,161.25,-2,8.16125,0.055,2.68,5.21,small-vehicle,No,0.8
30151,91,64.5,1189.780825,161.25,-2,8.16675,0.105,2.68,5.21,small-vehicle,No,0.9
30152,91,64.6,1190.5975,161.25,-2,8.17725,0.1525,2.68,5.21,small-vehicle,No,1.0
30153,91,64.7,1191.415225,161.25,-2,8.1925,0.1525,2.68,5.21,small-vehicle,No,1.1
30154,91,64.8,1192.234475,161.25,-2,8.20775,0.105,2.68,5.21,small-vehicle,No,1.2
30155,91,64.9,1193.05525,161.25,-2,8.21825,0.155,2.69,5.22,small-vehicle,No,1.3
30156,91,65.0,1193.877075,161.24,-2,8.23375,0.155,2.69,5.22,small-vehicle,No,1.4
30157,91,65.1,1194.70045,161.24,-2,8.24925,0.155,2.69,5.22,small-vehicle,No,1.5
30158,91,65.2,1195.525375,161.24,-2,8.26475,0.155,2.69,5.23,small-vehicle,No,1.6
30159,91,65.3,1196.35185,161.23,-2,8.28025,0.155,2.7,5.23,small-vehicle,No,1.7
30160,91,65.4,1197.179875,161.23,-2,8.29575,0.2025,2.7,5.24,small-vehicle,No,1.8
30161,91,65.5,1198.00945,161.23,-2,8.316,0.2025,2.7,5.24,small-vehicle,No,1.9
30162,91,65.6,1198.84105,161.22,-2,8.33625,0.205,2.71,5.25,small-vehicle,No,2.0
30163,91,65.7,1199.674675,161.22,-2,8.35675,0.205,2.71,5.26,small-vehicle,No,2.1
30164,91,65.8,1200.51035,161.22,-2,8.37725,0.255,2.71,5.26,small-vehicle,No,2.2
30165,91,65.9,1201.348075,161.21,-2,8.40275,0.255,2.72,5.27,small-vehicle,No,2.3
30166,91,66.0,1202.18835,161.21,-2,8.42825,0.2575,2.72,5.28,small-vehicle,No,2.4
30167,91,66.1,1203.031175,161.21,-2,8.454,0.3075,2.72,5.29,small-vehicle,No,2.5
30168,91,66.2,1203.876575,161.2,-2,8.48475,0.3075,2.72,5.3,small-vehicle,No,2.6
30169,91,66.3,1204.72505,161.2,-2,8.5155,0.3075,2.73,5.3,small-vehicle,No,2.7
30170,91,66.4,1205.5766,161.2,-2,8.54625,0.3575,2.73,5.31,small-vehicle,No,2.8
30171,91,66.5,1206.431225,161.19,-2,8.582,0.41,2.73,5.32,small-vehicle,No,2.9
30172,91,66.6,1207.289425,161.19,-2,8.623,0.4075,2.73,5.33,small-vehicle,No,3.0
30173,91,66.7,1208.151725,161.19,-2,8.66375,0.4075,2.73,5.34,small-vehicle,No,3.1
30174,91,66.8,1209.0181,161.19,-2,8.7045,0.41,2.74,5.35,small-vehicle,No,3.2
30175,91,66.9,1209.88855,161.18,-2,8.7455,0.4575,2.74,5.36,small-vehicle,No,3.3
30176,91,67.0,1210.7631,161.18,-2,8.79125,0.4575,2.74,5.36,small-vehicle,No,3.4
30177,91,67.1,1211.642225,161.18,-2,8.837,0.4575,2.74,5.37,small-vehicle,No,3.5
30178,91,67.2,1212.525925,161.18,-2,8.88275,0.5075,2.75,5.38,small-vehicle,No,3.6
30179,91,67.3,1213.4142,161.18,-2,8.9335,0.5075,2.75,5.38,small-vehicle,No,3.7
30180,91,67.4,1214.30755,161.17,-2,8.98425,0.5075,2.75,5.39,small-vehicle,No,3.8
