,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC,adjusted_time
28271,85,61.4,1187.5345,160.77,-2,7.75525,-0.045,3.01,5.56,small-vehicle,No,0.0
28272,85,61.5,1188.310025,160.78,-2,7.75075,-0.0475,3.01,5.56,small-vehicle,No,0.1
28273,85,61.6,1189.0851,160.78,-2,7.746,0.0025,3.01,5.56,small-vehicle,No,0.2
28274,85,61.7,1189.8597,160.78,-2,7.74625,-0.0475,3.01,5.56,small-vehicle,No,0.3
28275,85,61.8,1190.634325,160.78,-2,7.7415,-0.0475,3.01,5.57,small-vehicle,No,0.4
28276,85,61.9,1191.408475,160.78,-2,7.73675,0.005,3.01,5.57,small-vehicle,No,0.5
28277,85,62.0,1192.18215,160.79,-2,7.73725,0.0025,3.01,5.57,small-vehicle,No,0.6
28278,85,62.1,1192.955875,160.79,-2,7.7375,0.0025,3.01,5.58,small-vehicle,No,0.7
28279,85,62.2,1193.729625,160.79,-2,7.73775,0.055,3.01,5.58,small-vehicle,No,0.8
28280,85,62.3,1194.5034,160.79,-2,7.74325,0.055,3.01,5.58,small-vehicle,No,0.9
28281,85,62.4,1195.277725,160.8,-2,7.74875,0.055,3.01,5.59,small-vehicle,No,1.0
28282,85,62.5,1196.0526,160.8,-2,7.75425,0.055,3.02,5.59,small-vehicle,No,1.1
28283,85,62.6,1196.828025,160.8,-2,7.75975,0.055,3.02,5.59,small-vehicle,No,1.2
28284,85,62.7,1197.604,160.8,-2,7.76525,0.1575,3.02,5.6,small-vehicle,No,1.3
28285,85,62.8,1198.380525,160.8,-2,7.781,0.1575,3.02,5.6,small-vehicle,No,1.4
28286,85,62.9,1199.158625,160.81,-2,7.79675,0.1575,3.03,5.6,small-vehicle,No,1.5
28287,85,63.0,1199.9383,160.81,-2,7.8125,0.2075,3.03,5.6,small-vehicle,No,1.6
28288,85,63.1,1200.71955,160.81,-2,7.83325,0.2075,3.03,5.61,small-vehicle,No,1.7
28289,85,63.2,1201.502875,160.81,-2,7.854,0.21,3.04,5.61,small-vehicle,No,1.8
28290,85,63.3,1202.288275,160.81,-2,7.875,0.2075,3.04,5.61,small-vehicle,No,1.9
28291,85,63.4,1203.075775,160.81,-2,7.89575,0.2575,3.04,5.62,small-vehicle,No,2.0
28292,85,63.5,1203.86535,160.82,-2,7.9215,0.31,3.04,5.62,small-vehicle,No,2.1
28293,85,63.6,1204.6575,160.82,-2,7.9525,0.31,3.04,5.62,small-vehicle,No,2.2
28294,85,63.7,1205.45275,160.82,-2,7.9835,0.3075,3.05,5.62,small-vehicle,No,2.3
28295,85,63.8,1206.2511,160.82,-2,8.01425,0.3075,3.05,5.62,small-vehicle,No,2.4
28296,85,63.9,1207.052525,160.82,-2,8.045,0.36,3.05,5.62,small-vehicle,No,2.5
28297,85,64.0,1207.857025,160.82,-2,8.081,0.3575,3.05,5.63,small-vehicle,No,2.6
28298,85,64.1,1208.665125,160.82,-2,8.11675,0.3575,3.05,5.63,small-vehicle,No,2.7
28299,85,64.2,1209.4768,160.82,-2,8.1525,0.4075,3.05,5.63,small-vehicle,No,2.8
28300,85,64.3,1210.29205,160.82,-2,8.19325,0.3575,3.05,5.63,small-vehicle,No,2.9
28301,85,64.4,1211.111375,160.82,-2,8.229,0.3575,3.05,5.63,small-vehicle,No,3.0
28302,85,64.5,1211.934275,160.82,-2,8.26475,0.405,3.04,5.63,small-vehicle,No,3.1
28303,85,64.6,1212.76075,160.82,-2,8.30525,0.4575,3.04,5.63,small-vehicle,No,3.2
28304,85,64.7,1213.591275,160.82,-2,8.351,0.4575,3.04,5.63,small-vehicle,No,3.3
28305,85,64.8,1214.426375,160.82,-2,8.39675,0.455,3.03,5.63,small-vehicle,No,3.4
28306,85,64.9,1215.26605,160.82,-2,8.44225,0.4575,3.03,5.63,small-vehicle,No,3.5
28307,85,65.0,1216.110275,160.82,-2,8.488,0.4575,3.03,5.63,small-vehicle,No,3.6
28308,85,65.1,1216.959075,160.82,-2,8.53375,0.505,3.02,5.63,small-vehicle,No,3.7
28309,85,65.2,1217.81245,160.82,-2,8.58425,0.5075,3.02,5.63,small-vehicle,No,3.8
28310,85,65.3,1218.670875,160.82,-2,8.635,0.5075,3.01,5.63,small-vehicle,No,3.9
28311,85,65.4,1219.534375,160.82,-2,8.68575,0.505,3.01,5.63,small-vehicle,No,4.0
28312,85,65.5,1220.40295,160.82,-2,8.73625,0.505,3.0,5.62,small-vehicle,No,4.1
28313,85,65.6,1221.276575,160.81,-2,8.78675,0.5575,3.0,5.62,small-vehicle,No,4.2
28314,85,65.7,1222.15525,160.81,-2,8.8425,0.5575,3.0,5.62,small-vehicle,No,4.3
28315,85,65.8,1223.0395,160.81,-2,8.89825,0.555,2.99,5.62,small-vehicle,No,4.4
28316,85,65.9,1223.929325,160.8,-2,8.95375,0.605,2.99,5.62,small-vehicle,No,4.5
28317,85,66.0,1224.8247,160.8,-2,9.01425,0.6075,2.98,5.62,small-vehicle,No,4.6
28318,85,66.1,1225.726125,160.79,-2,9.075,0.6075,2.98,5.62,small-vehicle,No,4.7
28319,85,66.2,1226.633625,160.79,-2,9.13575,0.605,2.97,5.62,small-vehicle,No,4.8
28320,85,66.3,1227.5472,160.78,-2,9.19625,0.605,2.96,5.62,small-vehicle,No,4.9
28321,85,66.4,1228.466825,160.78,-2,9.25675,0.605,2.96,5.62,small-vehicle,No,5.0
30139,91,63.3,1180.01535,161.26,-2,8.129,-4.55e-11,2.71,5.22,small-vehicle,No,1.9
30140,91,63.4,1180.82825,161.26,-2,8.129,0.0025,2.7,5.22,small-vehicle,No,2.0
30141,91,63.5,1181.64115,161.26,-2,8.12925,0.0025,2.7,5.22,small-vehicle,No,2.1
30142,91,63.6,1182.454075,161.26,-2,8.1295,-1.7e-11,2.7,5.21,small-vehicle,No,2.2
30143,91,63.7,1183.267025,161.26,-2,8.1295,0.0025,2.7,5.21,small-vehicle,No,2.3
30144,91,63.8,1184.079975,161.26,-2,8.12975,0.0525,2.69,5.21,small-vehicle,No,2.4
30145,91,63.9,1184.89295,161.26,-2,8.135,0.0525,2.69,5.21,small-vehicle,No,2.5
30146,91,64.0,1185.70645,161.25,-2,8.14025,0.0025,2.69,5.21,small-vehicle,No,2.6
30147,91,64.1,1186.520475,161.25,-2,8.1405,0.0525,2.69,5.21,small-vehicle,No,2.7
30148,91,64.2,1187.334525,161.25,-2,8.14575,0.1025,2.69,5.21,small-vehicle,No,2.8
30149,91,64.3,1188.1491,161.25,-2,8.156,0.0525,2.69,5.21,small-vehicle,No,2.9
30150,91,64.4,1188.9647,161.25,-2,8.16125,0.055,2.68,5.21,small-vehicle,No,3.0
30151,91,64.5,1189.780825,161.25,-2,8.16675,0.105,2.68,5.21,small-vehicle,No,3.1
30152,91,64.6,1190.5975,161.25,-2,8.17725,0.1525,2.68,5.21,small-vehicle,No,3.2
30153,91,64.7,1191.415225,161.25,-2,8.1925,0.1525,2.68,5.21,small-vehicle,No,3.3
30154,91,64.8,1192.234475,161.25,-2,8.20775,0.105,2.68,5.21,small-vehicle,No,3.4
30155,91,64.9,1193.05525,161.25,-2,8.21825,0.155,2.69,5.22,small-vehicle,No,3.5
30156,91,65.0,1193.877075,161.24,-2,8.23375,0.155,2.69,5.22,small-vehicle,No,3.6
