,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC,adjusted_time
16642,68,75.3,1180.578075,160.59,-2,9.303,0.11,2.66,5.49,small-vehicle,No,4.3
16643,68,75.4,1181.508375,160.59,-2,9.314,0.11,2.65,5.49,small-vehicle,No,4.4
16644,68,75.5,1182.439775,160.59,-2,9.325,0.1575,2.65,5.5,small-vehicle,No,4.5
16645,68,75.6,1183.372275,160.59,-2,9.34075,0.1575,2.65,5.5,small-vehicle,No,4.6
16646,68,75.7,1184.30635,160.59,-2,9.3565,0.1575,2.65,5.51,small-vehicle,No,4.7
16647,68,75.8,1185.242,160.6,-2,9.37225,0.2075,2.64,5.51,small-vehicle,No,4.8
16648,68,75.9,1186.179225,160.6,-2,9.393,0.1575,2.64,5.51,small-vehicle,No,4.9
16649,68,76.0,1187.118525,160.6,-2,9.40875,0.2075,2.64,5.52,small-vehicle,No,5.0
22485,77,72.8,1180.651425,160.88,-2,8.95125,-0.0475,2.59,5.11,small-vehicle,No,1.8
22486,77,72.9,1181.54655,160.88,-2,8.9465,0.0025,2.58,5.11,small-vehicle,No,1.9
22487,77,73.0,1182.4412,160.88,-2,8.94675,0.005,2.58,5.11,small-vehicle,No,2.0
22488,77,73.1,1183.335875,160.88,-2,8.94725,0.005,2.58,5.11,small-vehicle,No,2.1
22489,77,73.2,1184.2306,160.89,-2,8.94775,0.055,2.58,5.11,small-vehicle,No,2.2
22490,77,73.3,1185.125375,160.89,-2,8.95325,0.055,2.58,5.11,small-vehicle,No,2.3
22491,77,73.4,1186.0207,160.89,-2,8.95875,0.0575,2.58,5.11,small-vehicle,No,2.4
22492,77,73.5,1186.916575,160.89,-2,8.9645,0.16,2.57,5.11,small-vehicle,No,2.5
22493,77,73.6,1187.813025,160.89,-2,8.9805,0.21,2.57,5.11,small-vehicle,No,2.6
22494,77,73.7,1188.711075,160.89,-2,9.0015,0.21,2.57,5.11,small-vehicle,No,2.7
22495,77,73.8,1189.611225,160.89,-2,9.0225,0.21,2.57,5.12,small-vehicle,No,2.8
22496,77,73.9,1190.513475,160.88,-2,9.0435,0.26,2.57,5.12,small-vehicle,No,2.9
22497,77,74.0,1191.417825,160.88,-2,9.0695,0.3125,2.57,5.13,small-vehicle,No,3.0
22498,77,74.1,1192.324775,160.88,-2,9.10075,0.3125,2.57,5.13,small-vehicle,No,3.1
22499,77,74.2,1193.23485,160.88,-2,9.132,0.3125,2.57,5.14,small-vehicle,No,3.2
22500,77,74.3,1194.14805,160.88,-2,9.16325,0.365,2.57,5.14,small-vehicle,No,3.3
22501,77,74.4,1195.064375,160.87,-2,9.19975,0.4625,2.57,5.15,small-vehicle,No,3.4
22502,77,74.5,1195.98435,160.87,-2,9.246,0.4625,2.57,5.16,small-vehicle,No,3.5
22503,77,74.6,1196.90895,160.87,-2,9.29225,0.4625,2.58,5.16,small-vehicle,No,3.6
22504,77,74.7,1197.838175,160.86,-2,9.3385,0.5125,2.58,5.17,small-vehicle,No,3.7
22505,77,74.8,1198.772025,160.86,-2,9.38975,0.515,2.58,5.18,small-vehicle,No,3.8
22506,77,74.9,1199.711,160.86,-2,9.44125,0.5125,2.58,5.18,small-vehicle,No,3.9
22507,77,75.0,1200.655125,160.86,-2,9.4925,0.51,2.58,5.19,small-vehicle,No,4.0
22508,77,75.1,1201.604375,160.86,-2,9.5435,0.5625,2.58,5.2,small-vehicle,No,4.1
22509,77,75.2,1202.558725,160.85,-2,9.59975,0.6125,2.58,5.21,small-vehicle,No,4.2
22510,77,75.3,1203.5187,160.85,-2,9.661,0.61,2.58,5.21,small-vehicle,No,4.3
22511,77,75.4,1204.4848,160.85,-2,9.722,0.61,2.58,5.22,small-vehicle,No,4.4
22512,77,75.5,1205.457,160.84,-2,9.783,0.61,2.58,5.23,small-vehicle,No,4.5
22513,77,75.6,1206.4353,160.84,-2,9.844,0.66,2.58,5.24,small-vehicle,No,4.6
22514,77,75.7,1207.4197,160.84,-2,9.91,0.71,2.58,5.25,small-vehicle,No,4.7
22515,77,75.8,1208.4107,160.84,-2,9.981,0.66,2.58,5.25,small-vehicle,No,4.8
22516,77,75.9,1209.4088,160.83,-2,10.047,0.6575,2.58,5.26,small-vehicle,No,4.9
22517,77,76.0,1210.4135,160.83,-2,10.11275,0.7075,2.58,5.27,small-vehicle,No,5.0
24388,82,71.0,1211.098225,161.01,-2,9.8895,0.3025,2.82,5.56,small-vehicle,No,0.0
24389,82,71.1,1212.087175,161.01,-2,9.91975,0.3525,2.83,5.56,small-vehicle,No,0.1
24390,82,71.2,1213.07915,161.01,-2,9.955,0.3525,2.83,5.56,small-vehicle,No,0.2
24391,82,71.3,1214.07465,161.01,-2,9.99025,0.355,2.83,5.56,small-vehicle,No,0.3
24392,82,71.4,1215.073675,161.01,-2,10.02575,0.405,2.84,5.56,small-vehicle,No,0.4
24393,82,71.5,1216.07625,161.01,-2,10.06625,0.405,2.84,5.57,small-vehicle,No,0.5
24394,82,71.6,1217.082875,161.0,-2,10.10675,0.405,2.84,5.57,small-vehicle,No,0.6
24395,82,71.7,1218.09355,161.0,-2,10.14725,0.455,2.84,5.57,small-vehicle,No,0.7
24396,82,71.8,1219.108275,161.0,-2,10.19275,0.5075,2.85,5.57,small-vehicle,No,0.8
24397,82,71.9,1220.12755,161.0,-2,10.2435,0.5075,2.85,5.58,small-vehicle,No,0.9
24398,82,72.0,1221.1519,160.99,-2,10.29425,0.505,2.85,5.58,small-vehicle,No,1.0
24399,82,72.1,1222.181325,160.99,-2,10.34475,0.5075,2.85,5.58,small-vehicle,No,1.1
24400,82,72.2,1223.2158,160.98,-2,10.3955,0.5075,2.85,5.58,small-vehicle,No,1.2
24401,82,72.3,1224.25535,160.98,-2,10.44625,0.505,2.86,5.59,small-vehicle,No,1.3
24402,82,72.4,1225.299975,160.98,-2,10.49675,0.555,2.86,5.59,small-vehicle,No,1.4
24403,82,72.5,1226.34965,160.97,-2,10.55225,0.555,2.86,5.59,small-vehicle,No,1.5
24404,82,72.6,1227.404875,160.96,-2,10.60775,0.505,2.86,5.6,small-vehicle,No,1.6
24405,82,72.7,1228.46565,160.96,-2,10.65825,0.555,2.86,5.6,small-vehicle,No,1.7
24406,82,72.8,1229.531475,160.95,-2,10.71375,0.555,2.85,5.6,small-vehicle,No,1.8
24407,82,72.9,1230.60285,160.94,-2,10.76925,0.555,2.85,5.61,small-vehicle,No,1.9
24408,82,73.0,1231.679775,160.94,-2,10.82475,0.555,2.85,5.61,small-vehicle,No,2.0
24409,82,73.1,1232.76225,160.93,-2,10.88025,0.5525,2.85,5.61,small-vehicle,No,2.1
