,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC,adjusted_time
51863,618,109.2,1810.1827,162.4,-2,3.619,0.3,2.3,5.13,small-vehicle,No,3.3
51864,618,109.3,1810.5446,162.41,-2,3.649,0.25,2.3,5.12,small-vehicle,No,3.4
51865,618,109.4,1810.9095,162.41,-2,3.674,0.2475,2.3,5.11,small-vehicle,No,3.5
51866,618,109.5,1811.2769,162.41,-2,3.69875,0.245,2.3,5.09,small-vehicle,No,3.6
51867,618,109.6,1811.646775,162.41,-2,3.72325,0.145,2.3,5.08,small-vehicle,No,3.7
51868,618,109.7,1812.0191,162.41,-2,3.73775,0.145,2.3,5.06,small-vehicle,No,3.8
51869,618,109.8,1812.392875,162.42,-2,3.75225,0.145,2.3,5.04,small-vehicle,No,3.9
51870,618,109.9,1812.7681,162.42,-2,3.76675,0.0925,2.3,5.02,small-vehicle,No,4.0
51871,618,110.0,1813.144775,162.42,-2,3.776,0.0925,2.3,5.0,small-vehicle,No,4.1
51872,618,110.1,1813.522375,162.42,-2,3.78525,0.0925,2.3,4.98,small-vehicle,No,4.2
51873,618,110.2,1813.9009,162.42,-2,3.7945,0.0925,2.3,4.96,small-vehicle,No,4.3
51874,618,110.3,1814.28035,162.43,-2,3.80375,-0.01,2.3,4.93,small-vehicle,No,4.4
51875,618,110.4,1814.660725,162.43,-2,3.80275,-0.0625,2.3,4.9,small-vehicle,No,4.5
51876,618,110.5,1815.041,162.43,-2,3.7965,-0.0625,2.3,4.88,small-vehicle,No,4.6
51877,618,110.6,1815.42065,162.43,-2,3.79025,-0.165,2.3,4.85,small-vehicle,No,4.7
51878,618,110.7,1815.799675,162.44,-2,3.77375,-0.165,2.3,4.81,small-vehicle,No,4.8
51879,618,110.8,1816.17705,162.44,-2,3.75725,-0.115,2.3,4.78,small-vehicle,No,4.9
51880,618,110.9,1816.552775,162.44,-2,3.74575,-0.1125,2.3,4.75,small-vehicle,No,5.0
