,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC,adjusted_time
2206,0,226.6,2086.17005,146.18,-2,7.1305,0.31,3.21,5.57,small-vehicle,No,0.0
2207,0,226.7,2086.8831,146.12,-2,7.1615,0.26,3.21,5.57,small-vehicle,No,0.1
2208,0,226.8,2087.59925,146.05,-2,7.1875,0.2575,3.21,5.56,small-vehicle,No,0.2
2209,0,226.9,2088.318,145.99,-2,7.21325,0.305,3.22,5.56,small-vehicle,No,0.3
2210,0,227.0,2089.039325,145.93,-2,7.24375,0.255,3.22,5.56,small-vehicle,No,0.4
2211,0,227.1,2089.7637,145.87,-2,7.26925,0.255,3.22,5.56,small-vehicle,No,0.5
2212,0,227.2,2090.490625,145.81,-2,7.29475,0.2525,3.22,5.56,small-vehicle,No,0.6
2213,0,227.3,2091.2201,145.75,-2,7.32,0.2525,3.22,5.55,small-vehicle,No,0.7
2214,0,227.4,2091.9521,145.69,-2,7.34525,0.2525,3.23,5.55,small-vehicle,No,0.8
2215,0,227.5,2092.686625,145.63,-2,7.3705,0.2,3.23,5.55,small-vehicle,No,0.9
2216,0,227.6,2093.423675,145.56,-2,7.3905,0.2,3.23,5.54,small-vehicle,No,1.0
2217,0,227.7,2094.162725,145.5,-2,7.4105,0.2525,3.23,5.54,small-vehicle,No,1.1
2218,0,227.8,2094.903775,145.44,-2,7.43575,0.2525,3.23,5.54,small-vehicle,No,1.2
2219,0,227.9,2095.64735,145.38,-2,7.461,0.25,3.23,5.53,small-vehicle,No,1.3
2220,0,228.0,2096.39345,145.32,-2,7.486,0.2525,3.23,5.52,small-vehicle,No,1.4
2221,0,228.1,2097.14205,145.26,-2,7.51125,0.2525,3.23,5.52,small-vehicle,No,1.5
2222,0,228.2,2097.893175,145.2,-2,7.5365,0.2525,3.22,5.51,small-vehicle,No,1.6
2223,0,228.3,2098.646825,145.14,-2,7.56175,0.2525,3.22,5.51,small-vehicle,No,1.7
2224,0,228.4,2099.403,145.07,-2,7.587,0.3,3.22,5.5,small-vehicle,No,1.8
2225,0,228.5,2100.1617,145.01,-2,7.617,0.3025,3.22,5.5,small-vehicle,No,1.9
2226,0,228.6,2100.9234,144.95,-2,7.64725,0.3025,3.21,5.49,small-vehicle,No,2.0
2227,0,228.7,2101.688125,144.89,-2,7.6775,0.2525,3.21,5.49,small-vehicle,No,2.1
2228,0,228.8,2102.455875,144.83,-2,7.70275,0.2525,3.21,5.48,small-vehicle,No,2.2
2229,0,228.9,2103.22615,144.77,-2,7.728,0.3,3.2,5.48,small-vehicle,No,2.3
