ID,lane,time,xloc,yloc,maneuver,line_integral_values,Traj
0,-2,0.0,"[30.   30.37 30.73 31.08 31.42 31.75 32.07 32.38 32.67 32.96 33.24 33.51
 33.78 34.05 34.32 34.6  34.88 35.17 35.47 35.77 36.08 36.4  36.73 37.06
 37.4  37.74 38.08 38.42 38.77 39.12 39.47 39.82 40.18 40.54 40.91 41.28
 41.65 42.02 42.39 42.77]","[0.48 0.49 0.49 0.5  0.51 0.51 0.51 0.52 0.52 0.53 0.53 0.53 0.53 0.54
 0.54 0.54 0.54 0.55 0.55 0.55 0.56 0.56 0.56 0.57 0.57 0.57 0.58 0.58
 0.59 0.59 0.59 0.6  0.6  0.61 0.61 0.61 0.61 0.61 0.62 0.62]",6,2.2730866931472014e-06,A30
