Vehicle_ID,ID,time,xloc,yloc,old_xloc,old_yloc,line_integral_values,maneuver
2972,2484,"[2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1
 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[30.72895  31.6113   32.506275 33.414375 34.335575 35.26985  36.2167
 37.176125 38.1486   39.1336   40.130625 41.13965  42.16065  43.193125
 44.23655  45.290925 46.35625  47.432525 48.51925  49.6159   50.72245
 51.837875 52.96115  54.09225  55.230125 56.37375  57.522625]","[0.54184615 0.57184615 0.59184615 0.62184615 0.65184615 0.67184615
 0.70184615 0.73184615 0.75184615 0.78184615 0.81184615 0.84184615
 0.87184615 0.90184615 0.93184615 0.96184615 0.99184615 1.02184615
 1.05184615 1.08184615 1.11184615 1.14184615 1.17184615 1.19184615
 1.22184615 1.25184615 1.27184615]","[1600.72895  1601.6113   1602.506275 1603.414375 1604.335575 1605.26985
 1606.2167   1607.176125 1608.1486   1609.1336   1610.130625 1611.13965
 1612.16065  1613.193125 1614.23655  1615.290925 1616.35625  1617.432525
 1618.51925  1619.6159   1620.72245  1621.837875 1622.96115  1624.09225
 1625.230125 1626.37375  1627.522625]","[157.51 157.54 157.56 157.59 157.62 157.64 157.67 157.7  157.72 157.75
 157.78 157.81 157.84 157.87 157.9  157.93 157.96 157.99 158.02 158.05
 158.08 158.11 158.14 158.16 158.19 158.22 158.24]",0.0,6
