maneuver,ID,lane,xloc,yloc,muX,muY,sigX,sigY,line_integral_values
1,7009,2,"(200.259588, 200.747502)","(74.620061, 75.272627)","[0.06784814 0.09740996 0.12172496 0.1524435  0.18402638 0.2128357
 0.24036479 0.26616704 0.2900608  0.31320494 0.3349168  0.35301894
 0.36841968 0.3826254  0.39666632 0.41120562 0.42656484 0.4427354
 0.45940256 0.4760701  0.49219844 0.5071865  0.5203116  0.53084904
 0.5382992  0.54250866 0.54366547 0.5422442  0.538914   0.53437984
 0.52917856 0.5235434  0.5174266  0.5106725  0.5032089  0.4951194
 0.48658416 0.4777568  0.46865228 0.45908082 0.44871458 0.43732616
 0.42501473 0.41220182 0.39942843 0.387086   0.37517017 0.3632639
 0.3509932  0.33913845]","[  3.9644723   9.071215   13.944611   19.68296    24.589092   29.246052
  33.644527   37.93675    42.20516    46.59537    51.06545    55.53532
  60.044613   64.53977    69.00647    73.47232    77.980644   82.55965
  87.207085   91.88763    96.54417   101.11873   105.579445  109.93962
 114.25314   118.588844  123.001076  127.511604  132.10832   136.75267
 141.39198   145.96971   150.43906   154.78265   159.02501   163.22258
 167.43967   171.72502   176.09987   180.56187   185.10051   189.70741
 194.37564   199.09554   203.84666   208.57976   213.1952    217.54817
 221.51851   225.18913  ]","[3.7094624  2.6735997  2.575088   2.4255173  2.2223568  2.0369704
 1.8925537  1.7734901  1.6702288  1.5807949  1.5043806  1.4394898
 1.3843256  1.3361875  1.2927185  1.252462   1.2147553  1.1792593
 1.1455384  1.1127878  1.07977    1.0450894  1.0077795  0.96781254
 0.9261163  0.88408595 0.84301317 0.80376214 0.76674145 0.73206365
 0.6997349  0.66982245 0.6424646  0.61768615 0.5952408  0.57469374
 0.55565596 0.5379875  0.5218457  0.5074929  0.49497625 0.48403344
 0.47431892 0.4656237  0.45786774 0.45092127 0.44443446 0.4379038
 0.43099862 0.423648  ]","[0.7233375  0.3297061  0.24986158 0.24171808 0.22810301 0.21606109
 0.20800799 0.200694   0.1930829  0.18457808 0.17645481 0.170504
 0.1659891  0.16164023 0.15672474 0.15100697 0.14457789 0.13775598
 0.13099232 0.12470468 0.11910817 0.11418294 0.10977822 0.10571497
 0.10182645 0.09797318 0.09406    0.09005048 0.08596832 0.08188767
 0.07791652 0.07417441 0.07076111 0.06772219 0.06503327 0.06261709
 0.06038043 0.05824671 0.0561721  0.05414459 0.05217164 0.05026542
 0.04843449 0.04668194 0.04500616 0.04340087 0.04185612 0.04036454
 0.03892953 0.0375577 ]","[4.5009032255160066e-08, 5.734159650799581e-08, 5.780193545724104e-08, 6.154530840898147e-08, 6.739493343187933e-08, 7.381070532874877e-08, 7.9785661217679e-08, 8.545455763214471e-08, 9.098802907350558e-08, 9.626197816050827e-08, 1.0121242899074741e-07, 1.059133926609281e-07, 1.1031647576620635e-07, 1.1442928806672019e-07, 1.1831278502750627e-07, 1.2202276653083711e-07, 1.2558907646683947e-07, 1.290467276196516e-07, 1.3247558613807016e-07, 1.3602356297227336e-07, 1.3990626047588608e-07, 1.4437820554372016e-07, 1.49668606631314e-07, 1.5590183927091016e-07, 1.6305258854154912e-07, 1.709711351591604e-07, 1.7945394019653913e-07, 1.8831498001628938e-07, 1.97426409398412e-07, 2.0671725948927706e-07, 2.161444405980934e-07, 2.2564096221673863e-07, 2.3509146541458024e-07, 2.443843780375087e-07, 2.5349055765805967e-07, 2.624657628879581e-07, 2.713693475751502e-07, 2.801567127479363e-07, 2.8861974577125937e-07, 2.964665279110119e-07, 3.035257451977755e-07, 3.09849008528974e-07, 3.155846717822756e-07, 3.2081450352335487e-07, 3.2553911285785697e-07, 3.298057998802555e-07, 3.33854500280151e-07, 3.3808634320069276e-07, 3.433237616318268e-07, 0.002974060603555084]"
2,7009,2,"(200.259588, 200.747502)","(74.620061, 75.272627)","[ -0.01601227  -0.12516013  -0.39687842  -0.6284827   -0.92779565
  -1.2523859   -1.5845958   -1.9329716   -2.307907    -2.7189503
  -3.1194358   -3.4843445   -3.8308692   -4.174508    -4.5281105
  -4.8988857   -5.285632    -5.679014    -6.068549    -6.4513025
  -6.8331876   -7.2238226   -7.6304708   -8.056377    -8.498826
  -8.934931    -9.320794    -9.6257      -9.853298   -10.02482
 -10.160915   -10.276222   -10.380369   -10.480064   -10.579882
 -10.680445   -10.777669   -10.867891   -10.950103   -11.024841
 -11.093278   -11.156366   -11.214393   -11.266994   -11.313037
 -11.346694   -11.362612   -11.381882   -11.415914   -11.454697  ]","[  3.93645    9.547722  15.710519  21.190105  26.711372  31.9781
  36.78156   41.453594  46.225807  51.0015    56.01233   61.18897
  66.36022   71.538155  76.77324   82.07216   87.3994    92.74134
  98.16038  103.777275 109.69825  115.912415 122.28515  128.68604
 134.96855  140.89815  146.30855  151.24362  155.85478  160.30061
 164.7119   169.19798  173.86935  178.85716  184.26204  189.9122
 195.38773  200.65416  205.89368  211.17654  216.47282  221.6297
 226.41101  230.68086  234.64188  239.40483  245.89955  250.96672
 254.87495  258.62915 ]","[2.3248663  1.18313    1.0098125  0.8628009  0.738355   0.65228057
 0.5884445  0.53486866 0.4889306  0.45320344 0.42861322 0.41045055
 0.39624977 0.38597193 0.37909484 0.37461987 0.37149647 0.3690737
 0.36762264 0.36824337 0.37161514 0.3763398  0.3789088  0.37671545
 0.3706794  0.36368614 0.3578747  0.35383427 0.3510947  0.3488986
 0.34673998 0.34449187 0.34240013 0.34095752 0.34051389 0.34075603
 0.34091267 0.34070277 0.34000313 0.33857748 0.33631605 0.3333382
 0.33000508 0.32669488 0.32343858 0.31943095 0.31449822 0.312224
 0.3107544  0.3093649 ]","[0.6444568  0.2820326  0.2514999  0.22447625 0.19440472 0.17444946
 0.15887795 0.1440343  0.12939367 0.11854688 0.11130331 0.10512312
 0.09908277 0.09317112 0.0874137  0.08198064 0.07712678 0.07292122
 0.06912389 0.06536479 0.06139444 0.05724213 0.05315771 0.04938693
 0.0460766  0.04331693 0.04116859 0.03958333 0.0383937  0.03742699
 0.03656479 0.03573862 0.03491278 0.03406786 0.03319095 0.03228378
 0.03137714 0.03049832 0.02963133 0.02876216 0.02789043 0.02702327
 0.02618128 0.02538968 0.02465182 0.02391941 0.02316314 0.02252904
 0.02197353 0.02145384]","[7.998205476308246e-08, 1.4915434752951696e-07, 1.772390463861158e-07, 2.1055524937898422e-07, 2.470861846062353e-07, 2.8127635699821e-07, 3.1287960181764447e-07, 3.438863291047947e-07, 3.738213823658055e-07, 4.01613503500911e-07, 4.235688552226605e-07, 4.401917090790954e-07, 4.522796740258358e-07, 4.590239822735986e-07, 4.6078603369745714e-07, 4.5927744356452407e-07, 4.565775642161528e-07, 4.538290477605722e-07, 4.5026184957599955e-07, 4.4375077814378633e-07, 4.332482988165525e-07, 4.211957968796774e-07, 4.125929235236507e-07, 4.106045871655205e-07, 4.1405247897229247e-07, 4.195240697804029e-07, 4.243764192309642e-07, 4.2769194877289534e-07, 4.2981188054617505e-07, 4.3150834457025377e-07, 4.333119079329783e-07, 4.353074729841943e-07, 4.3709961315443035e-07, 4.3795088466794875e-07, 4.373334701290402e-07, 4.3570401627330955e-07, 4.3420732908960806e-07, 4.332710251233054e-07, 4.330373748714088e-07, 4.3381520817585853e-07, 4.357699079059204e-07, 4.387726175795856e-07, 4.4237020666156737e-07, 4.4618332955774795e-07, 0.0001307961215801626, 4.548133614378109e-07, 4.613333831246655e-07, 4.639452208010426e-07, 4.6541377578157347e-07, 4.6681979257958344e-07]"
3,7009,2,"(200.259588, 200.747502)","(74.620061, 75.272627)","[ 0.2435599   0.67289007  1.1666499   1.6778549   2.1952558   2.6630025
  3.0498013   3.4005868   3.7371452   4.0690956   4.4037747   4.739149
  5.0684686   5.384963    5.6832957   5.9626436   6.225203    6.4740276
  6.711893    6.9410725   7.1634803   7.3809075   7.5951033   7.807681
  8.020024    8.233267    8.448308    8.665813    8.88579     9.107426
  9.329504    9.550854    9.769795    9.982069   10.180768   10.36142
 10.523586   10.668149   10.796168   10.909058   11.008679   11.097198
 11.176668   11.249747   11.323624   11.395387   11.449005   11.495846
 11.5374775  11.573675  ]","[  4.866184  11.090534  17.483406  23.228928  28.696453  33.67734
  38.187958  42.358982  46.34301   50.333706  54.38985   58.512516
  62.75219   67.114105  71.57343   76.096405  80.66598   85.27604
  89.920204  94.58753   99.26849  103.96618  108.70487  113.53005
 118.49499  123.62837  128.90077  134.23863  139.58838  144.94487
 150.31044  155.65215  160.87917  165.88104  170.68419  175.40247
 180.0804   184.71709  189.3258   193.94337  198.61049  203.35149
 208.18394  213.31676  219.82582  227.25935  232.68086  237.10764
 241.16273  244.99393 ]","[2.2545528  1.2283952  0.98400545 0.8601576  0.7542617  0.684513
 0.6385174  0.60157675 0.56975496 0.5419441  0.5174708  0.4965591
 0.4800754  0.46830654 0.46081305 0.4567068  0.45508122 0.45520872
 0.45651394 0.45848936 0.46064568 0.4625217  0.46372283 0.4639534
 0.46300447 0.4607312  0.4570661  0.45207694 0.44587585 0.43834364
 0.42904758 0.41771117 0.40520573 0.39349607 0.38338596 0.3741045
 0.36486837 0.35539022 0.34574878 0.3362029  0.32707053 0.31866664
 0.3111976  0.30445454 0.29733345 0.2907044  0.28706902 0.2839543
 0.28113925 0.2785504 ]","[0.65901273 0.30812642 0.22169124 0.21763235 0.20152575 0.18958856
 0.1799631  0.17057598 0.16107863 0.15078238 0.14041357 0.13161221
 0.12479099 0.11940432 0.1146668  0.11005764 0.10537478 0.10064014
 0.0960075  0.09167423 0.08778471 0.08436108 0.08130144 0.07843728
 0.07560273 0.07268813 0.06966692 0.06657635 0.06345782 0.06035479
 0.05737166 0.05465502 0.05229142 0.05026057 0.04846764 0.04681495
 0.0452473  0.04374402 0.04229913 0.04091043 0.0395768  0.038299
 0.03707856 0.03590235 0.03469868 0.03352318 0.03250818 0.03151326
 0.03066051 0.02995876]","[8.423643049532965e-08, 1.460471119055165e-07, 1.7630866327277816e-07, 2.0917870070179342e-07, 2.431587928640723e-07, 2.7156185720686037e-07, 2.9310074564629715e-07, 3.118384180220419e-07, 3.288729670762665e-07, 3.435985583060131e-07, 3.5645148533040964e-07, 3.6827987569463815e-07, 3.7829579989761315e-07, 3.8521564691762604e-07, 3.882826887164068e-07, 3.8771936942205764e-07, 3.843297690511279e-07, 3.790595255095667e-07, 3.728160640578721e-07, 3.6640419593862455e-07, 3.604630383258367e-07, 3.554113969903059e-07, 3.5145158467641035e-07, 3.486303107544931e-07, 3.4693336042436945e-07, 3.4635999621588585e-07, 3.469356855751359e-07, 3.486443107823688e-07, 3.5145464645018626e-07, 3.55572919060236e-07, 3.616123362087988e-07, 3.701978206905748e-07, 3.8083636034508974e-07, 3.9157545740383423e-07, 4.0129963113833955e-07, 4.1065349228804293e-07, 4.2050604196103314e-07, 4.3126661490988334e-07, 4.4291562994005985e-07, 4.551507865178215e-07, 4.674974726803704e-07, 4.793798391527687e-07, 4.903074021123781e-07, 5.004710509369607e-07, 5.117471917301447e-07, 5.225987742979424e-07, 5.279783111110111e-07, 5.32411808397403e-07, 5.365828362757556e-07, 5.406562000997341e-07]"
4,7009,2,"(200.259588, 200.747502)","(74.620061, 75.272627)","[0.07051849 0.09511672 0.11288904 0.14219764 0.17094521 0.19982979
 0.23241773 0.26673815 0.30245057 0.33989385 0.3782139  0.4154151
 0.45102552 0.4854092  0.519031   0.55210495 0.5845171  0.61595905
 0.64606506 0.67448825 0.700945   0.725234   0.74724144 0.76692885
 0.7843196  0.79948497 0.8125359  0.82361484 0.8328942  0.8405707
 0.8468584  0.85197437 0.8561218  0.85947317 0.8621611  0.86427474
 0.865866   0.8669586  0.8675568  0.8676559  0.8672475  0.8663267
 0.86489284 0.8629522  0.86051416 0.8575927  0.85420334 0.850361
 0.84608173 0.841381  ]","[  3.8291044   8.073824   12.25828    17.33456    21.844105   26.465878
  30.678825   34.650074   38.471718   42.2993     46.112812   49.837833
  53.49737    57.112915   60.686794   64.19853    67.63022    70.97467
  74.232605   77.40679    80.49854    83.50732    86.4316     89.27006
  92.02183    94.68638    97.26335    99.75248   102.15404   104.46932
 106.70106   108.853615  110.93294   112.94587   114.89956   116.800995
 118.656624  120.47225   122.252846  124.00272   125.725464  127.424065
 129.1012    130.75914   132.40016   134.02635   135.63983   137.24265
 138.83672   140.42381  ]","[3.84831    2.6902096  2.4742975  2.3579843  2.1687043  1.9812552
 1.8397417  1.7306236  1.6417336  1.5673574  1.5037313  1.4470637
 1.3948144  1.3461566  1.3011274  1.259703   1.2213062  1.1852261
 1.1509444  1.1181526  1.0866868  1.0564877  1.0275737  1.0000081
 0.97385466 0.9491431  0.9258558  0.9039332  0.8832918  0.86384416
 0.84551233 0.82823026 0.81194085 0.7965872  0.78210694 0.7684312
 0.75548714 0.74320316 0.731513   0.72036046 0.7096999  0.69949627
 0.68972194 0.68035454 0.67137414 0.6627603  0.6544938  0.6465547
 0.6389245  0.63158447]","[0.7416052  0.34877798 0.24751718 0.23129308 0.21609019 0.2006261
 0.19072674 0.18293701 0.17526248 0.16669329 0.15776756 0.14987402
 0.14334013 0.137739   0.13251407 0.12733832 0.12214462 0.11701106
 0.11206199 0.1074119  0.10313968 0.09928159 0.09583659 0.09277923
 0.09007335 0.08768118 0.08556804 0.08370174 0.08205072 0.08058132
 0.07925718 0.07804048 0.07689488 0.07578906 0.07469936 0.07361042
 0.07251453 0.0714099  0.07029879 0.06918578 0.06807625 0.06697559
 0.06588853 0.0648188  0.06376916 0.06274138 0.06173646 0.06075481
 0.05979635 0.05886068]","[4.326210868465306e-08, 5.740188778967346e-08, 6.035736497425254e-08, 6.319797925470073e-08, 6.883213595135125e-08, 7.548040302460914e-08, 8.150477932355086e-08, 8.684096529047565e-08, 9.165034993583747e-08, 9.59563369628291e-08, 9.985603276791765e-08, 1.0361059552767533e-07, 1.0739541342562554e-07, 1.1122197263228202e-07, 1.1501032444039139e-07, 1.1869196478157407e-07, 1.222773764708001e-07, 1.2581979538178056e-07, 1.293722966036653e-07, 1.3297434985293555e-07, 1.3665089157540721e-07, 1.4041135258893002e-07, 1.4424948043183453e-07, 1.4814629231516837e-07, 1.5207675931319998e-07, 1.5601687015691562e-07, 1.5994828938683866e-07, 1.638593427876915e-07, 1.6774302650932442e-07, 1.7159322011745086e-07, 1.7540188670040178e-07, 1.7915812452465906e-07, 1.8284924296817788e-07, 1.8646356163889053e-07, 1.8999314734200843e-07, 1.9343491680083296e-07, 1.967906109079718e-07, 2.000654057503807e-07, 2.0326633769130183e-07, 2.0640022162141797e-07, 2.094726283665451e-07, 2.124872775087954e-07, 2.154462897810643e-07, 2.1835059571750732e-07, 2.212006189060065e-07, 2.2399726830141928e-07, 2.2674134246147004e-07, 2.2943432183893146e-07, 2.32077475049046e-07, 2.3467262243783298e-07]"
5,7009,2,"(200.259588, 200.747502)","(74.620061, 75.272627)","[ -0.04761287  -0.1409634   -0.4237577   -0.65118265  -0.9159759
  -1.2101376   -1.5159043   -1.8403081   -2.1873488   -2.5566058
  -2.9502857   -3.3416615   -3.7090597   -4.0507236   -4.373435
  -4.683733    -4.986552    -5.285303    -5.5820565   -5.8777027
  -6.172291    -6.4654856   -6.756866    -7.0458317   -7.3313017
  -7.6116943   -7.8852277   -8.15023     -8.405236    -8.648996
  -8.880469    -9.098858    -9.303635    -9.494581    -9.671788
  -9.835636    -9.986743   -10.125912   -10.254058   -10.372153
 -10.481182   -10.582094   -10.675788   -10.763092   -10.844754
 -10.92144    -10.993752   -11.062206   -11.127252   -11.189285  ]","[  4.231399   8.270983  13.157491  18.20138   22.438328  26.826729
  30.823288  34.64763   38.399776  42.20725   45.855152  49.435116
  53.047443  56.6432    60.178467  63.666927  67.143715  70.64629
  74.20515   77.83389   81.516624  85.20251   88.822334  92.32267
  95.686005  98.92004  102.03753  105.047646 107.95562  110.763756
 113.47216  116.079414 118.5838   120.9841   123.280525 125.47485
 127.5705   129.57231  131.48622  133.31883  135.07721  136.76851
 138.3997   139.97763  141.50867  142.9989   144.45393  145.87907
 147.2793   148.65926 ]","[2.3732984  1.2029688  0.997946   0.8835518  0.77044773 0.68582714
 0.6257658  0.5772169  0.5345416  0.49771136 0.4693561  0.45135644
 0.44136545 0.43611097 0.43404725 0.43453753 0.43717372 0.44161934
 0.4475266  0.45444176 0.46168798 0.46830547 0.4732114  0.47557798
 0.47514948 0.4722553  0.46756586 0.4617799  0.45542574 0.44883016
 0.44216952 0.43553257 0.42896396 0.4224888  0.4161226  0.40987638
 0.40375754 0.39777118 0.39191946 0.38620198 0.38061646 0.37515962
 0.36982673 0.3646129  0.35951328 0.35452312 0.34963903 0.34485847
 0.34017974 0.3356032 ]","[0.61131173 0.2670575  0.22856623 0.21141955 0.18230468 0.16326529
 0.15065783 0.14031033 0.13032608 0.12005191 0.11170087 0.1058069
 0.10125942 0.0971399  0.09315484 0.08928024 0.08554444 0.08197547
 0.07859288 0.07541309 0.07246287 0.06978673 0.06742762 0.06538505
 0.06359145 0.06194216 0.06035026 0.05877315 0.0572041  0.05565324
 0.05413538 0.05266447 0.0512519  0.04990605 0.04863245 0.04743393
 0.04631091 0.04526211 0.04428466 0.04337472 0.04252783 0.04173909
 0.04100363 0.04031662 0.03967339 0.03906958 0.03850113 0.03796424
 0.03745547 0.0369717 ]","[7.62790052512507e-08, 1.4360612784972832e-07, 1.7468952976405416e-07, 1.999645135448344e-07, 2.2852025018233863e-07, 2.571994124786922e-07, 2.8288853085051444e-07, 3.076231909953355e-07, 3.3250231435986753e-07, 3.5588305294037263e-07, 3.7578815484114557e-07, 3.889532132176951e-07, 3.951785059489319e-07, 3.965016623698811e-07, 3.942669195218123e-07, 3.892824385225364e-07, 3.822281126296015e-07, 3.7371023290927745e-07, 3.643000906367024e-07, 3.5459743872188445e-07, 3.4530811790843025e-07, 3.372553990931402e-07, 3.312172804875899e-07, 3.2765702003422145e-07, 3.2657022436383264e-07, 3.275610425997561e-07, 3.300526699566965e-07, 3.3349962690429797e-07, 3.375070071490069e-07, 3.4183745559969554e-07, 3.463679656212207e-07, 3.510414940939055e-07, 3.5583346320822965e-07, 3.607321848897298e-07, 3.657311686052247e-07, 3.7082466391788424e-07, 3.7600744449905655e-07, 3.812741393037842e-07, 3.866200915519839e-07, 3.9204174113402097e-07, 3.975365738748135e-07, 4.031023319299403e-07, 4.0873832523702465e-07, 4.1444382079538796e-07, 4.202183609080618e-07, 4.2606147552549516e-07, 4.319711316980721e-07, 4.3794438871861216e-07, 4.439769435990085e-07, 4.500616639035278e-07]"
6,7009,2,"(200.259588, 200.747502)","(74.620061, 75.272627)","[ 0.2808226   0.62316316  1.0904213   1.4670175   1.843913    2.206475
  2.5257752   2.795733    3.0372531   3.265897    3.492018    3.7235632
  3.9638102   4.2120643   4.467045    4.7258053   4.9841685   5.2381516
  5.484968    5.7230597   5.951774    6.171027    6.381039    6.582205
  6.7750335   6.9600983   7.1379995   7.3093314   7.4746523   7.634482
  7.789288    7.9394913   8.085456    8.227482    8.3658085   8.500603
  8.631977    8.760002    8.884723    9.006162    9.124344    9.239284
  9.35098     9.459426    9.564583    9.666385    9.7647505   9.859558
  9.9506855  10.037993  ]","[  3.7848182   9.709762   14.6752     19.935806   24.78054    29.431961
  33.452938   36.85271    39.7983     42.46934    45.03102    47.584896
  50.153725   52.76706    55.45888    58.245815   61.111423   64.0231
  66.94511    69.84646    72.70561    75.51049    78.256584   80.94473
  83.57908    86.165535   88.71028    91.21869    93.69492    96.141914
  98.56179   100.95681   103.32987   105.68514   108.027916  110.36445
 112.7013    115.04464   117.39997   119.77158   122.16265   124.57517
 127.0101    129.46733   131.94571   134.44286   136.95494   139.47636
 142.00026   144.51854  ]","[2.6367552  1.5216315  1.1894331  1.04436    0.93086106 0.8421945
 0.78347474 0.74357074 0.7139013  0.69038594 0.67110825 0.65491533
 0.6409482  0.62862027 0.6174528  0.60711193 0.5974298  0.5883115
 0.5797021  0.5715899  0.56399816 0.5569568  0.5504763  0.5445254
 0.53903234 0.53389454 0.5289979  0.5242328  0.5195049  0.51474285
 0.50989807 0.50494635 0.49988568 0.49473372 0.4895224  0.48429146
 0.47908065 0.4739222  0.46883976 0.46384612 0.4589473  0.4541448
 0.4494394  0.44483387 0.44033504 0.43595493 0.4317123  0.42762974
 0.42373285 0.42004517]","[0.71863174 0.34091005 0.2277719  0.21021566 0.19349746 0.17851362
 0.16749236 0.15847906 0.15030867 0.14237542 0.1341603  0.12555975
 0.11708584 0.10922579 0.10223586 0.09621002 0.09113438 0.0869125
 0.08340692 0.08048067 0.07801433 0.07590991 0.0740897  0.07249331
 0.07107443 0.06979805 0.06863791 0.06757422 0.06659184 0.06567886
 0.06482484 0.06401999 0.06325421 0.0625166  0.06179563 0.06107921
 0.06035556 0.05961352 0.05884317 0.05803605 0.05718562 0.05628728
 0.0553387  0.05433979 0.05329288 0.05220262 0.05107598 0.0499221
 0.04875204 0.047578  ]","[7.00698346895012e-08, 1.1383091371734378e-07, 1.397608587638189e-07, 1.6112630614995343e-07, 1.8227452651585417e-07, 2.0251086459096135e-07, 2.1819225960202042e-07, 2.2971201924678064e-07, 2.3847472943826395e-07, 2.4525550578556717e-07, 2.5030841906523213e-07, 2.538985088000338e-07, 2.5656090046563174e-07, 2.587678740307686e-07, 2.6086602113152505e-07, 2.630692698447422e-07, 2.6546278036645e-07, 2.680551808563229e-07, 2.708118273273327e-07, 2.7367149641222755e-07, 2.7655774197563705e-07, 2.7939602565599987e-07, 2.8212925569044636e-07, 2.847319177644668e-07, 2.872108680847426e-07, 2.896005435086205e-07, 2.9195108331748857e-07, 2.9431745874632247e-07, 2.9675143143969455e-07, 2.9929498522053345e-07, 3.0197862466890837e-07, 3.0481868886936413e-07, 3.0781702182122015e-07, 3.10960834496774e-07, 3.1422534949524824e-07, 3.1757727445812484e-07, 3.209805084783866e-07, 3.2440208448248093e-07, 3.27813929902154e-07, 3.311958212362275e-07, 3.345331415860518e-07, 3.3781589843370214e-07, 3.410361874497261e-07, 3.441860070704898e-07, 3.472556928292449e-07, 3.502326709637549e-07, 3.530997554097476e-07, 3.558376630341171e-07, 3.584252703336552e-07, 3.608441440055137e-07]"
1,7009,2,"(200.747502, 201.236588)","(75.272627, 75.920169)","[0.06784814 0.09740996 0.12172496 0.1524435  0.18402638 0.2128357
 0.24036479 0.26616704 0.2900608  0.31320494 0.3349168  0.35301894
 0.36841968 0.3826254  0.39666632 0.41120562 0.42656484 0.4427354
 0.45940256 0.4760701  0.49219844 0.5071865  0.5203116  0.53084904
 0.5382992  0.54250866 0.54366547 0.5422442  0.538914   0.53437984
 0.52917856 0.5235434  0.5174266  0.5106725  0.5032089  0.4951194
 0.48658416 0.4777568  0.46865228 0.45908082 0.44871458 0.43732616
 0.42501473 0.41220182 0.39942843 0.387086   0.37517017 0.3632639
 0.3509932  0.33913845]","[  3.9644723   9.071215   13.944611   19.68296    24.589092   29.246052
  33.644527   37.93675    42.20516    46.59537    51.06545    55.53532
  60.044613   64.53977    69.00647    73.47232    77.980644   82.55965
  87.207085   91.88763    96.54417   101.11873   105.579445  109.93962
 114.25314   118.588844  123.001076  127.511604  132.10832   136.75267
 141.39198   145.96971   150.43906   154.78265   159.02501   163.22258
 167.43967   171.72502   176.09987   180.56187   185.10051   189.70741
 194.37564   199.09554   203.84666   208.57976   213.1952    217.54817
 221.51851   225.18913  ]","[3.7094624  2.6735997  2.575088   2.4255173  2.2223568  2.0369704
 1.8925537  1.7734901  1.6702288  1.5807949  1.5043806  1.4394898
 1.3843256  1.3361875  1.2927185  1.252462   1.2147553  1.1792593
 1.1455384  1.1127878  1.07977    1.0450894  1.0077795  0.96781254
 0.9261163  0.88408595 0.84301317 0.80376214 0.76674145 0.73206365
 0.6997349  0.66982245 0.6424646  0.61768615 0.5952408  0.57469374
 0.55565596 0.5379875  0.5218457  0.5074929  0.49497625 0.48403344
 0.47431892 0.4656237  0.45786774 0.45092127 0.44443446 0.4379038
 0.43099862 0.423648  ]","[0.7233375  0.3297061  0.24986158 0.24171808 0.22810301 0.21606109
 0.20800799 0.200694   0.1930829  0.18457808 0.17645481 0.170504
 0.1659891  0.16164023 0.15672474 0.15100697 0.14457789 0.13775598
 0.13099232 0.12470468 0.11910817 0.11418294 0.10977822 0.10571497
 0.10182645 0.09797318 0.09406    0.09005048 0.08596832 0.08188767
 0.07791652 0.07417441 0.07076111 0.06772219 0.06503327 0.06261709
 0.06038043 0.05824671 0.0561721  0.05414459 0.05217164 0.05026542
 0.04843449 0.04668194 0.04500616 0.04340087 0.04185612 0.04036454
 0.03892953 0.0375577 ]","[4.5009032255160066e-08, 5.7341596507995816e-08, 5.780193545724103e-08, 6.154530840898147e-08, 6.739493343187935e-08, 7.381070532874879e-08, 7.978566121767898e-08, 8.54545576321447e-08, 9.098802907350559e-08, 9.626197816050827e-08, 1.0121242899074738e-07, 1.0591339266092814e-07, 1.1031647576620635e-07, 1.1442928806672017e-07, 1.183127850275063e-07, 1.2202276653083711e-07, 1.255890764668395e-07, 1.2904672761965163e-07, 1.3247558613807014e-07, 1.3602356297227333e-07, 1.399062604758861e-07, 1.4437820554372016e-07, 1.49668606631314e-07, 1.5590183927091016e-07, 1.6305258854154907e-07, 1.709711351591604e-07, 1.7945394019653915e-07, 1.883149800162894e-07, 1.9742640939841204e-07, 2.067172594892771e-07, 2.161444405980934e-07, 2.2564096221673863e-07, 2.3509146541458027e-07, 2.4438437803750865e-07, 2.534905576580598e-07, 2.624657628879581e-07, 2.7136934757515013e-07, 2.801567127479363e-07, 2.886197457712593e-07, 2.9646652791101195e-07, 3.035257451977756e-07, 3.098490085289741e-07, 3.155846717822756e-07, 3.208145035233549e-07, 3.255391128578569e-07, 3.298057998802556e-07, 3.3385450028015107e-07, 3.380863432006928e-07, 3.4280334647931094e-07, 9.768329401161906e-06]"
