lane,time,xloc,yloc,maneuver,muX,muY,sigX,sigY,line_integral_values
-2,0.0,"(112.0178249999999, 112.96997499999998)","(-0.660000000000025, -0.6899999999999977)",2,0.47388983,0.07026432,2.0392137,8.050138,0.0
-2,0.1,"(112.96997499999998, 113.92055000000005)","(-0.6899999999999977, -0.7300000000000182)",2,1.1831751,0.020274557,0.9795708,3.154137,0.0
-2,0.2,"(113.92055000000005, 114.86905000000002)","(-0.7300000000000182, -0.7700000000000102)",2,2.8641033,-0.16137859,0.59699005,1.796751,0.0
-2,0.3,"(114.86905000000002, 115.814975)","(-0.7700000000000102, -0.8000000000000114)",2,4.502589,-0.34842607,0.4073448,1.2137482,0.0
-2,0.4,"(115.814975, 116.75832500000001)","(-0.8000000000000114, -0.8300000000000125)",2,5.801541,-0.56239736,0.30410385,0.8955941,0.0
-2,0.5,"(116.75832500000001, 117.699075)","(-0.8300000000000125, -0.8700000000000045)",2,7.591166,-0.8216126,0.247768,0.7211167,0.0
-2,0.6,"(117.699075, 118.63674999999989)","(-0.8700000000000045, -0.9000000000000057)",2,9.445175,-1.1339138,0.21317245,0.60931325,0.0
-2,0.7,"(118.63674999999989, 119.57134999999994)","(-0.9000000000000057, -0.9300000000000068)",2,11.4788685,-1.5003195,0.1882037,0.53119826,0.0
-2,0.8,"(119.57134999999994, 120.50285000000008)","(-0.9300000000000068, -0.9699999999999989)",2,13.63955,-1.91972,0.16775073,0.47361153,0.0
-2,0.9,"(120.50285000000008, 121.43077500000004)","(-0.9699999999999989, -1.0)",2,15.849551,-2.3851619,0.15001531,0.43383315,0.0
-2,1.0,"(121.43077500000004, 122.35512500000004)","(-1.0, -1.0300000000000011)",2,18.240044,-2.8855405,0.13443877,0.40505075,0.0
-2,1.1,"(122.35512500000004, 123.27587500000004)","(-1.0300000000000011, -1.0600000000000023)",2,20.945065,-3.410488,0.12099562,0.37994245,0.0
-2,1.2,"(123.27587500000004, 124.19254999999998)","(-1.0600000000000023, -1.0900000000000034)",2,23.885727,-3.9523158,0.109891295,0.3577033,0.0
-2,1.3,"(124.19254999999998, 125.10567500000002)","(-1.0900000000000034, -1.1300000000000239)",2,26.953598,-4.502244,0.10078553,0.3396151,0.0
-2,1.4,"(125.10567500000002, 126.0152250000001)","(-1.1300000000000239, -1.160000000000025)",2,30.062775,-5.053033,0.093048096,0.32599685,0.0
-2,1.5,"(126.0152250000001, 126.9206999999999)","(-1.160000000000025, -1.1899999999999977)",2,33.170204,-5.6008906,0.08621663,0.31619945,0.0
-2,1.6,"(126.9206999999999, 127.82212499999991)","(-1.1899999999999977, -1.2199999999999989)",2,36.268875,-6.1440563,0.08010982,0.30940858,0.0
-2,1.7,"(127.82212499999991, 128.71949999999993)","(-1.2199999999999989, -1.25)",2,39.373222,-6.6808577,0.074703164,0.30507588,0.0
-2,1.8,"(128.71949999999993, 129.61282499999993)","(-1.25, -1.2900000000000205)",2,42.50175,-7.208803,0.06999553,0.30297077,0.0
-2,1.9,"(129.61282499999993, 130.50212499999998)","(-1.2900000000000205, -1.3200000000000216)",2,45.665062,-7.724555,0.06593842,0.30305114,0.0
-2,2.0,"(130.50212499999998, 131.38740000000007)","(-1.3200000000000216, -1.3500000000000227)",2,48.86455,-8.22436,0.062426817,0.30525327,0.0
-2,2.1,"(131.38740000000007, 132.26864999999998)","(-1.3500000000000227, -1.3800000000000239)",2,52.09776,-8.704571,0.059329968,0.30934706,0.0
-2,2.2,"(132.26864999999998, 133.14640000000009)","(-1.3800000000000239, -1.410000000000025)",2,55.362133,-9.16185,0.056527674,0.3149562,0.0
-2,2.3,"(133.14640000000009, 134.02064999999993)","(-1.410000000000025, -1.4399999999999977)",2,58.655727,-9.593059,0.05392701,0.3216524,0.0
-2,2.4,"(134.02064999999993, 134.89139999999998)","(-1.4399999999999977, -1.4800000000000182)",2,61.979122,-9.995278,0.05145966,0.32898253,0.0
-2,2.5,"(134.89139999999998, 135.75865)","(-1.4800000000000182, -1.5100000000000193)",2,65.33837,-10.366156,0.04907362,0.33644402,0.0
-2,2.6,"(135.75865, 136.62239999999997)","(-1.5100000000000193, -1.5400000000000205)",2,68.74614,-10.704443,0.046731498,0.34350622,0.0
-2,2.7,"(136.62239999999997, 137.48264999999992)","(-1.5400000000000205, -1.5700000000000216)",2,72.21891,-11.010274,0.04441403,0.34968916,0.0
-2,2.8,"(137.48264999999992, 138.33940000000007)","(-1.5700000000000216, -1.6100000000000136)",2,75.77123,-11.285167,0.042122293,0.35461348,0.0
-2,2.9,"(138.33940000000007, 139.19315000000006)","(-1.6100000000000136, -1.6400000000000148)",2,79.40881,-11.531912,0.03987476,0.35797328,0.0
-2,3.0,"(139.19315000000006, 140.04340000000002)","(-1.6400000000000148, -1.670000000000016)",2,83.1238,-11.754315,0.03770111,0.35947248,0.0
-2,3.1,"(140.04340000000002, 140.89014999999995)","(-1.670000000000016, -1.710000000000008)",2,86.89469,-11.956741,0.03563492,0.35880417,0.0
-2,3.2,"(140.89014999999995, 141.73340000000007)","(-1.710000000000008, -1.740000000000009)",2,90.69135,-12.143373,0.03370677,0.35572532,0.0
-2,3.3,"(141.73340000000007, 142.57314999999994)","(-1.740000000000009, -1.7800000000000011)",2,94.481735,-12.317344,0.031940132,0.350206,0.0
-2,3.4,"(142.57314999999994, 143.4094)","(-1.7800000000000011, -1.8200000000000216)",2,98.2353,-12.480264,0.030349454,0.3425575,0.0
-2,3.5,"(143.4094, 144.24215000000004)","(-1.8200000000000216, -1.8500000000000227)",2,101.92292,-12.632356,0.02894018,0.33342347,0.0
-2,3.6,"(144.24215000000004, 145.07140000000004)","(-1.8500000000000227, -1.8900000000000148)",2,105.51835,-12.773187,0.027708912,0.32360685,0.0
-2,3.7,"(145.07140000000004, 145.89717500000006)","(-1.8900000000000148, -1.9300000000000068)",2,109.003365,-12.902433,0.026644548,0.31385767,0.0
-2,3.8,"(145.89717500000006, 146.71997499999998)","(-1.9300000000000068, -1.9699999999999989)",2,112.37446,-13.020374,0.025729854,0.30475283,0.0
-2,3.9,"(146.71997499999998, 147.5398)","(-1.9699999999999989, -2.0100000000000193)",2,115.64843,-13.127932,0.024942938,0.29668027,0.0
-2,4.0,"(147.5398, 148.35664999999995)","(-2.0100000000000193, -2.0500000000000114)",2,118.86404,-13.226511,0.024258923,0.28988302,0.0
-2,4.1,"(148.35664999999995, 149.1710250000001)","(-2.0500000000000114, -2.0900000000000034)",2,122.0789,-13.317736,0.02365119,0.28451493,0.0
-2,4.2,"(149.1710250000001, 149.98295000000007)","(-2.0900000000000034, -2.140000000000015)",2,125.35793,-13.403149,0.023093056,0.28068104,0.0
-2,4.3,"(149.98295000000007, 150.7924250000001)","(-2.140000000000015, -2.180000000000007)",2,128.74553,-13.48388,0.022561548,0.27841303,0.0
-2,4.4,"(150.7924250000001, 151.5999750000001)","(-2.180000000000007, -2.219999999999999)",2,132.21983,-13.560148,0.02204406,0.2775003,0.0
-2,4.5,"(151.5999750000001, 152.40560000000005)","(-2.219999999999999, -2.2700000000000102)",2,135.68112,-13.630985,0.021544985,0.27719548,0.0
-2,4.6,"(152.40560000000005, 153.20977500000004)","(-2.2700000000000102, -2.3100000000000023)",2,139.06735,-13.695,0.021079341,0.2762556,0.0
