ID,time,xloc,yloc,old_xloc,old_yloc,line_integral_values,maneuver
949,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2574.50915  2574.874425 2575.241    2575.610925 2575.985225 2576.36495
 2576.7516   2577.14565  2577.547075 2577.955825 2578.37185  2578.795125
 2579.22615  2579.6649   2580.110825 2580.5639   2581.024075 2581.4908
 2581.96355  2582.441275 2582.9224   2583.40585  2583.889525 2584.3708
 2584.848125 2585.319975 2585.785875 2586.246925 2586.703725 2587.157375
 2587.61     2588.062675 2588.515925 2588.970775 2589.427225 2589.88425
 2590.341275 2590.7967   2591.248425 2591.694875 2592.134475 2592.565675
 2592.987475 2593.3999   2593.8025   2594.1948   2594.576825 2594.9486
 2595.31015  2595.6615   2596.00265 ]","[-174.98 -174.92 -174.86 -174.8  -174.73 -174.67 -174.6  -174.52 -174.45
 -174.37 -174.29 -174.21 -174.12 -174.03 -173.94 -173.85 -173.76 -173.67
 -173.57 -173.48 -173.39 -173.29 -173.2  -173.11 -173.03 -172.94 -172.86
 -172.78 -172.69 -172.6  -172.52 -172.43 -172.34 -172.25 -172.16 -172.07
 -171.98 -171.89 -171.81 -171.73 -171.65 -171.58 -171.5  -171.43 -171.36
 -171.3  -171.23 -171.17 -171.11 -171.06 -171.  ]","[2574.50915  2574.874425 2575.241    2575.610925 2575.985225 2576.36495
 2576.7516   2577.14565  2577.547075 2577.955825 2578.37185  2578.795125
 2579.22615  2579.6649   2580.110825 2580.5639   2581.024075 2581.4908
 2581.96355  2582.441275 2582.9224   2583.40585  2583.889525 2584.3708
 2584.848125 2585.319975 2585.785875 2586.246925 2586.703725 2587.157375
 2587.61     2588.062675 2588.515925 2588.970775 2589.427225 2589.88425
 2590.341275 2590.7967   2591.248425 2591.694875 2592.134475 2592.565675
 2592.987475 2593.3999   2593.8025   2594.1948   2594.576825 2594.9486
 2595.31015  2595.6615   2596.00265 ]","[220.58 220.64 220.7  220.76 220.83 220.89 220.96 221.04 221.11 221.19
 221.27 221.35 221.44 221.53 221.62 221.71 221.8  221.89 221.99 222.08
 222.17 222.27 222.36 222.45 222.53 222.62 222.7  222.78 222.87 222.96
 223.04 223.13 223.22 223.31 223.4  223.49 223.58 223.67 223.75 223.83
 223.91 223.98 224.06 224.13 224.2  224.26 224.33 224.39 224.45 224.5
 224.56]",0.0,6
2150,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2678.973175 2679.0571   2679.14835  2679.247925 2679.35685  2679.475625
 2679.60475  2679.7447   2679.894925 2680.055375 2680.226025 2680.406825
 2680.597225 2680.796725 2681.004775 2681.2208   2681.444275 2681.674175
 2681.90995  2682.1511   2682.397125 2682.647475 2682.901125 2683.157575
 2683.416325 2683.677375 2683.94075  2684.2065   2684.47515  2684.746725
 2685.02175  2685.300225 2685.58165  2685.866025 2686.15335  2686.4431
 2686.733725 2687.02415  2687.313825 2687.601225 2687.885325 2688.165125
 2688.4401   2688.71025  2688.974625 2689.233275 2689.486725 2689.735
 2689.978625 2690.21815  2690.453625]","[-153.54 -153.51 -153.49 -153.46 -153.43 -153.4  -153.36 -153.32 -153.28
 -153.24 -153.2  -153.15 -153.1  -153.05 -153.   -152.95 -152.9  -152.84
 -152.79 -152.73 -152.67 -152.61 -152.55 -152.49 -152.43 -152.37 -152.31
 -152.24 -152.17 -152.11 -152.04 -151.97 -151.9  -151.83 -151.76 -151.69
 -151.62 -151.55 -151.48 -151.42 -151.35 -151.29 -151.22 -151.16 -151.1
 -151.04 -150.98 -150.92 -150.86 -150.8  -150.75]","[2678.973175 2679.0571   2679.14835  2679.247925 2679.35685  2679.475625
 2679.60475  2679.7447   2679.894925 2680.055375 2680.226025 2680.406825
 2680.597225 2680.796725 2681.004775 2681.2208   2681.444275 2681.674175
 2681.90995  2682.1511   2682.397125 2682.647475 2682.901125 2683.157575
 2683.416325 2683.677375 2683.94075  2684.2065   2684.47515  2684.746725
 2685.02175  2685.300225 2685.58165  2685.866025 2686.15335  2686.4431
 2686.733725 2687.02415  2687.313825 2687.601225 2687.885325 2688.165125
 2688.4401   2688.71025  2688.974625 2689.233275 2689.486725 2689.735
 2689.978625 2690.21815  2690.453625]","[242.02 242.05 242.07 242.1  242.13 242.16 242.2  242.24 242.28 242.32
 242.36 242.41 242.46 242.51 242.56 242.61 242.66 242.72 242.77 242.83
 242.89 242.95 243.01 243.07 243.13 243.19 243.25 243.32 243.39 243.45
 243.52 243.59 243.66 243.73 243.8  243.87 243.94 244.01 244.08 244.14
 244.21 244.27 244.34 244.4  244.46 244.52 244.58 244.64 244.7  244.76
 244.81]",0.0,6
2247,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2654.717075 2654.818225 2654.925275 2655.039225 2655.161075 2655.291825
 2655.431975 2655.5815   2655.740875 2655.910575 2656.09055  2656.28025
 2656.47965  2656.688725 2656.9069   2657.133625 2657.367875 2657.6091
 2657.85675  2658.1103   2658.36875  2658.63155  2658.89815  2659.167025
 2659.43715  2659.708025 2659.979675 2660.25265  2660.5275   2660.804775
 2661.085025 2661.368775 2661.656025 2661.946775 2662.241    2662.537675
 2662.83575  2663.134175 2663.4319   2663.72785  2664.020475 2664.30825
 2664.590675 2664.867275 2665.137575 2665.4021   2665.6609   2665.914
 2666.161425 2666.403725 2666.64145 ]","[-159.12 -159.1  -159.07 -159.04 -159.01 -158.98 -158.94 -158.91 -158.87
 -158.82 -158.78 -158.73 -158.69 -158.64 -158.58 -158.53 -158.48 -158.42
 -158.37 -158.31 -158.26 -158.2  -158.14 -158.08 -158.03 -157.97 -157.91
 -157.85 -157.79 -157.73 -157.67 -157.6  -157.54 -157.47 -157.4  -157.34
 -157.27 -157.21 -157.14 -157.08 -157.02 -156.96 -156.9  -156.84 -156.78
 -156.73 -156.67 -156.62 -156.56 -156.51 -156.46]","[2654.717075 2654.818225 2654.925275 2655.039225 2655.161075 2655.291825
 2655.431975 2655.5815   2655.740875 2655.910575 2656.09055  2656.28025
 2656.47965  2656.688725 2656.9069   2657.133625 2657.367875 2657.6091
 2657.85675  2658.1103   2658.36875  2658.63155  2658.89815  2659.167025
 2659.43715  2659.708025 2659.979675 2660.25265  2660.5275   2660.804775
 2661.085025 2661.368775 2661.656025 2661.946775 2662.241    2662.537675
 2662.83575  2663.134175 2663.4319   2663.72785  2664.020475 2664.30825
 2664.590675 2664.867275 2665.137575 2665.4021   2665.6609   2665.914
 2666.161425 2666.403725 2666.64145 ]","[236.44 236.46 236.49 236.52 236.55 236.58 236.62 236.65 236.69 236.74
 236.78 236.83 236.87 236.92 236.98 237.03 237.08 237.14 237.19 237.25
 237.3  237.36 237.42 237.48 237.53 237.59 237.65 237.71 237.77 237.83
 237.89 237.96 238.02 238.09 238.16 238.22 238.29 238.35 238.42 238.48
 238.54 238.6  238.66 238.72 238.78 238.83 238.89 238.94 239.   239.05
 239.1 ]",0.0,6
2390,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2720.93335  2721.3386   2721.754075 2722.180275 2722.617175 2723.064775
 2723.52355  2723.99345  2724.47395  2724.9645   2725.46455  2725.973075
 2726.489025 2727.01135  2727.5395   2728.072425 2728.608575 2729.146925
 2729.686975 2730.228225 2730.769675 2731.310825 2731.851175 2732.390225
 2732.927475 2733.46245  2733.994675 2734.52415  2735.0509   2735.57495
 2736.0958   2736.612975 2737.126475 2737.635775 2738.14035  2738.6392
 2739.1313   2739.615625 2740.09115  2740.556825 2741.01165  2741.455125
 2741.88675  2742.30605  2742.71305  2743.1078   2743.49085  2743.86275
 2744.22355  2744.573775 2744.913975]","[-141.66 -141.51 -141.37 -141.22 -141.06 -140.91 -140.75 -140.58 -140.42
 -140.25 -140.08 -139.9  -139.73 -139.55 -139.37 -139.19 -139.01 -138.83
 -138.65 -138.47 -138.29 -138.11 -137.93 -137.75 -137.57 -137.39 -137.21
 -137.03 -136.85 -136.68 -136.5  -136.33 -136.15 -135.98 -135.81 -135.64
 -135.48 -135.32 -135.16 -135.01 -134.86 -134.71 -134.57 -134.43 -134.29
 -134.16 -134.03 -133.91 -133.78 -133.66 -133.55]","[2720.93335  2721.3386   2721.754075 2722.180275 2722.617175 2723.064775
 2723.52355  2723.99345  2724.47395  2724.9645   2725.46455  2725.973075
 2726.489025 2727.01135  2727.5395   2728.072425 2728.608575 2729.146925
 2729.686975 2730.228225 2730.769675 2731.310825 2731.851175 2732.390225
 2732.927475 2733.46245  2733.994675 2734.52415  2735.0509   2735.57495
 2736.0958   2736.612975 2737.126475 2737.635775 2738.14035  2738.6392
 2739.1313   2739.615625 2740.09115  2740.556825 2741.01165  2741.455125
 2741.88675  2742.30605  2742.71305  2743.1078   2743.49085  2743.86275
 2744.22355  2744.573775 2744.913975]","[253.9  254.05 254.19 254.34 254.5  254.65 254.81 254.98 255.14 255.31
 255.48 255.66 255.83 256.01 256.19 256.37 256.55 256.73 256.91 257.09
 257.27 257.45 257.63 257.81 257.99 258.17 258.35 258.53 258.71 258.88
 259.06 259.23 259.41 259.58 259.75 259.92 260.08 260.24 260.4  260.55
 260.7  260.85 260.99 261.13 261.27 261.4  261.53 261.65 261.78 261.9
 262.01]",0.0,6
2449,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2686.25655  2686.323675 2686.398075 2686.480775 2686.571775 2686.671575
 2686.781175 2686.90105  2687.030675 2687.170025 2687.319025 2687.47715
 2687.643875 2687.818625 2688.00085  2688.189525 2688.3836   2688.582525
 2688.7858   2688.992925 2689.203375 2689.41665  2689.632225 2689.849075
 2690.066725 2690.28515  2690.504375 2690.724475 2690.945975 2691.1694
 2691.3953   2691.623675 2691.854025 2692.08635  2692.320625 2692.55685
 2692.794    2693.031025 2693.267375 2693.502    2693.733375 2693.960475
 2694.1833   2694.401875 2694.615725 2694.8249   2695.029925 2695.231325
 2695.42915  2695.62395  2695.81675 ]","[-150.95 -150.92 -150.9  -150.87 -150.84 -150.81 -150.78 -150.74 -150.7
 -150.66 -150.62 -150.58 -150.53 -150.48 -150.43 -150.38 -150.33 -150.28
 -150.23 -150.18 -150.12 -150.07 -150.01 -149.96 -149.9  -149.85 -149.79
 -149.73 -149.68 -149.62 -149.56 -149.5  -149.43 -149.37 -149.31 -149.25
 -149.18 -149.12 -149.06 -149.   -148.94 -148.88 -148.83 -148.77 -148.71
 -148.66 -148.6  -148.55 -148.5  -148.44 -148.39]","[2686.25655  2686.323675 2686.398075 2686.480775 2686.571775 2686.671575
 2686.781175 2686.90105  2687.030675 2687.170025 2687.319025 2687.47715
 2687.643875 2687.818625 2688.00085  2688.189525 2688.3836   2688.582525
 2688.7858   2688.992925 2689.203375 2689.41665  2689.632225 2689.849075
 2690.066725 2690.28515  2690.504375 2690.724475 2690.945975 2691.1694
 2691.3953   2691.623675 2691.854025 2692.08635  2692.320625 2692.55685
 2692.794    2693.031025 2693.267375 2693.502    2693.733375 2693.960475
 2694.1833   2694.401875 2694.615725 2694.8249   2695.029925 2695.231325
 2695.42915  2695.62395  2695.81675 ]","[244.61 244.64 244.66 244.69 244.72 244.75 244.78 244.82 244.86 244.9
 244.94 244.98 245.03 245.08 245.13 245.18 245.23 245.28 245.33 245.38
 245.44 245.49 245.55 245.6  245.66 245.71 245.77 245.83 245.88 245.94
 246.   246.06 246.13 246.19 246.25 246.31 246.38 246.44 246.5  246.56
 246.62 246.68 246.73 246.79 246.85 246.9  246.96 247.01 247.06 247.12
 247.17]",0.0,6
2484,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2599.178875 2599.526525 2599.875875 2600.227975 2600.58385  2600.944525
 2601.311025 2601.68435  2602.065    2602.452925 2602.8481   2603.25
 2603.658575 2604.073775 2604.49455  2604.919825 2605.348525 2605.779625
 2606.212075 2606.645325 2607.07835  2607.5096   2607.9375   2608.3605
 2608.777575 2609.187725 2609.5905   2609.986475 2610.37675  2610.7624
 2611.144475 2611.523525 2611.9001   2612.274225 2612.645875 2613.01555
 2613.382725 2613.746325 2614.1048   2614.4571   2614.80215  2615.1384
 2615.46485  2615.781    2616.08635  2616.380925 2616.6648   2616.938525
 2617.20315  2617.459225 2617.7078  ]","[-170.23 -170.17 -170.11 -170.04 -169.97 -169.9  -169.83 -169.75 -169.67
 -169.59 -169.51 -169.42 -169.34 -169.25 -169.16 -169.06 -168.97 -168.88
 -168.79 -168.7  -168.61 -168.52 -168.43 -168.34 -168.26 -168.18 -168.09
 -168.01 -167.93 -167.85 -167.77 -167.69 -167.61 -167.53 -167.45 -167.38
 -167.3  -167.22 -167.15 -167.08 -167.02 -166.96 -166.9  -166.84 -166.79
 -166.74 -166.69 -166.64 -166.6  -166.56 -166.52]","[2599.178875 2599.526525 2599.875875 2600.227975 2600.58385  2600.944525
 2601.311025 2601.68435  2602.065    2602.452925 2602.8481   2603.25
 2603.658575 2604.073775 2604.49455  2604.919825 2605.348525 2605.779625
 2606.212075 2606.645325 2607.07835  2607.5096   2607.9375   2608.3605
 2608.777575 2609.187725 2609.5905   2609.986475 2610.37675  2610.7624
 2611.144475 2611.523525 2611.9001   2612.274225 2612.645875 2613.01555
 2613.382725 2613.746325 2614.1048   2614.4571   2614.80215  2615.1384
 2615.46485  2615.781    2616.08635  2616.380925 2616.6648   2616.938525
 2617.20315  2617.459225 2617.7078  ]","[225.33 225.39 225.45 225.52 225.59 225.66 225.73 225.81 225.89 225.97
 226.05 226.14 226.22 226.31 226.4  226.5  226.59 226.68 226.77 226.86
 226.95 227.04 227.13 227.22 227.3  227.38 227.47 227.55 227.63 227.71
 227.79 227.87 227.95 228.03 228.11 228.18 228.26 228.34 228.41 228.48
 228.54 228.6  228.66 228.72 228.77 228.82 228.87 228.92 228.96 229.
 229.04]",0.0,6
2509,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2667.00565  2667.077925 2667.157075 2667.244125 2667.340575 2667.44745
 2667.56475  2667.692925 2667.83245  2667.9838   2668.146925 2668.3213
 2668.506875 2668.7031   2668.90945  2669.125875 2669.3513   2669.584675
 2669.826    2670.075275 2670.331475 2670.59405  2670.862475 2671.135225
 2671.41175  2671.69205  2671.975675 2672.26265  2672.554025 2672.850325
 2673.151575 2673.4573   2673.767475 2674.0826   2674.402175 2674.725175
 2675.05105  2675.378725 2675.70665  2676.033275 2676.35705  2676.676975
 2676.99255  2677.303275 2677.60865  2677.9087   2678.203475 2678.492525
 2678.775875 2679.05405  2679.327075]","[-156.71 -156.69 -156.67 -156.65 -156.62 -156.59 -156.56 -156.52 -156.48
 -156.44 -156.4  -156.35 -156.31 -156.26 -156.21 -156.15 -156.1  -156.04
 -155.98 -155.92 -155.86 -155.8  -155.73 -155.67 -155.6  -155.53 -155.46
 -155.39 -155.32 -155.24 -155.17 -155.09 -155.01 -154.93 -154.85 -154.77
 -154.69 -154.61 -154.53 -154.46 -154.38 -154.31 -154.23 -154.16 -154.09
 -154.02 -153.95 -153.88 -153.81 -153.74 -153.67]","[2667.00565  2667.077925 2667.157075 2667.244125 2667.340575 2667.44745
 2667.56475  2667.692925 2667.83245  2667.9838   2668.146925 2668.3213
 2668.506875 2668.7031   2668.90945  2669.125875 2669.3513   2669.584675
 2669.826    2670.075275 2670.331475 2670.59405  2670.862475 2671.135225
 2671.41175  2671.69205  2671.975675 2672.26265  2672.554025 2672.850325
 2673.151575 2673.4573   2673.767475 2674.0826   2674.402175 2674.725175
 2675.05105  2675.378725 2675.70665  2676.033275 2676.35705  2676.676975
 2676.99255  2677.303275 2677.60865  2677.9087   2678.203475 2678.492525
 2678.775875 2679.05405  2679.327075]","[238.85 238.87 238.89 238.91 238.94 238.97 239.   239.04 239.08 239.12
 239.16 239.21 239.25 239.3  239.35 239.41 239.46 239.52 239.58 239.64
 239.7  239.76 239.83 239.89 239.96 240.03 240.1  240.17 240.24 240.32
 240.39 240.47 240.55 240.63 240.71 240.79 240.87 240.95 241.03 241.1
 241.18 241.25 241.33 241.4  241.47 241.54 241.61 241.68 241.75 241.82
 241.89]",0.0,6
2592,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2625.99055  2626.139975 2626.293275 2626.451975 2626.617075 2626.7896
 2626.971075 2627.161975 2627.362275 2627.57245  2627.79245  2628.02225
 2628.2623   2628.51205  2628.770975 2629.0385   2629.31355  2629.5956
 2629.884125 2630.178075 2630.4769   2630.77955  2631.084475 2631.390625
 2631.69695  2632.002425 2632.3066   2632.60955  2632.912325 2633.215975
 2633.52105  2633.8281   2634.137175 2634.448775 2634.762875 2635.07895
 2635.395975 2635.712875 2636.028575 2636.341025 2636.64865  2636.950425
 2637.245325 2637.532875 2637.8131   2638.086025 2638.3512   2638.60865
 2638.858925 2639.10255  2639.340075]","[-165.83 -165.8  -165.77 -165.74 -165.7  -165.66 -165.62 -165.58 -165.53
 -165.49 -165.44 -165.38 -165.33 -165.27 -165.22 -165.16 -165.1  -165.03
 -164.97 -164.91 -164.84 -164.78 -164.71 -164.65 -164.58 -164.52 -164.45
 -164.39 -164.32 -164.25 -164.18 -164.11 -164.04 -163.97 -163.89 -163.82
 -163.75 -163.68 -163.6  -163.54 -163.47 -163.4  -163.34 -163.28 -163.22
 -163.16 -163.1  -163.04 -162.99 -162.93 -162.88]","[2625.99055  2626.139975 2626.293275 2626.451975 2626.617075 2626.7896
 2626.971075 2627.161975 2627.362275 2627.57245  2627.79245  2628.02225
 2628.2623   2628.51205  2628.770975 2629.0385   2629.31355  2629.5956
 2629.884125 2630.178075 2630.4769   2630.77955  2631.084475 2631.390625
 2631.69695  2632.002425 2632.3066   2632.60955  2632.912325 2633.215975
 2633.52105  2633.8281   2634.137175 2634.448775 2634.762875 2635.07895
 2635.395975 2635.712875 2636.028575 2636.341025 2636.64865  2636.950425
 2637.245325 2637.532875 2637.8131   2638.086025 2638.3512   2638.60865
 2638.858925 2639.10255  2639.340075]","[229.73 229.76 229.79 229.82 229.86 229.9  229.94 229.98 230.03 230.07
 230.12 230.18 230.23 230.29 230.34 230.4  230.46 230.53 230.59 230.65
 230.72 230.78 230.85 230.91 230.98 231.04 231.11 231.17 231.24 231.31
 231.38 231.45 231.52 231.59 231.67 231.74 231.81 231.88 231.96 232.02
 232.09 232.16 232.22 232.28 232.34 232.4  232.46 232.52 232.57 232.63
 232.68]",0.0,6
2636,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2615.2427   2615.504025 2615.765    2616.026625 2616.2889   2616.551825
 2616.8164   2617.0826   2617.350425 2617.6204   2617.893025 2618.1683
 2618.4457   2618.725675 2619.008225 2619.29285  2619.579525 2619.868225
 2620.158425 2620.450125 2620.742825 2621.036    2621.329625 2621.623175
 2621.91665  2622.21005  2622.50285  2622.795075 2623.08675  2623.377375
 2623.66745  2623.956975 2624.24595  2624.5349   2624.82335  2625.1113
 2625.39925  2625.6872   2625.97515  2626.2631   2626.55105  2626.839
 2627.126975 2627.414975 2627.702975 2627.990975 2628.278975 2628.566975
 2628.854975 2629.143475 2629.432475]","[-168.28 -168.23 -168.18 -168.13 -168.08 -168.03 -167.98 -167.92 -167.87
 -167.81 -167.75 -167.7  -167.64 -167.58 -167.52 -167.46 -167.4  -167.33
 -167.27 -167.21 -167.15 -167.08 -167.02 -166.96 -166.9  -166.83 -166.77
 -166.71 -166.65 -166.59 -166.53 -166.47 -166.4  -166.34 -166.28 -166.22
 -166.16 -166.1  -166.03 -165.97 -165.91 -165.85 -165.79 -165.72 -165.66
 -165.6  -165.54 -165.48 -165.41 -165.35 -165.29]","[2615.2427   2615.504025 2615.765    2616.026625 2616.2889   2616.551825
 2616.8164   2617.0826   2617.350425 2617.6204   2617.893025 2618.1683
 2618.4457   2618.725675 2619.008225 2619.29285  2619.579525 2619.868225
 2620.158425 2620.450125 2620.742825 2621.036    2621.329625 2621.623175
 2621.91665  2622.21005  2622.50285  2622.795075 2623.08675  2623.377375
 2623.66745  2623.956975 2624.24595  2624.5349   2624.82335  2625.1113
 2625.39925  2625.6872   2625.97515  2626.2631   2626.55105  2626.839
 2627.126975 2627.414975 2627.702975 2627.990975 2628.278975 2628.566975
 2628.854975 2629.143475 2629.432475]","[227.28 227.33 227.38 227.43 227.48 227.53 227.58 227.64 227.69 227.75
 227.81 227.86 227.92 227.98 228.04 228.1  228.16 228.23 228.29 228.35
 228.41 228.48 228.54 228.6  228.66 228.73 228.79 228.85 228.91 228.97
 229.03 229.09 229.16 229.22 229.28 229.34 229.4  229.46 229.53 229.59
 229.65 229.71 229.77 229.84 229.9  229.96 230.02 230.08 230.15 230.21
 230.27]",0.0,6
2841,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[2586.402975 2586.805675 2587.211075 2587.6197   2588.032575 2588.451225
 2588.876675 2589.308925 2589.74795  2590.194225 2590.647725 2591.1084
 2591.5757   2592.0491   2592.528575 2593.013575 2593.503025 2593.995875
 2594.4911   2594.98765  2595.484475 2595.980525 2596.473725 2596.961475
 2597.442225 2597.914975 2598.379275 2598.8357   2599.285325 2599.729275
 2600.168625 2600.603925 2601.035725 2601.46455  2601.8904   2602.312725
 2602.730475 2603.1426   2603.547525 2603.943675 2604.3295   2604.703475
 2605.0651   2605.414375 2605.750825 2606.0745   2606.38595  2606.685225
 2606.97235  2607.247875 2607.512875]","[-172.8  -172.73 -172.66 -172.59 -172.52 -172.44 -172.36 -172.28 -172.19
 -172.11 -172.02 -171.93 -171.84 -171.75 -171.65 -171.56 -171.46 -171.36
 -171.27 -171.17 -171.07 -170.97 -170.88 -170.78 -170.69 -170.6  -170.52
 -170.43 -170.34 -170.25 -170.16 -170.07 -169.98 -169.9  -169.81 -169.72
 -169.64 -169.56 -169.48 -169.4  -169.32 -169.25 -169.18 -169.12 -169.05
 -168.99 -168.93 -168.87 -168.82 -168.76 -168.71]","[2586.402975 2586.805675 2587.211075 2587.6197   2588.032575 2588.451225
 2588.876675 2589.308925 2589.74795  2590.194225 2590.647725 2591.1084
 2591.5757   2592.0491   2592.528575 2593.013575 2593.503025 2593.995875
 2594.4911   2594.98765  2595.484475 2595.980525 2596.473725 2596.961475
 2597.442225 2597.914975 2598.379275 2598.8357   2599.285325 2599.729275
 2600.168625 2600.603925 2601.035725 2601.46455  2601.8904   2602.312725
 2602.730475 2603.1426   2603.547525 2603.943675 2604.3295   2604.703475
 2605.0651   2605.414375 2605.750825 2606.0745   2606.38595  2606.685225
 2606.97235  2607.247875 2607.512875]","[222.76 222.83 222.9  222.97 223.04 223.12 223.2  223.28 223.37 223.45
 223.54 223.63 223.72 223.81 223.91 224.   224.1  224.2  224.29 224.39
 224.49 224.59 224.68 224.78 224.87 224.96 225.04 225.13 225.22 225.31
 225.4  225.49 225.58 225.66 225.75 225.84 225.92 226.   226.08 226.16
 226.24 226.31 226.38 226.44 226.51 226.57 226.63 226.69 226.74 226.8
 226.85]",0.0,6
