ID,time,xloc,yloc,old_xloc,old_yloc,line_integral_values,maneuver
42,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5]","[1501.36985  1503.330025 1505.2755   1507.204225 1509.11415  1511.002725
 1512.86745  1514.7063   1516.517225 1518.2992   1520.051725 1521.7743
 1523.466925 1525.1296   1526.762325 1528.3651   1529.937925 1531.4803
 1532.992225 1534.473725 1535.9248   1537.345425 1538.735125 1540.0944
 1541.423225 1542.736575]","[58.01 58.28 58.55 58.82 59.08 59.34 59.59 59.84 60.09 60.33 60.56 60.79
 61.   61.21 61.41 61.6  61.78 61.95 62.12 62.28 62.43 62.57 62.7  62.83
 62.95 63.06]","[1501.36985  1503.330025 1505.2755   1507.204225 1509.11415  1511.002725
 1512.86745  1514.7063   1516.517225 1518.2992   1520.051725 1521.7743
 1523.466925 1525.1296   1526.762325 1528.3651   1529.937925 1531.4803
 1532.992225 1534.473725 1535.9248   1537.345425 1538.735125 1540.0944
 1541.423225 1542.736575]","[164.33 164.6  164.87 165.14 165.4  165.66 165.91 166.16 166.41 166.65
 166.88 167.11 167.32 167.53 167.73 167.92 168.1  168.27 168.44 168.6
 168.75 168.89 169.02 169.15 169.27 169.38]",0.0,6
1008,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[1153.39295  1155.30275  1157.21255  1159.12185  1161.03065  1162.939475
 1164.848325 1166.757175 1168.66605  1170.57495  1172.484375 1174.394325
 1176.3043   1178.2148   1180.1258   1182.036825 1183.94785  1185.85885
 1187.76985  1189.68085  1191.59185  1193.50285  1195.413875 1197.32545
 1199.238575 1201.153275 1203.069575 1204.988475 1206.909975 1208.834075
 1210.761275 1212.691575 1214.62495  1216.560875 1218.49935  1220.44035
 1222.38335  1224.32835  1226.274825 1228.222775 1230.1722   1232.122575
 1234.073925 1236.02625  1237.979525 1239.93375  1241.888925 1243.84455
 1245.80065  1247.757725 1249.715775]","[ 9.28  9.5   9.73  9.95 10.18 10.41 10.64 10.88 11.11 11.35 11.59 11.82
 12.07 12.31 12.55 12.8  13.05 13.3  13.55 13.81 14.06 14.32 14.58 14.84
 15.11 15.37 15.64 15.91 16.18 16.45 16.72 16.99 17.27 17.55 17.82 18.1
 18.38 18.66 18.94 19.22 19.5  19.79 20.07 20.36 20.65 20.93 21.22 21.51
 21.8  22.09 22.38]","[1153.39295  1155.30275  1157.21255  1159.12185  1161.03065  1162.939475
 1164.848325 1166.757175 1168.66605  1170.57495  1172.484375 1174.394325
 1176.3043   1178.2148   1180.1258   1182.036825 1183.94785  1185.85885
 1187.76985  1189.68085  1191.59185  1193.50285  1195.413875 1197.32545
 1199.238575 1201.153275 1203.069575 1204.988475 1206.909975 1208.834075
 1210.761275 1212.691575 1214.62495  1216.560875 1218.49935  1220.44035
 1222.38335  1224.32835  1226.274825 1228.222775 1230.1722   1232.122575
 1234.073925 1236.02625  1237.979525 1239.93375  1241.888925 1243.84455
 1245.80065  1247.757725 1249.715775]","[115.6  115.82 116.05 116.27 116.5  116.73 116.96 117.2  117.43 117.67
 117.91 118.14 118.39 118.63 118.87 119.12 119.37 119.62 119.87 120.13
 120.38 120.64 120.9  121.16 121.43 121.69 121.96 122.23 122.5  122.77
 123.04 123.31 123.59 123.87 124.14 124.42 124.7  124.98 125.26 125.54
 125.82 126.11 126.39 126.68 126.97 127.25 127.54 127.83 128.12 128.41
 128.7 ]",0.0,6
1046,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[1451.59465  1453.37485  1455.15455  1456.93375  1458.71245  1460.49065
 1462.268375 1464.045625 1465.822375 1467.599125 1469.375375 1471.1506
 1472.9248   1474.697975 1476.470125 1478.24125  1480.01135  1481.78045
 1483.548525 1485.315575 1487.081625 1488.846675 1490.610725 1492.373775
 1494.135825 1495.896875 1497.656925 1499.415975 1501.17455  1502.933175
 1504.69185  1506.4511   1508.21145  1509.972875 1511.735375 1513.49945
 1515.265075 1517.03125  1518.797425 1520.56305  1522.327075 1524.0879
 1525.84395  1527.593675 1529.334475 1531.064275 1532.781525 1534.48365
 1536.168625 1537.8349   1539.48045 ]","[52.03 52.28 52.54 52.8  53.05 53.31 53.57 53.82 54.08 54.34 54.6  54.86
 55.12 55.38 55.64 55.9  56.16 56.42 56.68 56.94 57.2  57.46 57.72 57.98
 58.24 58.5  58.76 59.02 59.29 59.55 59.81 60.08 60.34 60.6  60.87 61.13
 61.39 61.66 61.92 62.19 62.45 62.71 62.97 63.23 63.48 63.74 63.99 64.23
 64.48 64.72 64.96]","[1451.59465  1453.37485  1455.15455  1456.93375  1458.71245  1460.49065
 1462.268375 1464.045625 1465.822375 1467.599125 1469.375375 1471.1506
 1472.9248   1474.697975 1476.470125 1478.24125  1480.01135  1481.78045
 1483.548525 1485.315575 1487.081625 1488.846675 1490.610725 1492.373775
 1494.135825 1495.896875 1497.656925 1499.415975 1501.17455  1502.933175
 1504.69185  1506.4511   1508.21145  1509.972875 1511.735375 1513.49945
 1515.265075 1517.03125  1518.797425 1520.56305  1522.327075 1524.0879
 1525.84395  1527.593675 1529.334475 1531.064275 1532.781525 1534.48365
 1536.168625 1537.8349   1539.48045 ]","[158.35 158.6  158.86 159.12 159.37 159.63 159.89 160.14 160.4  160.66
 160.92 161.18 161.44 161.7  161.96 162.22 162.48 162.74 163.   163.26
 163.52 163.78 164.04 164.3  164.56 164.82 165.08 165.34 165.61 165.87
 166.13 166.4  166.66 166.92 167.19 167.45 167.71 167.98 168.24 168.51
 168.77 169.03 169.29 169.55 169.8  170.06 170.31 170.55 170.8  171.04
 171.28]",0.0,6
1062,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[1408.862025 1410.74995  1412.637325 1414.52365  1416.408425 1418.29165
 1420.173325 1422.052925 1423.93045  1425.8059   1427.679275 1429.550075
 1431.417775 1433.281875 1435.142375 1436.999275 1438.852575 1440.702275
 1442.5479   1444.38945  1446.226925 1448.06035  1449.889725 1451.71505
 1453.53635  1455.35415  1457.16845  1458.97925  1460.787075 1462.59245
 1464.395375 1466.19585  1467.9949   1469.792525 1471.588225 1473.3825
 1475.17585  1476.967775 1478.75825  1480.547775 1482.33635  1484.12395
 1485.910075 1487.69475  1489.47845  1491.261175 1493.042425 1494.822175
 1496.600925 1498.3782   1500.1545  ]","[45.56 45.83 46.09 46.36 46.62 46.89 47.15 47.42 47.68 47.95 48.21 48.48
 48.74 49.01 49.28 49.55 49.81 50.08 50.35 50.62 50.89 51.16 51.43 51.7
 51.97 52.24 52.51 52.78 53.05 53.32 53.59 53.86 54.13 54.4  54.68 54.95
 55.22 55.49 55.76 56.03 56.31 56.58 56.85 57.12 57.38 57.65 57.92 58.19
 58.45 58.71 58.98]","[1408.862025 1410.74995  1412.637325 1414.52365  1416.408425 1418.29165
 1420.173325 1422.052925 1423.93045  1425.8059   1427.679275 1429.550075
 1431.417775 1433.281875 1435.142375 1436.999275 1438.852575 1440.702275
 1442.5479   1444.38945  1446.226925 1448.06035  1449.889725 1451.71505
 1453.53635  1455.35415  1457.16845  1458.97925  1460.787075 1462.59245
 1464.395375 1466.19585  1467.9949   1469.792525 1471.588225 1473.3825
 1475.17585  1476.967775 1478.75825  1480.547775 1482.33635  1484.12395
 1485.910075 1487.69475  1489.47845  1491.261175 1493.042425 1494.822175
 1496.600925 1498.3782   1500.1545  ]","[151.88 152.15 152.41 152.68 152.94 153.21 153.47 153.74 154.   154.27
 154.53 154.8  155.06 155.33 155.6  155.87 156.13 156.4  156.67 156.94
 157.21 157.48 157.75 158.02 158.29 158.56 158.83 159.1  159.37 159.64
 159.91 160.18 160.45 160.72 161.   161.27 161.54 161.81 162.08 162.35
 162.63 162.9  163.17 163.44 163.7  163.97 164.24 164.51 164.77 165.03
 165.3 ]",0.0,6
1836,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[1207.892325 1209.70515  1211.518525 1213.332425 1215.14635  1216.9608
 1218.775775 1220.590775 1222.4063   1224.22235  1226.0384   1227.85445
 1229.6705   1231.48655  1233.302575 1235.118075 1236.93305  1238.747475
 1240.560875 1242.37375  1244.186075 1245.997375 1247.808175 1249.619
 1251.430375 1253.2423   1255.054775 1256.868325 1258.68345  1260.50015
 1262.318425 1264.138775 1265.9607   1267.78415  1269.609125 1271.435125
 1273.262125 1275.090125 1276.919125 1278.749125 1280.5801   1282.41155
 1284.2435   1286.076425 1287.909825 1289.7437   1291.57805  1293.4124
 1295.24725  1297.0831   1298.91995 ]","[16.7  16.96 17.21 17.47 17.72 17.98 18.24 18.5  18.75 19.01 19.27 19.53
 19.79 20.05 20.32 20.58 20.84 21.11 21.37 21.64 21.91 22.17 22.44 22.71
 22.98 23.24 23.51 23.78 24.04 24.31 24.58 24.85 25.11 25.38 25.65 25.91
 26.18 26.45 26.72 26.99 27.26 27.52 27.79 28.06 28.32 28.59 28.86 29.12
 29.39 29.65 29.91]","[1207.892325 1209.70515  1211.518525 1213.332425 1215.14635  1216.9608
 1218.775775 1220.590775 1222.4063   1224.22235  1226.0384   1227.85445
 1229.6705   1231.48655  1233.302575 1235.118075 1236.93305  1238.747475
 1240.560875 1242.37375  1244.186075 1245.997375 1247.808175 1249.619
 1251.430375 1253.2423   1255.054775 1256.868325 1258.68345  1260.50015
 1262.318425 1264.138775 1265.9607   1267.78415  1269.609125 1271.435125
 1273.262125 1275.090125 1276.919125 1278.749125 1280.5801   1282.41155
 1284.2435   1286.076425 1287.909825 1289.7437   1291.57805  1293.4124
 1295.24725  1297.0831   1298.91995 ]","[123.02 123.28 123.53 123.79 124.04 124.3  124.56 124.82 125.07 125.33
 125.59 125.85 126.11 126.37 126.64 126.9  127.16 127.43 127.69 127.96
 128.23 128.49 128.76 129.03 129.3  129.56 129.83 130.1  130.36 130.63
 130.9  131.17 131.43 131.7  131.97 132.23 132.5  132.77 133.04 133.31
 133.58 133.84 134.11 134.38 134.64 134.91 135.18 135.44 135.71 135.97
 136.23]",0.0,6
1983,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[1436.71405  1438.53635  1440.357625 1442.177875 1443.9971   1445.8153
 1447.632475 1449.448625 1451.26375  1453.077325 1454.88885  1456.698325
 1458.505725 1460.31055  1462.1128   1463.91245  1465.709025 1467.502525
 1469.29245  1471.0788   1472.861575 1474.640775 1476.4164   1478.187975
 1479.956    1481.720475 1483.481425 1485.239375 1486.99435  1488.746875
 1490.497475 1492.24665  1493.9949   1495.74275  1497.4902   1499.23675
 1500.9829   1502.72915  1504.474975 1506.22035  1507.965775 1509.71125
 1511.456275 1513.20085  1514.94545  1516.689575 1518.432725 1520.175375
 1521.917525 1523.659175 1525.40085 ]","[49.28 49.54 49.8  50.07 50.33 50.59 50.85 51.11 51.37 51.63 51.88 52.14
 52.4  52.66 52.91 53.17 53.42 53.68 53.93 54.19 54.44 54.7  54.95 55.21
 55.46 55.72 55.97 56.23 56.48 56.74 57.   57.25 57.51 57.77 58.02 58.28
 58.54 58.79 59.05 59.31 59.57 59.83 60.09 60.35 60.6  60.86 61.12 61.38
 61.64 61.91 62.17]","[1436.71405  1438.53635  1440.357625 1442.177875 1443.9971   1445.8153
 1447.632475 1449.448625 1451.26375  1453.077325 1454.88885  1456.698325
 1458.505725 1460.31055  1462.1128   1463.91245  1465.709025 1467.502525
 1469.29245  1471.0788   1472.861575 1474.640775 1476.4164   1478.187975
 1479.956    1481.720475 1483.481425 1485.239375 1486.99435  1488.746875
 1490.497475 1492.24665  1493.9949   1495.74275  1497.4902   1499.23675
 1500.9829   1502.72915  1504.474975 1506.22035  1507.965775 1509.71125
 1511.456275 1513.20085  1514.94545  1516.689575 1518.432725 1520.175375
 1521.917525 1523.659175 1525.40085 ]","[155.6  155.86 156.12 156.39 156.65 156.91 157.17 157.43 157.69 157.95
 158.2  158.46 158.72 158.98 159.23 159.49 159.74 160.   160.25 160.51
 160.76 161.02 161.27 161.53 161.78 162.04 162.29 162.55 162.8  163.06
 163.32 163.57 163.83 164.09 164.34 164.6  164.86 165.11 165.37 165.63
 165.89 166.15 166.41 166.67 166.92 167.18 167.44 167.7  167.96 168.23
 168.49]",0.0,6
2017,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[1388.06805  1389.958975 1391.847925 1393.73485  1395.61975  1397.50215
 1399.38205  1401.259425 1403.13375  1405.005025 1406.873275 1408.738475
 1410.6001   1412.457675 1414.3112   1416.160675 1418.0061   1419.847475
 1421.6848   1423.518075 1425.3473   1427.1725   1428.993675 1430.810825
 1432.623975 1434.433125 1436.238775 1438.041425 1439.8406   1441.636825
 1443.4306   1445.221425 1447.0098   1448.796225 1450.5807   1452.362725
 1454.1423   1455.919925 1457.6961   1459.470825 1461.243625 1463.015
 1464.785425 1466.5549   1468.322925 1470.0895   1471.855125 1473.6203
 1475.38505  1477.149375 1478.913775]","[42.43 42.7  42.97 43.23 43.5  43.77 44.04 44.31 44.57 44.84 45.11 45.38
 45.64 45.91 46.18 46.44 46.71 46.97 47.24 47.5  47.77 48.03 48.3  48.56
 48.82 49.09 49.35 49.61 49.88 50.14 50.41 50.67 50.94 51.2  51.46 51.73
 51.99 52.26 52.52 52.78 53.05 53.31 53.57 53.84 54.1  54.36 54.63 54.89
 55.15 55.42 55.68]","[1388.06805  1389.958975 1391.847925 1393.73485  1395.61975  1397.50215
 1399.38205  1401.259425 1403.13375  1405.005025 1406.873275 1408.738475
 1410.6001   1412.457675 1414.3112   1416.160675 1418.0061   1419.847475
 1421.6848   1423.518075 1425.3473   1427.1725   1428.993675 1430.810825
 1432.623975 1434.433125 1436.238775 1438.041425 1439.8406   1441.636825
 1443.4306   1445.221425 1447.0098   1448.796225 1450.5807   1452.362725
 1454.1423   1455.919925 1457.6961   1459.470825 1461.243625 1463.015
 1464.785425 1466.5549   1468.322925 1470.0895   1471.855125 1473.6203
 1475.38505  1477.149375 1478.913775]","[148.75 149.02 149.29 149.55 149.82 150.09 150.36 150.63 150.89 151.16
 151.43 151.7  151.96 152.23 152.5  152.76 153.03 153.29 153.56 153.82
 154.09 154.35 154.62 154.88 155.14 155.41 155.67 155.93 156.2  156.46
 156.73 156.99 157.26 157.52 157.78 158.05 158.31 158.58 158.84 159.1
 159.37 159.63 159.89 160.16 160.42 160.68 160.95 161.21 161.47 161.74
 162.  ]",0.0,6
2040,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[1351.531    1353.423275 1355.315    1357.206175 1359.0968   1360.986875
 1362.876375 1364.7648   1366.652175 1368.538    1370.42175  1372.3034
 1374.18295  1376.060425 1377.935325 1379.807125 1381.675825 1383.541425
 1385.4034   1387.261275 1389.115075 1390.965275 1392.8119   1394.654475
 1396.4935   1398.3295   1400.1625   1401.9925   1403.819525 1405.644075
 1407.46615  1409.28575  1411.102875 1412.917525 1414.729675 1416.538825
 1418.34495  1420.14805  1421.94815  1423.745225 1425.539275 1427.330325
 1429.11835  1430.90285  1432.68385  1434.461325 1436.23525  1438.00565
 1439.77255  1441.53645  1443.29735 ]","[37.1  37.37 37.63 37.9  38.17 38.44 38.71 38.98 39.25 39.52 39.78 40.05
 40.32 40.59 40.86 41.13 41.39 41.66 41.93 42.2  42.46 42.73 43.   43.27
 43.53 43.8  44.07 44.33 44.6  44.87 45.14 45.4  45.67 45.94 46.21 46.48
 46.75 47.02 47.29 47.56 47.83 48.1  48.36 48.63 48.9  49.17 49.43 49.7
 49.97 50.24 50.5 ]","[1351.531    1353.423275 1355.315    1357.206175 1359.0968   1360.986875
 1362.876375 1364.7648   1366.652175 1368.538    1370.42175  1372.3034
 1374.18295  1376.060425 1377.935325 1379.807125 1381.675825 1383.541425
 1385.4034   1387.261275 1389.115075 1390.965275 1392.8119   1394.654475
 1396.4935   1398.3295   1400.1625   1401.9925   1403.819525 1405.644075
 1407.46615  1409.28575  1411.102875 1412.917525 1414.729675 1416.538825
 1418.34495  1420.14805  1421.94815  1423.745225 1425.539275 1427.330325
 1429.11835  1430.90285  1432.68385  1434.461325 1436.23525  1438.00565
 1439.77255  1441.53645  1443.29735 ]","[143.42 143.69 143.95 144.22 144.49 144.76 145.03 145.3  145.57 145.84
 146.1  146.37 146.64 146.91 147.18 147.45 147.71 147.98 148.25 148.52
 148.78 149.05 149.32 149.59 149.85 150.12 150.39 150.65 150.92 151.19
 151.46 151.72 151.99 152.26 152.53 152.8  153.07 153.34 153.61 153.88
 154.15 154.42 154.68 154.95 155.22 155.49 155.75 156.02 156.29 156.56
 156.82]",0.0,6
2090,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[1288.204975 1290.201325 1292.2001   1294.201325 1296.204975 1298.21055
 1300.218075 1302.227525 1304.2389   1306.2517   1308.265425 1310.280075
 1312.2951   1314.31     1316.324775 1318.338925 1320.35195  1322.3633
 1324.372475 1326.3795   1328.383875 1330.3856   1332.3847   1334.3812
 1336.3751   1338.366425 1340.356225 1342.344525 1344.33135  1346.317725
 1348.303625 1350.28905  1352.274525 1354.25955  1356.2441   1358.228175
 1360.211275 1362.193375 1364.17445  1366.1545   1368.13355  1370.1116
 1372.08865  1374.064675 1376.039675 1378.013175 1379.985175 1381.956175
 1383.926675 1385.8967   1387.866275]","[27.73 28.01 28.3  28.59 28.87 29.16 29.45 29.73 30.02 30.31 30.59 30.88
 31.17 31.45 31.74 32.03 32.31 32.6  32.89 33.18 33.47 33.76 34.05 34.34
 34.63 34.92 35.21 35.5  35.79 36.08 36.37 36.66 36.95 37.24 37.53 37.82
 38.11 38.4  38.69 38.97 39.26 39.55 39.84 40.13 40.42 40.71 41.   41.29
 41.58 41.86 42.15]","[1288.204975 1290.201325 1292.2001   1294.201325 1296.204975 1298.21055
 1300.218075 1302.227525 1304.2389   1306.2517   1308.265425 1310.280075
 1312.2951   1314.31     1316.324775 1318.338925 1320.35195  1322.3633
 1324.372475 1326.3795   1328.383875 1330.3856   1332.3847   1334.3812
 1336.3751   1338.366425 1340.356225 1342.344525 1344.33135  1346.317725
 1348.303625 1350.28905  1352.274525 1354.25955  1356.2441   1358.228175
 1360.211275 1362.193375 1364.17445  1366.1545   1368.13355  1370.1116
 1372.08865  1374.064675 1376.039675 1378.013175 1379.985175 1381.956175
 1383.926675 1385.8967   1387.866275]","[134.05 134.33 134.62 134.91 135.19 135.48 135.77 136.05 136.34 136.63
 136.91 137.2  137.49 137.77 138.06 138.35 138.63 138.92 139.21 139.5
 139.79 140.08 140.37 140.66 140.95 141.24 141.53 141.82 142.11 142.4
 142.69 142.98 143.27 143.56 143.85 144.14 144.43 144.72 145.01 145.29
 145.58 145.87 146.16 146.45 146.74 147.03 147.32 147.61 147.9  148.18
 148.47]",0.0,6
2104,"[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.  1.1 1.2 1.3 1.4 1.5 1.6 1.7
 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2 3.3 3.4 3.5
 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5. ]","[1316.499125 1318.50165  1320.5051   1322.509475 1324.514275 1326.5195
 1328.52515  1330.530725 1332.535725 1334.54015  1336.5445   1338.54825
 1340.550925 1342.552525 1344.552525 1346.5504   1348.54615  1350.539275
 1352.529275 1354.51615  1356.4999   1358.480025 1360.456525 1362.42945
 1364.3988   1366.365075 1368.328325 1370.288575 1372.246325 1374.201575
 1376.15435  1378.10515  1380.053975 1382.000825 1383.945675 1385.888525
 1387.829375 1389.767725 1391.703575 1393.637425 1395.568775 1397.497625
 1399.423975 1401.3478   1403.2691   1405.187375 1407.1026   1409.014275
 1410.9224   1412.8275   1414.7296  ]","[32.04 32.33 32.61 32.9  33.19 33.48 33.77 34.06 34.35 34.64 34.93 35.22
 35.51 35.8  36.09 36.38 36.67 36.96 37.25 37.54 37.83 38.12 38.41 38.7
 38.99 39.28 39.57 39.86 40.14 40.43 40.72 41.01 41.29 41.58 41.86 42.15
 42.43 42.72 43.   43.29 43.57 43.85 44.13 44.41 44.69 44.97 45.26 45.54
 45.82 46.1  46.38]","[1316.499125 1318.50165  1320.5051   1322.509475 1324.514275 1326.5195
 1328.52515  1330.530725 1332.535725 1334.54015  1336.5445   1338.54825
 1340.550925 1342.552525 1344.552525 1346.5504   1348.54615  1350.539275
 1352.529275 1354.51615  1356.4999   1358.480025 1360.456525 1362.42945
 1364.3988   1366.365075 1368.328325 1370.288575 1372.246325 1374.201575
 1376.15435  1378.10515  1380.053975 1382.000825 1383.945675 1385.888525
 1387.829375 1389.767725 1391.703575 1393.637425 1395.568775 1397.497625
 1399.423975 1401.3478   1403.2691   1405.187375 1407.1026   1409.014275
 1410.9224   1412.8275   1414.7296  ]","[138.36 138.65 138.93 139.22 139.51 139.8  140.09 140.38 140.67 140.96
 141.25 141.54 141.83 142.12 142.41 142.7  142.99 143.28 143.57 143.86
 144.15 144.44 144.73 145.02 145.31 145.6  145.89 146.18 146.46 146.75
 147.04 147.33 147.61 147.9  148.18 148.47 148.75 149.04 149.32 149.61
 149.89 150.17 150.45 150.73 151.01 151.29 151.58 151.86 152.14 152.42
 152.7 ]",0.0,6
