,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC
1883,0,194.3,1800.839625,162.41,-2,9.0485,0.2475,2.81,4.27,small-vehicle,No
1884,0,194.4,1801.744475,162.42,-2,9.07325,0.1975,2.81,4.34,small-vehicle,No
1885,0,194.5,1802.6518,162.44,-2,9.093,0.145,2.81,4.4,small-vehicle,No
1886,0,194.6,1803.5611,162.46,-2,9.1075,0.1425,2.81,4.46,small-vehicle,No
1887,0,194.7,1804.47185,162.47,-2,9.12175,0.145,2.81,4.52,small-vehicle,No
1888,0,194.8,1805.384025,162.49,-2,9.13625,0.145,2.82,4.58,small-vehicle,No
1889,0,194.9,1806.29765,162.51,-2,9.15075,0.145,2.82,4.63,small-vehicle,No
1890,0,195.0,1807.212725,162.53,-2,9.16525,0.095,2.82,4.69,small-vehicle,No
1891,0,195.1,1808.12925,162.54,-2,9.17475,0.095,2.82,4.74,small-vehicle,No
1892,0,195.2,1809.046725,162.56,-2,9.18425,0.1475,2.82,4.79,small-vehicle,No
1893,0,195.3,1809.96515,162.57,-2,9.199,0.1475,2.82,4.83,small-vehicle,No
4441,3,191.4,1800.127825,162.13,-2,9.121,0.0475,2.56,4.19,small-vehicle,No
4442,3,191.5,1801.039925,162.14,-2,9.12575,-0.0075,2.57,4.27,small-vehicle,No
4443,3,191.6,1801.9525,162.16,-2,9.125,-0.0075,2.57,4.35,small-vehicle,No
4444,3,191.7,1802.865,162.18,-2,9.12425,-0.005,2.58,4.43,small-vehicle,No
4445,3,191.8,1803.777425,162.2,-2,9.12375,-0.0575,2.59,4.51,small-vehicle,No
4446,3,191.9,1804.6898,162.22,-2,9.118,-0.0575,2.59,4.58,small-vehicle,No
4447,3,192.0,1805.6016,162.24,-2,9.11225,-0.0575,2.6,4.65,small-vehicle,No
4448,3,192.1,1806.512825,162.25,-2,9.1065,-0.1075,2.61,4.72,small-vehicle,No
4449,3,192.2,1807.423475,162.27,-2,9.09575,-0.1075,2.61,4.79,small-vehicle,No
4450,3,192.3,1808.33305,162.29,-2,9.085,-0.1075,2.62,4.85,small-vehicle,No
4451,3,192.4,1809.24155,162.31,-2,9.07425,-0.1025,2.63,4.91,small-vehicle,No
7116,52,181.4,1800.508825,161.75,-2,6.89375,0.3125,2.49,4.8,small-vehicle,No
7117,52,181.5,1801.1982,161.76,-2,6.925,0.365,2.5,4.83,small-vehicle,No
7118,52,181.6,1801.8907,161.77,-2,6.9615,0.4175,2.5,4.85,small-vehicle,No
7119,52,181.7,1802.58685,161.79,-2,7.00325,0.5175,2.5,4.87,small-vehicle,No
7120,52,181.8,1803.287175,161.8,-2,7.055,0.52,2.5,4.9,small-vehicle,No
7121,52,181.9,1803.992675,161.82,-2,7.107,0.57,2.51,4.92,small-vehicle,No
7122,52,182.0,1804.703375,161.83,-2,7.164,0.62,2.51,4.94,small-vehicle,No
7123,52,182.1,1805.419775,161.85,-2,7.226,0.62,2.51,4.96,small-vehicle,No
7124,52,182.2,1806.142375,161.87,-2,7.288,0.6675,2.51,4.98,small-vehicle,No
7125,52,182.3,1806.871175,161.88,-2,7.35475,0.6625,2.51,4.99,small-vehicle,No
7126,52,182.4,1807.60665,161.9,-2,7.421,0.6125,2.51,5.01,small-vehicle,No
7127,52,182.5,1808.34875,161.91,-2,7.48225,0.61,2.51,5.02,small-vehicle,No
7128,52,182.6,1809.096975,161.93,-2,7.54325,0.555,2.51,5.04,small-vehicle,No
7129,52,182.7,1809.8513,161.95,-2,7.59875,0.555,2.51,5.05,small-vehicle,No
9648,57,184.6,1800.500425,162.35,-2,7.12425,-0.04,2.74,5.34,small-vehicle,No
9649,57,184.7,1801.21285,162.36,-2,7.12025,0.0125,2.74,5.38,small-vehicle,No
9650,57,184.8,1801.924875,162.37,-2,7.1215,0.0125,2.74,5.41,small-vehicle,No
