,ID,time,xloc,yloc,lane,speed,acceleration,length-smoothed,width-smoothed,type-most-common,ACC
2236,0,229.6,2108.69375,144.34,-2,7.91275,0.145,3.18,5.44,small-vehicle,No
2237,0,229.7,2109.485025,144.27,-2,7.92725,0.145,3.18,5.44,small-vehicle,No
2238,0,229.8,2110.27775,144.21,-2,7.94175,0.1425,3.17,5.43,small-vehicle,No
2239,0,229.9,2111.071925,144.15,-2,7.956,0.0925,3.17,5.43,small-vehicle,No
2240,0,230.0,2111.867525,144.09,-2,7.96525,0.0925,3.17,5.43,small-vehicle,No
2241,0,230.1,2112.66405,144.03,-2,7.9745,0.0925,3.16,5.42,small-vehicle,No
2242,0,230.2,2113.4615,143.96,-2,7.98375,0.045,3.16,5.42,small-vehicle,No
2243,0,230.3,2114.259875,143.9,-2,7.98825,0.045,3.16,5.42,small-vehicle,No
2244,0,230.4,2115.0587,143.84,-2,7.99275,0.095,3.16,5.42,small-vehicle,No
2245,0,230.5,2115.857975,143.77,-2,8.00225,0.0975,3.16,5.42,small-vehicle,No
2246,0,230.6,2116.6582,143.71,-2,8.012,0.0975,3.15,5.42,small-vehicle,No
2247,0,230.7,2117.4594,143.64,-2,8.02175,0.0975,3.15,5.42,small-vehicle,No
2248,0,230.8,2118.261575,143.57,-2,8.0315,0.1,3.15,5.41,small-vehicle,No
2249,0,230.9,2119.064725,143.51,-2,8.0415,0.15,3.15,5.41,small-vehicle,No
2250,0,231.0,2119.868875,143.44,-2,8.0565,0.15,3.15,5.41,small-vehicle,No
2251,0,231.1,2120.674525,143.37,-2,8.0715,0.0975,3.15,5.41,small-vehicle,No
2252,0,231.2,2121.481675,143.31,-2,8.08125,0.0975,3.14,5.41,small-vehicle,No
2253,0,231.3,2122.2898,143.24,-2,8.091,0.0475,3.14,5.41,small-vehicle,No
2254,0,231.4,2123.0989,143.17,-2,8.09575,-0.005,3.14,5.41,small-vehicle,No
2255,0,231.5,2123.908475,143.1,-2,8.09525,-0.0075,3.14,5.42,small-vehicle,No
2256,0,231.6,2124.718,143.03,-2,8.0945,-0.0075,3.14,5.42,small-vehicle,No
4796,3,226.9,2108.6457,144.09,-2,7.6315,0.0475,3.08,5.83,small-vehicle,No
4797,3,227.0,2109.40885,144.03,-2,7.63625,0.045,3.08,5.84,small-vehicle,No
4798,3,227.1,2110.172475,143.96,-2,7.64075,0.045,3.08,5.84,small-vehicle,No
4799,3,227.2,2110.93655,143.9,-2,7.64525,-0.005,3.08,5.84,small-vehicle,No
4800,3,227.3,2111.701075,143.84,-2,7.64475,-0.0075,3.07,5.84,small-vehicle,No
4801,3,227.4,2112.46555,143.77,-2,7.644,-0.0075,3.07,5.84,small-vehicle,No
4802,3,227.5,2113.22995,143.71,-2,7.64325,-0.055,3.07,5.84,small-vehicle,No
4803,3,227.6,2113.994275,143.65,-2,7.63775,-0.055,3.07,5.84,small-vehicle,No
4804,3,227.7,2114.75805,143.59,-2,7.63225,-0.005,3.07,5.84,small-vehicle,No
4805,3,227.8,2115.521275,143.53,-2,7.63175,-0.055,3.07,5.85,small-vehicle,No
4806,3,227.9,2116.28445,143.46,-2,7.62625,-0.0525,3.06,5.85,small-vehicle,No
4807,3,228.0,2117.047075,143.4,-2,7.621,-4.55e-11,3.06,5.85,small-vehicle,No
4808,3,228.1,2117.809175,143.34,-2,7.621,0.05,3.06,5.85,small-vehicle,No
4809,3,228.2,2118.571275,143.28,-2,7.626,0.05,3.06,5.85,small-vehicle,No
4810,3,228.3,2119.333875,143.22,-2,7.631,0.0,3.06,5.85,small-vehicle,No
4811,3,228.4,2120.096975,143.16,-2,7.631,0.0525,3.06,5.85,small-vehicle,No
4812,3,228.5,2120.860075,143.11,-2,7.63625,0.0525,3.06,5.86,small-vehicle,No
4813,3,228.6,2121.6237,143.05,-2,7.6415,0.05,3.05,5.86,small-vehicle,No
4814,3,228.7,2122.38785,142.99,-2,7.6465,0.1025,3.05,5.86,small-vehicle,No
4815,3,228.8,2123.1525,142.93,-2,7.65675,0.0525,3.05,5.86,small-vehicle,No
4816,3,228.9,2123.918175,142.87,-2,7.662,0.05,3.05,5.86,small-vehicle,No
4817,3,229.0,2124.684375,142.81,-2,7.667,0.1025,3.05,5.86,small-vehicle,No
7484,52,218.2,2108.079025,144.11,-2,9.20375,0.295,2.98,5.81,small-vehicle,No
7485,52,218.3,2108.9994,144.03,-2,9.23325,0.295,2.98,5.81,small-vehicle,No
7486,52,218.4,2109.922725,143.95,-2,9.26275,0.245,2.98,5.81,small-vehicle,No
7487,52,218.5,2110.849,143.88,-2,9.28725,0.2425,2.98,5.81,small-vehicle,No
7488,52,218.6,2111.777725,143.8,-2,9.3115,0.2425,2.98,5.81,small-vehicle,No
7489,52,218.7,2112.708875,143.73,-2,9.33575,0.195,2.98,5.81,small-vehicle,No
7490,52,218.8,2113.64245,143.65,-2,9.35525,0.195,2.98,5.81,small-vehicle,No
7491,52,218.9,2114.577975,143.57,-2,9.37475,0.195,2.98,5.81,small-vehicle,No
7492,52,219.0,2115.51545,143.49,-2,9.39425,0.195,2.98,5.81,small-vehicle,No
7493,52,219.1,2116.454875,143.41,-2,9.41375,0.195,2.98,5.81,small-vehicle,No
